Palavra,Importancia_Total
curso,14.688912884479809
deve,14.667473254929527
respeito,14.377355665506933
pode,14.110598670083501
abaixo,14.086968263829768
coisas,14.062255024071323
casa,13.71451057908736
fala,13.56734428908138
filho,13.33938048943962
neste,13.312622027327329
anos,13.266742303332531
ter,13.086436442531614
deixe,12.984269616037501
dar,12.915363782819869
podcast,12.913451602167997
tiktok,12.86796305198891
cuidado,12.749504523537093
dicas,12.702854472215677
poder,12.491781454697186
fyp,12.484919858371077
facebook,12.33214174889927
precisa,12.301015104466094
esposa,12.276645055072265
diz,12.22611717009858
mae,11.988276526143283
faz,11.926978544790027
tudo,11.921219119575369
acesse,11.91700703374822
sociais,11.625612116770943
inteligencia,11.54144947981148
inscreva,11.444385065882717
vez,11.191050794611655
alpha,11.128561872213359
sinais,11.118370061045303
descubra,11.059252297459409
10,10.978905672371416
gosta,10.960686472353697
casar,10.916705805152843
alguem,10.803226549057376
desenvolvimentomasculino,10.718631794467091
hotmart,10.636420601094072
torne,10.610633882594987
amelhorredpillvemdelas,10.5775488631572
amorosa,10.551799545987013
go,10.503921921604821
junior,10.4968530398125
compartilhe,10.488950712772564
siga,10.46723183252321
transformar,10.403074230688901
pai,10.374542681083323
masters,10.314826434797958
antiotarioprooficial,10.004607617225343
tok,9.979330348476072
tik,9.979330348476072
pare,9.954557299379006
ai,9.9391332208545
conquistar,9.905100135548164
si,9.891115246655039
dia,9.886152543608635
emocionais,9.871989905073969
oferta,9.811184396713259
telegram,9.719278267771909
ensina,9.709189990818816
pill,9.602165470650029
antiotarioprofacebook,9.576675020721737
querem,9.568458831717331
tipo,9.549147076123504
trouxa,9.532994633847414
geracaoantiotario,9.528707593416744
ciladas,9.528707593416744
impor,9.528707593416744
otario,9.528707593416744
esquecer,9.504871272719045
posicionar,9.481335167004033
todas,9.457839923935058
jogos,9.424505144211746
utm_source,9.421320392736778
mundo,9.40118129342912
manipulacoes,9.330229506899956
versao,9.316919859520851
verdade,9.31368311393282
pay,9.29039431151678
definitivo,9.289807027407207
malhar,9.217251000729846
47tj0bq,9.192516928585695
manual,9.172920301594162
cupom,9.140931427687667
dinheiro,9.115983179992902
todo,9.057005599232271
ftw,9.047221020611813
onde,9.022603868500042
virar,8.970999323863317
kiwify,8.928715041873836
treinar,8.851493890799025
tempo,8.836411025905969
filhos,8.69434242591106
hackeandoamatrix,8.641007594633942
cara,8.616910490161066
melhores,8.577170885232004
proprio,8.573581687523934
alto,8.519521863146794
compromisso,8.478385084238534
confia,8.459461795312267
http,8.416218146370205
aprenda,8.392770319012321
comedia,8.324511879899488
gabriel,8.288939086324769
outro,8.269149398492441
karinefloriana,8.238420830625309
comeca,8.128731512513157
veja,8.08309462592155
manter,8.074440451850466
pagina,8.059235191256944
acha,7.9671163398334635
redes,7.8882248245202975
traicao,7.8852288978664715
vc,7.877788729768639
pessoa,7.864515849186927
amorim,7.803210813231034
sigma,7.730463063319119
super,7.658039163728664
masculina,7.626100662162761
aulao,7.612098366772297
mente,7.583559770004465
parceiro,7.582314665130668
assim,7.566630853823769
vou,7.482112006834428
valores,7.468822610814632
pessoas,7.46660178834409
conselho,7.463575815510607
la,7.453800302916143
sabedoria,7.437638981323061
hackeando,7.3903925174741
qualquer,7.372856420270554
novo,7.3515097734663515
emocional,7.347794402890577
aqui,7.347750170343501
ganhe,7.326582015597474
videos,7.31966607447721
3ruc29n,7.3078499844616385
relacionamentosentre,7.3078499844616385
aprende,7.285140285963991
vao,7.279955397283198
comentarios,7.226916739217176
senhores,7.206748799952321
site,7.188136577742139
ta,7.065665432876914
abre,7.0480428283275005
caminho,7.047407782041409
podem,7.044925649842453
conquista,7.025102435218152
amigo,6.978644420526576
entender,6.942198936335973
evoluir,6.924727705141588
namorar,6.819643642107652
ficar,6.8043709893466415
seguir,6.804199509789559
relaciomento,6.758448416828211
ponto,6.739269322608219
humildade,6.721516459388574
music,6.717971615184825
meses,6.715377406330688
evolucao,6.661102816297175
react,6.647670557587782
vale,6.633824487136965
principios,6.6305462201941925
namorado,6.619176737258571
toda,6.613044553575268
comercial,6.6096396371298995
channel,6.608111391370729
us,6.60580388957324
quiser,6.576700998769811
responsabilidade,6.572539269077336
mercado,6.567576435358834
dinamicas,6.553959351022
analiso,6.522160166814104
atencao,6.5111959014373655
guia,6.494594519070194
aulaodevsm,6.417046732406787
sedutorafro,6.417046732406787
vista,6.3725498725165215
assuntos,6.340172672595822
the,6.303047182960691
sempre,6.2716782573243846
ainda,6.257241614835398
sincera,6.215282185300835
comigo,6.209392563308376
respeitosa,6.200696645057619
contribuicao,6.200696645057619
morenotatuado,6.200696645057619
atualidade,6.200696645057619
informado,6.200696645057619
interessam,6.200696645057619
completo,6.154259266302565
mudar,6.105881099348717
urlgeni,6.092961411126198
opinioes,6.016106311414412
contato,6.010756275909379
espero,5.959211370691565
acesso,5.944608930231012
trabalho,5.92871231626713
muitos,5.8991368078934485
sabe,5.893293408811692
sucesso,5.884742269736519
gostam,5.86684129715416
interesse,5.78742571843874
pena,5.7791088926111085
feminina,5.742534699152926
sendo,5.720037836954764
comentario,5.708228344342368
membro,5.704700458138864
certo,5.666177248743697
atitudes,5.650960651633148
todos,5.62650535178333
ver,5.623257295501486
nada,5.603813390837799
cada,5.580753173514971
watch,5.574452991002454
tornar,5.544096243853116
99,5.521599379074005
atracao,5.5039677515705865
clique,5.495587046511644
desenvolvimentopessoal,5.448761542940606
confianca,5.440247844418535
falando,5.439053622525773
casada,5.431325709376074
deixa,5.426147711464777
comportamento,5.421459143353712
muitas,5.41593585064588
passo,5.412428682481512
menos,5.3615756307720215
casado,5.345935520356855
insiderstore,5.328633579015554
saber,5.291234457086948
linkedin,5.287392177964972
kwai,5.287392177964972
ajudar,5.235587155342255
host,5.198216894147556
veste,5.198216894147556
o0h7e4y,5.198216894147556
sexualhttps,5.198216894147556
insider,5.198216894147556
aumentando,5.181757991418747
atitude,5.143269756158633
aprender,5.111795882298277
podcasts,5.110800267848486
combo,5.098119928157807
trata,5.075578509686226
sair,5.06202181963808
pois,5.060703816640034
queria,5.0429715755687035
medo,5.040009799732028
obtenha,4.999829043997539
ucdrgzxd8k06ifz0,4.976050653396382
gccin0w,4.976050653396382
querendo,4.968354357280146
join,4.953243199496082
spotify,4.935141020662708
projetoconselho,4.908708122489508
cursos,4.86309251500644
geracao,4.789465594096212
solteiro,4.781139929966175
segredos,4.747288077901347
chad,4.730393324951422
forma,4.6916203794336635
atras,4.690804188777909
mega,4.659416019570545
exclusivos,4.651031442112281
existe,4.635796788759724
trai,4.615304781574531
episodio,4.5828592531076815
problema,4.571338678261863
gente,4.532171099380197
alunos,4.513209869766794
pro,4.512543936646476
2024,4.481764466047509
demais,4.45319988865762
feminista,4.41811401715552
suporte,4.417798120144479
alphalifecopini,4.412320624691499
copini_alphalife,4.412320624691499
alphalifesuporte,4.412320624691499
hora,4.399634594842181
falta,4.390607986974494
encontrar,4.390555541794577
alphalifeplus,4.379870057183165
mari,4.373562309277627
aula,4.361356399509288
academia,4.354555459954032
perspectiva,4.354048221192188
amante,4.323957072045962
estrategias,4.310319546276143
moderno,4.309113441980801
comemail,4.297810215944697
looksmaxxing,4.284912159465848
descontohttps,4.2768588799641325
beleza,4.269818202662648
realidade,4.257548239132726
sedutorafro22tenha,4.253089672113006
falou,4.234315350141303
cortes,4.197130151155046
liberdade,4.1825499191951705
nessa,4.175371710946661
ninguem,4.1749904891410505
livros,4.172368312587053
job,4.17038844959849
cumpom,4.163699194682518
9755,4.163699194682518
suplementosuse,4.163699194682518
bitcoin,4.160545499250029
vezes,4.160213564786795
busca,4.156196797605592
conta,4.145126861954595
caso,4.129943039101935
assumir,4.102049947855606
algo,4.0967002375574255
brasil,4.094759008552321
roupa,4.069739929848028
ebook,4.061974274084132
escolha,4.0557578671016
filha,4.053789445959207
sim,4.043690397247711
errada,4.003176707300983
internet,3.988635682131797
melhorar,3.9815026060437884
msol,3.971166909452297
transforme,3.96366210764245
importante,3.959312046068611
primeiro,3.957877486769508
situacao,3.943478489364852
nova,3.935239829486049
dificil,3.9089489599808833
bom,3.9007109814447554
devo,3.892420994153632
fazem,3.8924073448832055
tipos,3.889278309176263
palavras,3.8858062825903867
sarcasticas,3.8820210625744735
mestredablack,3.8820210625744735
humoradaspeco,3.8820210625744735
mentalidadeblack,3.8820210625744735
alerta,3.878964379578505
motivo,3.87726034093283
saudavel,3.8753785422874722
dizer,3.8608196186117802
desesperadas,3.8571694459466204
manda,3.8421232611568836
deu,3.819339874107852
jogo,3.7863343430353473
sei,3.7836256097922982
fiquei,3.7787322955330414
precisam,3.7684039524594
fim,3.763265843049131
redcast15link,3.7547518645723206
desfrute,3.736453130505191
unica,3.709754566781139
desse,3.691771248544243
20,3.6787916572885413
amiga,3.666594183696531
solicite,3.662991460968576
marcal,3.643834766007326
feminino,3.6418390842655453
superior,3.6378515245411545
faco,3.636082544448824
chave,3.632404257754265
antes,3.6292478636707566
lado,3.624352889558854
segredo,3.6201002379795706
certa,3.618214950515904
assista,3.58491903385368
voltar,3.581260145744543
fica,3.5699521840894137
sabem,3.5646966925066326
programa,3.563042828722242
foto,3.5617477362328858
dizendo,3.549385093515562
criancas,3.544244290844548
feliz,3.5340457864878836
alphalife,3.526943492454737
sentir,3.5260417622365425
maneira,3.5203519844182587
mesmas,3.5113502224387494
pink,3.5082921304586314
levou,3.4946304201056364
papo,3.4851832311904642
solteiros,3.4768580949386974
amar,3.4692833030074803
apaixonar,3.4657849418544657
convidados,3.461046515212387
maior,3.4499416714004854
posso,3.447780386753342
valorizada,3.435178477711724
mim,3.4173760701855884
chega,3.4165753798206695
procura,3.4158857086418606
vabo,3.4149230931236088
verdadeiro,3.3929893567509213
lugar,3.3880264246926317
oficial,3.384204349728159
leis,3.3823224824426266
lidar,3.374876881078363
dentro,3.370686519031699
comente,3.3694845165298433
use,3.3665805978918817
tentando,3.3613835964662186
semana,3.35991708564438
realmente,3.3565362020060623
sociedade,3.353490973482225
instituto,3.3518105888870777
matrix,3.3410479602018595
pega,3.3367474703639117
app,3.326978278602755
book,3.310765569623719
exclusivamente,3.3104963962861342
sistema,3.3005487468566925
aumentar,3.2906479682331904
paz,3.2879897540613343
quanto,3.282759071932831
paquera,3.281584872513629
institutooliver,3.275071412137732
reais,3.273204311594059
pagar,3.272876800402003
feminismo,3.271628811390033
jornada,3.266017558146614
errado,3.262326884552553
psicologia,3.2618200184471617
crianca,3.2575020875216176
solteira,3.256762032540724
reflexoes,3.2281839010018234
quais,3.2280053821438908
usando,3.2268279507453586
consideracoes,3.2260103826838082
emitidos,3.2260103826838082
emitir,3.2260103826838082
responsabiliza,3.2260103826838082
encontre,3.222192258837353
autoconfiante,3.218379410590222
dois,3.2045382469165973
rico,3.190695083891062
habitos,3.1852246411251515
relacao,3.184359592129005
quero,3.1834134797348996
dando,3.180378958833241
coisa,3.1682131785722114
comoconquistarumhomem,3.1664068449980816
emocionado,3.1631906037253064
pe,3.1569546286038452
atrair,3.150720711707044
explicar,3.1497498929774395
conversar,3.1470458658128013
resposta,3.1372467486198166
chegar,3.135729436099428
capital,3.1283628959730025
relacionamentoamoroso,3.125969583740331
descobrir,3.114171744803039
atraente,3.113749849470371
clicando,3.109024930606662
chegou,3.1082615233767967
analise,3.090569050319595
profundas,3.090523846362584
comunicacao,3.0897618745981665
ir,3.0620586272249275
importancia,3.054929652110115
corte,3.043101707920234
amada,3.0366263132748204
disse,3.0349737677420885
provedor,3.0313261317280915
algumas,3.026881370743653
ano,3.0201460663027806
ficou,2.9960458249702517
erro,2.984903578145188
afastar,2.978340507482902
superar,2.9691835932298805
passado,2.969128924649927
mal,2.967128638763017
capitulo,2.9547642924657698
maduro,2.9532020014693137
inspire,2.9479529711887786
diariamente,2.9479529711887786
the_redpill1,2.9479529711887786
velho,2.9428462304820684
uso,2.9381487669760604
diferenca,2.9265520364654907
gratis,2.9196698252612623
serve,2.913521580404655
embora,2.910087117789063
conheca,2.907814350152361
parar,2.905808282486854
descobri,2.8853096693875804
viver,2.8846430935421985
acabar,2.8834362549683976
thiagoschutz,2.8819201415531883
enquanto,2.881858396614392
passos,2.880549225125678
vem,2.880358531504292
regras,2.8765712879194756
linda,2.875929625500503
entao,2.8657602308793693
rodada,2.8572327961644133
alguns,2.856972451576283
lover,2.8562853181811656
namore,2.8442392740514677
manualanti,2.8394921287495922
curtir,2.835952075067623
treinamento,2.8230738158654485
afastam,2.8103620495706103
soldado,2.808831138523929
casou,2.8067387031500246
serio,2.781965254669182
luxo,2.7784267981417123
apos,2.7657135937697257
tao,2.764748673030399
conteudo,2.7614111617988395
relato,2.7592401707351635
34,2.7567286124873362
praticas,2.7566946542013815
matheuscopini,2.748619319139921
abrir,2.729963721702307
conhece,2.7286969726126316
saiba,2.7246323595532305
carro,2.7239039077279266
substack,2.7165110120530596
show,2.7135689253838224
normal,2.7131478787411147
in,2.696588322656447
personal,2.6894344475714487
recado,2.6887504507293474
segundo,2.68583510731858
twitter,2.680292665608106
acontece,2.679901701742737
12,2.6760197140280773
aceitar,2.6751089917247377
real,2.670025025748424
facil,2.6669770971756326
25,2.6581701445141483
mes,2.6549280673389912
escolher,2.6533977813976124
redftw,2.651825734408383
s28462720m,2.651825734408383
policiais,2.651825734408383
eja,2.651825734408383
993004408,2.651825734408383
oliver,2.651825734408383
sequencial,2.651825734408383
y11127534p,2.651825734408383
carreiras,2.651825734408383
bonito,2.6471352583323977
n8xhvcfk,2.643696088982486
final,2.64235145286376
pedir,2.641192084635241
50,2.6333255085879497
amigas,2.6198866319688436
tras,2.6167189696379887
sozinho,2.6140265447727407
simples,2.6019951473490304
problemas,2.5936992445857454
carnaval,2.5921336496004113
potencial,2.5848774212172456
creditos,2.584321046284881
menina,2.581451739598233
pix,2.575400365462503
3qz6cjp,2.564295227021811
contatoprojetoconselho,2.564295227021811
consultoria,2.564295227021811
agende,2.564295227021811
gatilhos,2.5640489989720754
nivel,2.552406236171562
rua,2.548031476895178
irmao,2.541376645388497
comportamentomasculino,2.5400356613948154
olha,2.5400119493497426
educacao,2.53761521121154
chamar,2.5245430271876472
usados,2.517626036952402
close,2.49402281592258
academy,2.49402281592258
friends,2.49402281592258
loveracademy,2.49402281592258
imagens,2.480951439904935
homemalpha,2.4759786054978425
facial,2.4698027917064267
open,2.467570510331354
30,2.465542876765554
yt,2.4647498676003154
v2,2.4647498676003154
afetiva,2.4644708907722097
carater,2.4483028631870276
terapia,2.4440070539453966
encontro,2.442387527479606
inteligenciaemocional,2.43797126493402
truques,2.4368108532155177
duas,2.4365755058395946
olhar,2.4340195472692665
ia,2.4325241188619264
sub_confirmation,2.430918072604691
gostar,2.4247033277527463
futuro,2.4239976000261265
outros,2.415771618487878
sente,2.4109055511183537
contra,2.408193482929647
perfeita,2.4052129860004836
capcut,2.4009616147355843
capa,2.4009616147355843
valorize,2.395998556471581
liberte,2.382883646466963
ama,2.3820314071069766
dp,2.381120114603258
trabalhar,2.376329382368106
recomendo,2.3744549277286864
boy,2.3733245338955964
destroi,2.371494153561481
equipamentos,2.3649609075124025
chefe,2.3620884231113384
pensa,2.360279274363051
greenn,2.359640033482215
a_id,2.359640033482215
913455,2.359640033482215
payfast,2.359640033482215
2025,2.3589033406506967
social,2.3485503524588176
amigos,2.3465541574910542
grande,2.345146360416242
sentido,2.3447453424966374
atratividade,2.340362743849834
deus,2.3390571888655503
coracao,2.3384921373987244
arte,2.3338644854726995
pratico,2.3303514693071614
aberto,2.3233144143162106
lucas,2.323135193844898
fy,2.320850298331266
pablomarcal,2.3195591885777453
redirect,2.3157352715786494
bitcoinhttps,2.3157352715786494
batismo,2.3157352715786494
113648,2.3157352715786494
verdades,2.3149797326940034
emocionalmente,2.3117172860723088
enganado,2.2916679658050683
antitrouxa,2.2916679658050683
tinder,2.291287083400647
acham,2.2868429485974704
comprovadas,2.2829313276674577
completa,2.28209004742872
seduzir,2.2813716749947774
saude,2.281321228063589
dias,2.277497540946084
copinioficial,2.277121588670755
telegramhttps,2.276288257420822
espera,2.2761147754734568
curta,2.2740389408138664
autoestimahttps,2.2600967218677503
novinhas,2.2594771544761127
louco,2.254378098130186
colocar,2.253822037549321
desejam,2.2495432418937558
hashtags,2.2495346593674554
destacar,2.248595049126955
cuidar,2.244592393083276
diferente,2.2433044077014728
ticto,2.24074611671236
payment,2.24074611671236
plano,2.238435086609285
off,2.2379751343090653
tanto,2.236642805829663
talks,2.2349210629298923
projeto,2.227806136201267
balada,2.2243591742457114
gravida,2.2239633057536596
destravar,2.2232974193732695
fiz,2.2221828919219937
face,2.2204717911394702
acho,2.2191939483067404
pediu,2.2168667961910593
utm_medium,2.213403648373713
utm_campaign,2.213403648373713
ingles,2.205595658086427
neto,2.2017374483533145
deste,2.1983523815357877
disponivel,2.1971026261381983
tomar,2.194818749439743
alguma,2.1907625529648778
jamais,2.189438157691879
acabou,2.187992405840822
jovens,2.1854597436387038
growth,2.1847637690979
gsuplementos,2.1847637690979
pensar,2.1835567566647063
querer,2.1786548020764283
triste,2.176450266358333
importa,2.17540019966054
black,2.173308358290648
traindo,2.1710848282442865
perdeu,2.169602761669081
questoes,2.168417508754193
controle,2.168204416323468
celular,2.1676942516690447
acontecer,2.161839550630608
kkkk,2.1539657547233055
protagonista,2.153690971502131
conquiste,2.153690971502131
desenvolva,2.153690971502131
outras,2.1515299593349377
the_redpill,2.148131401413287
vejam,2.145920585890269
entende,2.1436813161243777
pensamento,2.142640883382741
reciprocidade,2.142387012861164
linguagemcorporal,2.142144483529865
aconteceu,2.1354535800335848
psicologiacomportamental,2.130732940818194
psicologaderelacionamento,2.130732940818194
dessa,2.130620546774463
quis,2.1302064672390055
caracteristicas,2.1302024352732003
preco,2.1294915882723835
feministas,2.1273142296516023
algum,2.127147362975518
mensagens,2.119543990582715
paginas,2.1153831017310862
ltda,2.103819736550816
whatsapp,2.101661942417624
1https,2.09885531198019
conselhos,2.093946961659144
comunidade,2.090266084340522
interesseiras,2.0900998628323237
maiores,2.0898792668249966
futura,2.0814613929050982
ouvir,2.0809632340464965
prosperar,2.0775205676952386
ganha,2.0755498721777923
traga,2.0735109951007793
fiquem,2.0733418607303133
vive,2.0729980322827815
salva,2.0715710544660393
especialista,2.067204213661538
p3baz,2.0660917665510525
beway,2.0660917665510525
esprega,2.0655472422882935
vitor,2.0655472422882935
relacionar,2.057703998337139
fez,2.0528091587463155
parceiros,2.052454245850221
e91436514a,2.0470880491051586
insiderstoreacesse,2.0470880491051586
blackpillhttps,2.0470880491051586
canalhttps,2.0464392662029867
joao,2.043836788239827
momentos,2.039527533100105
termino,2.0379872198721993
exigencias,2.037253900842689
creators,2.0366039236989226
3pnaudx,2.0361865340793126
altoconselho,2.0361865340793126
canva,2.0350225136062257
n0kqwme,2.030987137042066
henl,2.030987137042066
xciwwme,2.030987137042066
etapas,2.030987137042066
ix8dadiquira,2.030987137042066
ix8eadiquira,2.030987137042066
ix8hme,2.030987137042066
interessado,2.023556653541867
sonho,2.019944328768991
amoroso,2.018315277257389
fabricio,2.014253942696692
levar,2.013262399909403
scudeler,2.0103915307358298
amizade,2.009798441777445
extremamente,2.0054585527993907
seguranca,2.0036784470983364
pior,2.002095699187308
outra,2.001822018275703
autoestima,2.0015435007412172
assume,2.0010404467996565
sedutor,1.9946102392662457
nele,1.9843710884938368
vontade,1.9833976314134063
existem,1.9802907606298832
microfone,1.9782138236746722
noticias,1.9711376105887175
ira,1.9663033948862945
autores,1.9650729107978173
nerd,1.9628860390677236
jordan,1.9620101580727483
usar,1.961462630678027
identificar,1.95844727131301
voltaacesse,1.9575280920440998
reconquiste,1.9575280920440998
ganhar,1.9564203725535418
atraves,1.9555124240624733
serem,1.9546192811447693
sabia,1.9497832527427892
indo,1.9409712570442585
tirar,1.9367288796822608
estado,1.9347286351227504
escola,1.9341575990759925
ideal,1.9324068159487644
felicidade,1.9318732948802537
terminar,1.9293621682251312
preferem,1.9263982160851407
cerca,1.925568943567859
claro,1.920441187395406
deseja,1.9181189626977104
corra,1.9169138085703317
escolhe,1.9168454662657044
liga,1.9140911933827973
volta,1.9135095786740282
beneficios,1.9095002548703712
exibe,1.9065171729393353
solteiras,1.9060526509921325
parceira,1.9043758277625347
atual,1.8988871621021228
marcaltalks,1.8988410828557458
aceitaria,1.8910323648397092
fique,1.890633262206078
veio,1.8879847925420183
presta,1.8843099946488167
raiam,1.883893963496806
viu,1.88255108036349
relacoes,1.8822794074764115
formas,1.8807268097878378
digital,1.8788577846992598
short,1.875748090682247
podcastpodcast,1.8757353041197844
pillcortes,1.8757353041197844
nesse,1.8745069723797636
000,1.8738956849620876
apaixonado,1.8678763686189148
vocacao,1.8657455701991523
mudanca,1.8657432489212025
culpa,1.8643965882561022
concordam,1.862068965407421
maes,1.8584324922012225
transformacao,1.8528102792171466
funciona,1.851246879501558
vader,1.8510534680617634
erros,1.8504122724392735
3qw7puk,1.8497799572562512
servicos,1.846942116392857
milgrau,1.8456393185206372
mc,1.8425217669851615
redcast12,1.841447501134157
possivel,1.8401370805662236
sexo,1.839771034286327
sai,1.832829642175589
olho,1.8327504347373615
pobre,1.8318854941187084
verdadeira,1.8315112785026504
sinal,1.830517418232916
kotai,1.828801628812444
comportamentos,1.8261235752281968
casais,1.8199795778971044
receba,1.8133349923951236
ajuda,1.8128743646870802
peter,1.8117839093576846
bebe,1.8050562997945787
dinoxx,1.8045803549783084
dinoxxhttps,1.8045803549783084
desejo,1.8027750277434889
junto,1.801689628312684
motivacional,1.799746134972763
acima,1.7983063530633885
novamente,1.7952758488481653
assunto,1.791944727898488
questao,1.790351278983288
morar,1.7888464740329661
durante,1.7871726409887245
trabalha,1.782068993965063
cinco,1.7799772000378324
admiracao,1.7780343085904884
jovem,1.7775468784755675
edzz,1.7749941731572845
espaco,1.773709259017354
40,1.7721962677610437
pedida,1.770606685515273
merece,1.7705384388811376
momento,1.7690685214026998
favoritosinsider,1.7658157054602681
a64a8e2e,1.7658157054602681
redcastbf,1.7658157054602681
influmkt,1.7658157054602681
bf,1.7658157054602681
negocio,1.7646581890221007
separacao,1.7624032055672103
casados,1.7622804267710213
amam,1.7586940085092835
comprar,1.7569391503420717
engravidou,1.7559577787952159
divorcio,1.7557058185167684
mostrar,1.7485698687360216
historia,1.7459107797582167
desconto,1.7457919081816744
homemdesperto,1.7453770678880989
revela,1.7447992981909615
comida,1.7407081482225886
consegue,1.740611194317672
pets,1.7400720739791509
aceita,1.7369007230376827
colinas,1.7320271020488578
valoriza,1.7317621143815582
conhecer,1.7316619682082677
descricao,1.7301584400014074
descobre,1.7300100144576236
musculacao,1.7294067142645482
bonzinho,1.7290653934672608
mora,1.7251260055498456
interesseira,1.7182925276657461
paternidade,1.7168525744728556
intimidade,1.715031734621629
kkk,1.709714108403126
igual,1.709713908202725
motivos,1.7070681661236813
fariam,1.7061818346302273
despertar,1.7061269717426286
afid,1.7047392333737965
lei,1.7002948376878018
namora,1.691301598882276
corno,1.6909411296553496
reclama,1.6889429763490547
coragem,1.6880706595429775
gp,1.682115064276891
2qgnluotka55qknchicdotyoutube,1.6794929037962063
ucel1a4rpea8ug9iqiewpccgamazon,1.6794929037962063
apple,1.6794929037962063
id1784860273,1.6794929037962063
5a492610,1.6794929037962063
a24f90421a10,1.6794929037962063
amazon,1.6794929037962063
9fde,1.6794929037962063
4087,1.6794929037962063
0c19,1.6794929037962063
redcastapple,1.6794929037962063
ambos,1.6774676290438872
hipocrisia,1.6769386316548576
rodar,1.6751709516541027
fiel,1.6701224109203436
perdido,1.6684063400737592
principais,1.6683556563195852
maos,1.6662721902536153
dessas,1.666021093073345
consigo,1.6617022511564987
gvhtcf_ghea2y2qx,1.6604050987655812
acontecendo,1.6603476203864802
criacao,1.66007011239528
pensao,1.6553656383492035
mostra,1.6547875840459976
caracteres,1.6436587461695498
receber,1.64144471090487
reacao,1.6404450593565756
trazer,1.6387810007285688
visao,1.6367707760790144
compartilhar,1.6364957535545839
saco,1.6363255964041779
mentorias,1.636292305777676
especial,1.635967234922407
cair,1.6332967578506847
robert,1.628923963258521
siiljfs,1.6285619224140544
aparencia,1.625681626461292
ciumes,1.6235491613187674
construir,1.6233099664449158
tecnicas,1.6221216989310843
nela,1.6215858059820731
ego,1.6186661752977958
carvalho,1.6181343099711736
elitemasculina,1.6180834645201856
amo,1.6167247231034134
significa,1.6129627182184545
globo,1.612879092322744
minimo,1.6102571928000178
talvez,1.6086548549578414
pegar,1.6072573573367874
ei,1.6042666582532037
desculpa,1.6000155988340747
moral,1.5982306274778697
aumente,1.597853708237513
exigem,1.5975786711105777
alcancar,1.596129515405794
obras,1.5946274865078878
conviver,1.5944683000140718
vantagem,1.5936599368088287
falam,1.5883978101513092
500,1.5872694122921531
traiu,1.587201054004287
feio,1.5864122802495777
