id_video_anonimizado,text,final_misoginia,final_toxicidade
video_11538,"Impressionante!!! Hoje no hackeando a matrix tem a modelo Any Awuada dizendo que pode estar gravida do Neymar ⭐Seja membro para ter acesso a vídeos exclusívos por apenas $2,99 🤏 https://www.youtube.com/channel/UCDrGZXd8k06ifz0-gccIn0w/join dealtovalor-----------------------------------------------------------------------------------------------------------Esse é um canal de opinião, onde analiso dinâmicas sociais entre homens e mulheres do ponto de vista de um homem.Meu compromisso é dar minha contribuição sincera e respeitosa sobre assuntos da atualidade que interessam ao homem de alto valor.Quando o homem começa a seguir o próprio caminho aprende que precisa se manter bem informado.💊DEIXE O LIKE! 💊SE INSCREVA! 👉Compartilhe esse vídeo com alguém que vc gosta:Esse Pode Ser o Triste Fim do Neymarhttps://",0,0
video_11582,"É ISSO QUE AS MULHERES PROCURAM dealtovalor #podcast alpha 📕 Descubra o poder do Método Alpha: método definitivo para transformar sua vida amorosa."" Acesse o link abaixo:https:// - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Instagram: Tik Tok: - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - dealtovalor #relacionamento",0,0
video_11590,QUALIFICACAO O HOMI TEM DE SOBRA,0,0
video_11632,Um homem tem que ter paz no relacionamento 🔐 - Entrada no Esse é apenas o começo! 🗿👇🔗 | https://,0,0
video_11653,homem se relacionar com certas mulheres devalor moderno #motivação,0,0
video_11821,Ela estava comigo quando eu ganhava R$1.000 por mês 🔐 - Entrada no Esse é apenas o começo! 🗿👇🔗 | https://,0,0
video_11827,Homens Maduros | Qual a sua opinião? brasil,0,0
video_11854,"Até quando você vai deixar suas compras atrapalharem você a chegar nos seus objetivos 1- 📕2- Domine as lições do nosso livro 3- Faça parte do nosso ., livro de desenvolvimento pessoal mais vendido do país. 🫡",0,0
video_119,Um prêmio para este homem devalor moderno #motivação,0,0
video_11914,"Coisas que o meu marido fala ou faz que me deixa 🥰 1- 📕2- Domine as lições do nosso livro 3- Faça parte do nosso ., livro de desenvolvimento pessoal mais vendido do país. 🫡",0,0
video_11924,MULHERES GP #relacionamento napraia ed devalorbrasil safado mentor macho,1,0
video_11949,"ESPOSA TRAI O MARIDO COM A AMIGA! #memes #relaciomento #humor #comedia Olá! video do canal, hoje vamos falar, sobre o porquê que o homem deve malhar e treinar. não se esqueça de se além disso para não perder nenhum video. vamos começar;ESPOSA TRAI O MARIDO COM A AMIGA!",0,0
video_11968,Quando eu fui pedida em casamento o Ismael ganhava seiscentos reais 🔐 - Entrada no Esse é apenas o começo! 🗿👇🔗 | https://,0,0
video_11989,"Casei faz 1 semana e descobri traição. Ela é 26 anos mais jovem.Patrimônio de 5M, oq faço?",0,1
video_11990,"Mulher controladora #relacionamentosEntre para o Super Aulão de VSM: http:// Neste vídeo, Gabriel Amorim dá as melhores dicas para você esquecer sua ex-namorada e virar a página de uma vez por todas.",1,0
video_1218,Fui casar pra viver nessa situação,0,0
video_12206,"Tem mulher que não quer um homem, quer patrocínio 🔐 - Entrada no Esse é apenas o começo! 🗿👇🔗 | https://",0,0
video_12232,Homem fale Menos moderno devalor,0,0
video_12386,Acorda pra vida jovens,0,0
video_12438,NÃO PASSE A MÃO NAS MULHERES #relacionamento napraia ed devalorbrasil safado mentor macho,0,0
video_12466,"ESSE TIPO DE MULHER BUSCA ISSO #podcast #relaciomento dealtovalor 📕 Descubra o poder do Método Alpha: método definitivo para transformar sua vida amorosa."" Acesse o link abaixo:https:// - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Instagram: Tik Tok: - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - dealtovalor #relacionamento",1,0
video_12472,"PASTOR FALA QUE TEM MUITA MULHER SOLTEIRA NA IGREJA ESPERANDO UM HOMEM QUE NÃO EXISTE! #humor Olá! video do canal, hoje vamos falar, sobre o porquê que o homem deve malhar e treinar. não se esqueça de se além disso para não perder nenhum video. vamos começar;PASTOR FALA QUE TEM MUITA MULHER SOLTEIRA NA IGREJA ESPERANDO UM HOMEM QUE NÃO EXISTE!",0,0
video_12494,"NÃO FAÇA ISSO dealtovalor #podcast alpha 📕 Descubra o poder do Método Alpha: método definitivo para transformar sua vida amorosa."" Acesse o link abaixo:https:// - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Instagram: Tik Tok: - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - dealtovalor #relacionamento",0,0
video_12517,Os riscos não compensam. Evite ao máximo mostrar menores de idades nas redes sociais. 🔐 - Entrada no Esse é apenas o começo! 🗿👇🔗 | https://,0,0
video_12563,"MULHER NÃO DÁ VALOR PARA O HOMEM CERTO #relacionamento napraia ed devalorbrasil safado mentor macho ✅👉 SERVIÇOS E CURSOS: Acesse o link abaixo 👇👇👇https:// APRENDA O MÉTODO DA OBSESSÃO FEMININA Acesse o link abaixo 👇👇👇https://curso1.fabricioacunha.com.br/✅👉RECONQUISTE A SUA EX DE VOLTAAcesse o link abaixo 👇👇👇https://exdevolta.fabricioacunha.com.br/✅E-BOOK GRÁTIS: ""COMO SUPERAR UM TÉRMINO EM 8 PASSOS""👇👇👇https://fabricioacunha.com.br/superar-um-terminoVocê será um expert na paquera e sedução. Aprenda a conquistar mulheres em qualquer lugar.Seja um homem atraente e comece agora a conquistar qualquer tipo de mulher!Com essas dicas você pode seduzir qualquer mulher e disparar os gatilhos de atração nela!!Seja um homem de atitude e auto confiante!!#CONQUISTEQUALQUERMULHER#GATILHOS_DA_ATRAÇÃO#SEJA_ATRAENTEATRAENTE",1,1
video_12597,RECAP SEMANAL #06 Recap semanal #06Aqui você encontra todos os vídeos que foram postados do dia 202/02 à 08/02Não esqueçam de deixar o like e seguir o nosso canal. 🔐 - Entrada no Esse é apenas o começo! 🗿👇🔗 | https://,0,0
video_12647,homens querem ficar solteiros homens querem ficar solteiros,0,0
video_12663,MULHER FALA QUE ACHA QUE VAI SER PEDIDA EM CASAMENTO! vídeo do canal MULHER FALA QUE ACHA QUE VAI SER PEDIDA EM CASAMENTO! NÃO se esqueça além disso . vamos começar,0,0
video_12693,PENSÃO SOCIOAFETIVA para filho da EX ficante...ADVOGADO lança a REDPILL #desenvolvimentopessoal ESSE CANAL trata da perspectiva MASCULINA do mundo moderno e DESENVOLVIMENTO PESSOAL opiniões sarcásticas e humoradaspeço respeito nos comentários,0,0
video_12780,"A educação do seu filho não é negociável 1- 📕2- Domine as lições do nosso livro 3- Faça parte do nosso ., livro de desenvolvimento pessoal mais vendido do país. 🫡",0,0
video_12830,Na semana sai com 5,0,0
video_1289,Muitos homens irão querer devalor moderno #motivação,0,0
video_12948,"Peguei a esposa do meu irmão, ele nem desconfia e agora está desconfiada de está grávida",0,0
video_12956,"Levar ficante para balada #relacionamentosEntre para o Super Aulão de VSM: http:// Neste vídeo, Gabriel Amorim dá as melhores dicas para você esquecer sua ex-namorada e virar a página de uma vez por todas.",0,0
video_12984,"O HOMEM PRECISA FALAR dealtovalor #podcast #relacionamento 📕 Descubra o poder do Método Alpha: método definitivo para transformar sua vida amorosa."" Acesse o link abaixo:https:// - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -",0,0
video_12998,"ISSO VAI DIZER MUITO SOBRE O SEU FUTURO dealtovalor #podcast #relaciomento 📕 Descubra o poder do Método Alpha: método definitivo para transformar sua vida amorosa."" Acesse o link abaixo:https:// - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Instagram: Tik Tok: - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - dealtovalor #relacionamento",0,0
video_13010,Você acha normal brigar com frequência no seu relacionamento? 🔐 - Entrada no Esse é apenas o começo! 🗿👇🔗 | https://,0,0
video_13016,"🔥FRENTISTAS BONITAS?🔥 Alerta Para os Homens! Os Homens Estão Caindo Nessa Nova Armadilha? #polemica 💥 QUER VIRAR O JOGO? OS CURSOS ESTÃO AQUI ⬇Esse vídeo é um alerta direto aos homens:👉 Se você não prospera, será comandado.👉 Se você não tem poder, será descartado.Se você busca respeito, liberdade e autoridade, esse canal é pra você.Aqui é visão de homem pra homem — sem filtro, sem mimimi.💬 ESCUTA, IRMÃO:Dinheiro é o novo poder.Homem que não aprende a prosperar… vai continuar sendo pisado, traído e ignorado. CURSOS QUE VÃO ABRIR SUA MENTE ⬇✅ Curso 1 – A Regra do Jogo✅ Curso 2 – Segredos dos Investimentos para Iniciantes✅ Curso 3 – Treinamento Bitcoin Black Pill (Renato 38itão)👉 Curso 1 – https://go.hotmart.com/D99197285G👉 Curso 2 – https://go.hotmart.com/U99196870E👉 Curso 3 – https://go.hotmart.com/G93071926D 🔔 Se inscreve no canal, ativa o sininho e compartilha com um homem que precisa acordar.👊 Aqui é realidade, atitude e transformação.👑 Bem-vindo ao canal do Miquéinha.#FrentistaBonita Acordem #NãoSeIluda #MarketingOuRealidade #Relacionamentos #JogoVirou",1,1
video_13026,3 maneiras de saber se você é um homem de verdade #relacionamento napraia #relacionamento napraia ed devalorbrasil safado mentor macho,0,0
video_13080,"ELAS CHEGAM AOS 25 Á 35 FICAM DESESPERADAS, POIS O RELOGIO BIOLOGICO NÃO PERDOA! Olá! vídeo do canal. não se esqueça de se além disso . vamos começar;",1,1
video_13137,TODA MULHER FICA ASSIM QUANDO TRAI O MARIDO! #memes #humor #comedia vídeo do canal Não se esqueça além disso .TODA MULHER FICA ASSIM QUANDO TRAI O MARIDO!,1,1
video_13214,"A saída racional para homens modernos alpha #mentalidademasculina 💥 QUER VIRAR O JOGO? OS CURSOS ESTÃO AQUI ⬇Se você busca respeito, liberdade e autoridade.Homem que não aprende a prosperar… vai continuar sendo pisado, traído e ignorado. CURSOS QUE VÃO ABRIR SUA MENTE ⬇✅ Curso 1 – A Regra do Jogo✅ Curso 2 – PROTOCOLO ANTIOTÁRIO - Rafael Aires✅ Curso 3 – Segredos dos Investimentos para Iniciantes✅ Curso 4 – Treinamento Bitcoin Black Pill (Renato 38itão)✅ Curso 5 – Desenvolvimento Pessoal: Estratégias estoicas para o autoconhecimento, autodisciplina, e crescimento contínuo.👉 Curso 1 – https://go.hotmart.com/D99197285G👉 Curso 2 – https://kiwify.app/0EvX8x9?afid=P0F8Xb4x👉 Curso 3 – https://go.hotmart.com/U99196870E👉 Curso 4 – https://go.hotmart.com/G93071926D 👉 Curso 5 – https://go.hotmart.com/W99574537Q 🔔 Se inscreve no canal, ativa o sininho e compartilha com um homem que precisa acordar.👊 Aqui é realidade, atitude e transformação.👑 Bem-vindo ao canal do Miquéinha.",0,1
video_13231,"COMO DESTRAVAR A SUA VIDA AFETIVA COM INTELIGÊNCIA EMOCIONAL #ComoDestravarSuaVidaAfetiva ✅Quer DESTRAVAR a sua vida afetiva definitivamente?👇LINK: https://pay.kiwify.com.br/hEskh2i✅GUIA DA MULHER AUTOCONFIANTEhttps://karinefloriana.com.br/✅E-BOOK: GUIA PRÁTICO PARA AUMENTAR O AMOR-PRÓPRIO E MELHORAR A AUTOESTIMAhttps://pay.kiwify.com.br/SIiljFS💎Comunidade Mulher Autoconfiante-Receba dicas no Telegramhttps:// COMO DESTRAVAR A SUA VIDA AFETIVA COM INTELIGÊNCIA EMOCIONALNeste vídeo vamos falar sobre como destravar a sua vida afetiva utilizando a inteligência emocional para superar qualquer trava emocional que esteja te impedindo de viver um relacionamento saudável. Se você sente que tem algum bloqueio emocional amoroso, aqui você vai aprender a desbloquear sua mente e suas emoções para finalmente viver um relacionamento amoroso leve e verdadeiro.Descubra como identificar e eliminar os padrões que sabotam sua felicidade, conquistar um relacionamento equilibrado e entender como conquistar um homem sem medo e insegurança.📌 Descubra como destravar sua vida afetiva! Acesse o programa Destrava-se para o Amor e faça um teste exclusivo para identificar o que está bloqueando você. Clique no link no primeiro comentário fixado ou na descrição e comece hoje mesmo sua transformação.🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🔴Compartilhe esse vídeo : ➤ COMO DESTRAVAR A SUA VIDA AFETIVA COM INTELIGÊNCIA EMOCIONAL https://youtube.com/shorts/OjsCt3HnkPc🚨Videos que também podem te ajudar🚨➤COMO DEIXAR UM HOMEM OBCECADO POR VOCÊ EM 6 PASSOS. AULA 1https:// CONQUISTAR UM HOMEM COM 4 ATITUDES? FAÇA ELE TE DESEJARhttps:// SE TORNAR EXTREMAMENTE ATRAENTE SEM ESFORÇOhttps:// DE MULHERES SOLTEIRAS QUE OS HOMENS NÃO GOSTAM -MULHERES DESINTERESSANTEShttps:// APRENDER A SER AMADA E VALORIZADA POR UM HOMEM RAPIDAMENTEhttps:// FAZER UM HOMEM FICAR INTERESSADO POR VOCÊ RAPIDAMENTE- DEIXE ELE APAIXONADOhttps:// CHAMAR A ATENÇÃO DE UM HOMEM? FAÇA DIFERENTEhttps:// #relacionamento #relacionamentoamoroso #conquista #ComoDestravarSuaVidaAfetiva #DesbloquearVidaAfetiva #RelacionamentoAmoroso #DesbloqueioAfetivo #RelacionamentoSaudável #Autossabotagem #ComoDestravarSuaVidaAfetiva #InteligenciaEmocional #RelacionamentoAmoroso #TravaEmocional #DesbloqueioEmocional #RelacionamentoSaudável 🔻Me Encontre nas Redes Sociais🔻📸Instagram➤https://www.instagram.com/karinefloriana/📸Tiktok➤http://www.tiktok.com/ 🎬YouTube➤https://www.youtube.com/ 📸Linkedin➤www.linkedin.com/in/karinefloriana📸KWAI➤ https:// /n8XhvCfK",0,0
video_13264,"COMO MANTER UM RELACIONAMENTO EVITANDO QUE ELE SE AFASTE ✅Quer DESTRAVAR a sua vida afetiva definitivamente?👇LINK: https://pay.kiwify.com.br/hEskh2i✅GUIA DA MULHER AUTOCONFIANTEhttps://karinefloriana.com.br/✅E-BOOK: GUIA PRÁTICO PARA AUMENTAR O AMOR-PRÓPRIO E MELHORAR A AUTOESTIMAhttps://pay.kiwify.com.br/SIiljFS💎Comunidade Mulher Autoconfiante-Receba dicas no Telegramhttps:// Encontre nas Redes Sociais🔻📸Instagram➤https://www.instagram.com/karinefloriana/📸Tiktok➤http://www.tiktok.com/ 🎬YouTube➤https://www.youtube.com/ 📸Linkedin➤www.linkedin.com/in/karinefloriana📸KWAI➤ https:// /n8XhvCfK✅COMO MANTER UM RELACIONAMENTO EVITANDO QUE ELE SE AFASTENeste vídeo eu vou te explicar como manter um relacionamento evitando que ele se afaste.Se você busca ser pedida em namoro, atrair um homem que queira um relacionamento sério e duradouro com você e evitar que ele venha se afastar, este vídeo é para você.Se você quer muito namorar, ter um relacionamento sério mas percebe que sempre eles se afastam então assiste este vídeo que eu vou te explicar como os homens pensam para você não fazer o que eles detestam.🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🔴Compartilhe esse vídeo : ➤COMO MANTER UM RELACIONAMENTO EVITANDO QUE ELE SE AFASTEhttps:// que também podem te ajudar🚨➤COMO DEIXAR UM HOMEM OBCECADO POR VOCÊ EM 6 PASSOS. AULA 1https:// CONQUISTAR UM HOMEM COM 4 ATITUDES? FAÇA ELE TE DESEJARhttps:// SE TORNAR EXTREMAMENTE ATRAENTE SEM ESFORÇOhttps:// DE MULHERES SOLTEIRAS QUE OS HOMENS NÃO GOSTAM -MULHERES DESINTERESSANTEShttps:// APRENDER A SER AMADA E VALORIZADA POR UM HOMEM RAPIDAMENTEhttps:// FAZER UM HOMEM FICAR INTERESSADO POR VOCÊ RAPIDAMENTE- DEIXE ELE APAIXONADOhttps:// CHAMAR A ATENÇÃO DE UM HOMEM? FAÇA DIFERENTEhttps:// #relacionamento #relacionamentoamoroso #conquista #relacionamento #manter #afastar #namorar 🔻Me Encontre nas Redes Sociais🔻📸Instagram➤https://www.instagram.com/karinefloriana/📸Tiktok➤http://www.tiktok.com/ 🎬YouTube➤https://www.youtube.com/ 📸Linkedin➤www.linkedin.com/in/karinefloriana📸KWAI➤ https:// /n8XhvCfK",0,0
video_13266,VALORIZE QUEM DÁ VALOR #relacionamento napraia ed devalorbrasil safado mentor macho,0,0
video_13404,DEIXE QUE SUA MULHER VÁ EMBORA #relacionamento napraia ed devalorbrasil safado mentor macho,0,0
video_13449,MULHER FALA QUE NÃO É POR CAUSA DOO DINHEIRO QUE ELAS GOSTAM DOS HOMENS MAIS VELHOS #memes #humor vídeo do canal Não se esqueça além disso .MULHER FALA QUE NÃO É POR CAUSA DOO DINHEIRO QUE ELAS GOSTAM DOS HOMENS MAIS VELHOS,0,0
video_13466,Sobre o cara que vale a pena,0,0
video_13506,"O CHAD POLIGLOTA KKKKKK NO FINAL DEU LEITADA E GHOST! Olá! video do canal, hoje vamos falar, sobre o porquê que o homem deve malhar e treinar. não se esqueça de se além disso para não perder nenhum video. vamos começar;",0,1
video_13551,MC ESTUDANTE DETONA EX NAMORADA 10/10 LCR 🎙️ Novo na transmissão ou querendo melhorar? Confira o StreamYard e ganhe $10 de desconto! 😍 https://streamyard.com/pal/d/5113770070114304,0,0
video_1359,Você casou com um anjo ou com um demônio? | Thiago Schutz #relacionamento,0,0
video_13615,A VERDADEIRA VIBE DE UM HOMEM COM H MAIÚSCULO! 🔥 📕- ANTIOTÁRIO: https://antiotarioprooficial.com/oferta/Instagram: https://www.instagram.com/antiotariopro/Telegram: https:// https://www.facebook.com/antiotariopro/,0,0
video_13695,NÃO DEIXE SEU MARIDO NA SECA #relacionamento napraia ed devalorbrasil safado mentor macho,0,0
video_1381,“Não use seu período menstrual como desculpa para ser grossa com seu marido”,1,0
video_13823,"Mulher Não Gosta de Homem Cabeludo? Entenda a Opinião ""Muitas mulheres têm preferências específicas quando se trata de estilo de cabelo, e alguns acham que mulheres não gostam de homens cabeludos. No entanto, as preferências variam bastante. O importante é que cada homem escolha o estilo que o faz se sentir bem e confiante. #Relacionamento #EstiloMasculino #FabrícioAcunha #ModaMasculina""",0,0
video_13829,"O que falta as vezes é reconhecimento 1- 📕2- Domine as lições do nosso livro 3- Faça parte do nosso ., livro de desenvolvimento pessoal mais vendido do país. 🫡",0,0
