id_video_anonimizado,text,final_misoginia,final_toxicidade,texto_analise,score_perspective_max,latencia_api,detalhe_toxicity,detalhe_severe,detalhe_identity,detalhe_insult,tipo_origem,unified_label,original_label_column
video_10521,Vai ter homem rico pra todo mundo? | Thiago Schutz #shorts #relacionamento #reflexão #amor #rico,0,0,Vai ter homem rico pra todo mundo? | Thiago Schutz #shorts #relacionamento #reflexão #amor #rico,0.007189874,0.21814823150634766,0.005937464,0.00051498413,0.0015631594,0.007189874,videos_toxicidade,0,final_toxicidade
video_10570,"Verdades sobre namorar um nerd 1- Adquira o Antiotário 📕2- Domine as lições do nosso livro 3- Faça parte do nosso grupo privado.➡️ https://manualantiotario.com/AntiOtário, livro de desenvolvimento pessoal mais vendido do país. 🫡",0,0,"Verdades sobre namorar um nerd 1- Adquira o Antiotário 📕2- Domine as lições do nosso livro 3- Faça parte do nosso grupo privado.➡️ https://manualantiotario.com/AntiOtário, livro de desenvolvimento pessoal mais vendido do país. 🫡",0.102192536,0.09565520286560059,0.102192536,0.0049591064,0.02128403,0.04852104,videos_toxicidade,0,final_toxicidade
video_10600,Como jogar esse jogo sem iludir? | Thiago Schutz #shorts #reflexão #amor #mulher #verdade #jogo #fyp,0,0,Como jogar esse jogo sem iludir? | Thiago Schutz #shorts #reflexão #amor #mulher #verdade #jogo #fyp,0.010995304,0.0930945873260498,0.010995304,0.0008583069,0.0021273769,0.008614883,videos_toxicidade,0,final_toxicidade
video_10618,Você perdeu a admiração pelo seu marido? 🗿 - Antiotario🔱 - Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/ImperioCombo,0,0,Você perdeu a admiração pelo seu marido? 🗿 - Antiotario🔱 - Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/ImperioCombo,0.23667802,0.08583617210388184,0.23667802,0.021419114,0.029660052,0.061801232,videos_toxicidade,0,final_toxicidade
video_10871,"O Paradoxo do Amor: Homens Honestos Sofrem, Enquanto os ""Safados"" Se Dão Bem! Explore a complexa dinâmica da atração e do valor nos relacionamentos. Discutimos a frustração de homens honestos que se sentem desvalorizados, enquanto observam mulheres se interessarem por homens com comportamentos questionáveis. Analisamos possíveis razões por trás dessa dinâmica, desde a busca por novidade e desafio até a influência de experiências passadas. #homemhonesto #naovalorizado #mulheres #homensquetesta #canalhas #atração #relacionamento #desilusão #verdadesocultas #dinamicadosrelacionamentos",1,1,"O Paradoxo do Amor: Homens Honestos Sofrem, Enquanto os ""Safados"" Se Dão Bem! Explore a complexa dinâmica da atração e do valor nos relacionamentos. Discutimos a frustração de homens honestos que se sentem desvalorizados, enquanto observam mulheres se interessarem por homens com comportamentos questionáveis. Analisamos possíveis razões por trás dessa dinâmica, desde a busca por novidade e desafio até a influência de experiências passadas. #homemhonesto #naovalorizado #mulheres #homensquetesta #canalhas #atração #relacionamento #desilusão #verdadesocultas #dinamicadosrelacionamentos",0.055521555,0.09456539154052734,0.055521555,0.0036621094,0.029402243,0.025413504,videos_toxicidade,1,final_toxicidade
video_1088,"HOMEM MADURO QUER MULHER DE VALOR #SHORTS #shorts #relacionamento #namoro #casamentonapraia #casal #masculino #macho#seduçao #machoalfa #redpilled #masculinidade #homemdevalor#redpillbrasil #namorosafado #conquistarmulheres #reconquistar #casamento#conquistarmulher #conquistarumamor #fabricioacunha #fabricioacunhamentor #machomacho#amor #cortespodcast #mulher #homem #shorts✅👉 SERVIÇOS E CURSOS: Acesse o link abaixo 👇👇👇https://bit.ly/fabriciomentor✅👉 APRENDA O MÉTODO DA OBSESSÃO FEMININA Acesse o link abaixo 👇👇👇https://curso1.fabricioacunha.com.br/✅👉RECONQUISTE A SUA EX DE VOLTAAcesse o link abaixo 👇👇👇https://exdevolta.fabricioacunha.com.br/✅E-BOOK GRÁTIS:  ""COMO SUPERAR UM TÉRMINO EM 8 PASSOS""👇👇👇https://fabricioacunha.com.br/superar-um-terminoVocê será um expert na paquera e sedução. Aprenda a conquistar mulheres em qualquer lugar.Seja um homem atraente e comece agora a conquistar qualquer tipo de mulher!Com essas dicas você pode seduzir qualquer mulher e disparar os gatilhos de atração nela!!Seja um homem de atitude e auto confiante!!#CONQUISTEQUALQUERMULHER#GATILHOS_DA_ATRAÇÃO#SEJA_ATRAENTE#HOMEMATRAENTE",1,0,"HOMEM MADURO QUER MULHER DE VALOR #SHORTS #shorts #relacionamento #namoro #casamentonapraia #casal #masculino #macho#seduçao #machoalfa #redpilled #masculinidade #homemdevalor#redpillbrasil #namorosafado #conquistarmulheres #reconquistar #casamento#conquistarmulher #conquistarumamor #fabricioacunha #fabricioacunhamentor #machomacho#amor #cortespodcast #mulher #homem #shorts✅👉 SERVIÇOS E CURSOS: Acesse o link abaixo 👇👇👇https://bit.ly/fabriciomentor✅👉 APRENDA O MÉTODO DA OBSESSÃO FEMININA Acesse o link abaixo 👇👇👇https://curso1.fabricioacunha.com.br/✅👉RECONQUISTE A SUA EX DE VOLTAAcesse o link abaixo 👇👇👇https://exdevolta.fabricioacunha.com.br/✅E-BOOK GRÁTIS:  ""COMO SUPERAR UM TÉRMINO EM 8 PASSOS""👇👇👇https://fabricioacunha.com.br/superar-um-terminoVocê será um expert na paquera e sedução. Aprenda a conquistar mulheres em qualquer lugar.Seja um homem atraente e comece agora a conquistar qualquer tipo de mulher!Com essas dicas você pode seduzir qualquer mulher e disparar os gatilhos de atração nela!!Seja um homem de atitude e auto confiante!!#CONQUISTEQUALQUERMULHER#GATILHOS_DA_ATRAÇÃO#SEJA_ATRAENTE#HOMEMATRAENTE",0.07291982,0.11101889610290527,0.07291982,0.017674843,0.018369852,0.023479814,videos_toxicidade,0,final_toxicidade
video_10926,Posso trabalhar bastante? | Thiago Schutz #shorts #reflexão #relacionamento #amor #mulher #fyp #work,0,0,Posso trabalhar bastante? | Thiago Schutz #shorts #reflexão #relacionamento #amor #mulher #fyp #work,0.0059026163,0.09038066864013672,0.003345714,0.00037670135,0.0009758185,0.0059026163,videos_toxicidade,0,final_toxicidade
video_1097,"Ela já foi casada 4x. 3 filhos, 2 pais. super linda ainda. Qr recomeçar cmg. O q acha ? ",0,0,"Ela já foi casada 4x. 3 filhos, 2 pais. super linda ainda. Qr recomeçar cmg. O q acha ? ",0.02779579,0.07414627075195312,0.02779579,0.0024318695,0.005105704,0.012604907,videos_toxicidade,0,final_toxicidade
video_10996,"NÃO COMPARE COM O ANTES  #homemdealtovalor #podcast #relaciomento #seducao 📕 Descubra o poder do Método Alpha: método definitivo para transformar sua vida amorosa."" Acesse o link abaixo:https://bit.ly/47tJ0bQ- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Instagram:   Tik Tok:  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - #desenvolvimentomasculino #seducao #homemdealtovalor #relacionamento",0,0,"NÃO COMPARE COM O ANTES  #homemdealtovalor #podcast #relaciomento #seducao 📕 Descubra o poder do Método Alpha: método definitivo para transformar sua vida amorosa."" Acesse o link abaixo:https://bit.ly/47tJ0bQ- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Instagram:   Tik Tok:  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - #desenvolvimentomasculino #seducao #homemdealtovalor #relacionamento",0.013697007,0.0738077163696289,0.013697007,0.0012969971,0.0031633168,0.007797878,videos_toxicidade,0,final_toxicidade
video_11100,"Não seja inimiga do seu parceiro 1- Adquira o Antiotário 📕2- Domine as lições do nosso livro 3- Faça parte do nosso grupo privado.➡️ https://manualantiotario.com/AntiOtário, livro de desenvolvimento pessoal mais vendido do país. 🫡",0,0,"Não seja inimiga do seu parceiro 1- Adquira o Antiotário 📕2- Domine as lições do nosso livro 3- Faça parte do nosso grupo privado.➡️ https://manualantiotario.com/AntiOtário, livro de desenvolvimento pessoal mais vendido do país. 🫡",0.015393426,0.08545947074890137,0.015393426,0.00092983246,0.0027378413,0.010210892,videos_toxicidade,0,final_toxicidade
video_11118,NÃO SEJA HOMEM GRUDENTO #relacionamento #namoro #casamentonapraia #casal #masculino #macho#seduçao #machoalfa #redpilled #masculinidade #homemdevalor#redpillbrasil #namorosafado #conquistarmulheres #reconquistar #casamento#conquistarmulher #conquistarumamor #fabricioacunha #fabricioacunhamentor #machomacho#amor #cortespodcast #mulher #homem #shorts,0,0,NÃO SEJA HOMEM GRUDENTO #relacionamento #namoro #casamentonapraia #casal #masculino #macho#seduçao #machoalfa #redpilled #masculinidade #homemdevalor#redpillbrasil #namorosafado #conquistarmulheres #reconquistar #casamento#conquistarmulher #conquistarumamor #fabricioacunha #fabricioacunhamentor #machomacho#amor #cortespodcast #mulher #homem #shorts,0.07687678,0.22347235679626465,0.07687678,0.006713867,0.017163984,0.036809623,videos_toxicidade,0,final_toxicidade
video_11177,Será mesmo que nenhum homem presta? | Thiago Schutz #shorts #reflexão #relacionamento #mulher #amor,0,0,Será mesmo que nenhum homem presta? | Thiago Schutz #shorts #reflexão #relacionamento #mulher #amor,0.01633588,0.10854315757751465,0.01633588,0.0011348724,0.0039772694,0.0115029,videos_toxicidade,0,final_toxicidade
video_11186,"Seu marido será um reflexo de como você o trata 1- Adquira o Antiotário 📕2- Domine as lições do nosso livro 3- Faça parte do nosso grupo privado.➡️ https://manualantiotario.com/AntiOtário, livro de desenvolvimento pessoal mais vendido do país. 🫡",0,0,"Seu marido será um reflexo de como você o trata 1- Adquira o Antiotário 📕2- Domine as lições do nosso livro 3- Faça parte do nosso grupo privado.➡️ https://manualantiotario.com/AntiOtário, livro de desenvolvimento pessoal mais vendido do país. 🫡",0.026263772,0.102294921875,0.026263772,0.0014877319,0.003348306,0.015644927,videos_toxicidade,0,final_toxicidade
video_11189,O quanto o homem é incrível #homem #homens #motivacao #homemmoderno  #homemdevalor 08 Sinais que você é uma pessoa de alto valor #homem #homens #motivacao #homemmoderno  #homemdevalor,0,0,O quanto o homem é incrível #homem #homens #motivacao #homemmoderno  #homemdevalor 08 Sinais que você é uma pessoa de alto valor #homem #homens #motivacao #homemmoderno  #homemdevalor,0.006173368,0.09296607971191406,0.0037384033,0.00039339066,0.0008648249,0.006173368,videos_toxicidade,0,final_toxicidade
video_11396,E quando você que é casada e ele solteiro? 📕 - AntiOtário 🔱 - Código Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/ComboManual,0,0,E quando você que é casada e ele solteiro? 📕 - AntiOtário 🔱 - Código Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/ComboManual,0.1373533,0.10126328468322754,0.1373533,0.011062622,0.017163984,0.022577424,videos_toxicidade,0,final_toxicidade
video_11469,"SE O HOMEM DE 30 ANOS NÃO CASOU, NÃO CASA MAIS #relacionamento #namoro #casamentonapraia #casal #relacionamento #namoro #casamentonapraia #casal #masculino #macho#seduçao #machoalfa #redpilled #masculinidade #homemdevalor#redpillbrasil #namorosafado #conquistarmulheres #reconquistar #casamento#conquistarmulher #conquistarumamor #fabricioacunha #fabricioacunhamentor #machomacho#amor #cortespodcast #mulher #homem",0,1,"SE O HOMEM DE 30 ANOS NÃO CASOU, NÃO CASA MAIS #relacionamento #namoro #casamentonapraia #casal #relacionamento #namoro #casamentonapraia #casal #masculino #macho#seduçao #machoalfa #redpilled #masculinidade #homemdevalor#redpillbrasil #namorosafado #conquistarmulheres #reconquistar #casamento#conquistarmulher #conquistarumamor #fabricioacunha #fabricioacunhamentor #machomacho#amor #cortespodcast #mulher #homem",0.0075508766,0.10819244384765625,0.0074453913,0.0011491776,0.0021643746,0.0075508766,videos_toxicidade,1,final_toxicidade
video_11500,"Se o homem não for líder, vai ter divórcio 🗿 - Antiotario🔱 - Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/ImperioCombo",0,1,"Se o homem não for líder, vai ter divórcio 🗿 - Antiotario🔱 - Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/ImperioCombo",0.16245349,0.07489132881164551,0.16245349,0.014382465,0.033011556,0.033460364,videos_toxicidade,1,final_toxicidade
video_1157,"UM HOMEM QUE MORA SOZINHO NÃO ACEITA QUALQUER COISA #SHORTS #shorts #relacionamento #namoro #casamentonapraia #casal #masculino #macho#seduçao #machoalfa #redpilled #masculinidade #homemdevalor#redpillbrasil #namorosafado #conquistarmulheres #reconquistar #casamento#conquistarmulher #conquistarumamor #fabricioacunha #fabricioacunhamentor #machomacho#amor #cortespodcast #mulher #homem #shorts✅👉 SERVIÇOS E CURSOS: Acesse o link abaixo 👇👇👇https://bit.ly/fabriciomentor✅👉 APRENDA O MÉTODO DA OBSESSÃO FEMININA Acesse o link abaixo 👇👇👇https://curso1.fabricioacunha.com.br/✅👉RECONQUISTE A SUA EX DE VOLTAAcesse o link abaixo 👇👇👇https://exdevolta.fabricioacunha.com.br/✅E-BOOK GRÁTIS:  ""COMO SUPERAR UM TÉRMINO EM 8 PASSOS""👇👇👇https://fabricioacunha.com.br/superar-um-terminoVocê será um expert na paquera e sedução. Aprenda a conquistar mulheres em qualquer lugar.Seja um homem atraente e comece agora a conquistar qualquer tipo de mulher!Com essas dicas você pode seduzir qualquer mulher e disparar os gatilhos de atração nela!!Seja um homem de atitude e auto confiante!!#CONQUISTEQUALQUERMULHER#GATILHOS_DA_ATRAÇÃO#SEJA_ATRAENTE#HOMEMATRAENTE",0,0,"UM HOMEM QUE MORA SOZINHO NÃO ACEITA QUALQUER COISA #SHORTS #shorts #relacionamento #namoro #casamentonapraia #casal #masculino #macho#seduçao #machoalfa #redpilled #masculinidade #homemdevalor#redpillbrasil #namorosafado #conquistarmulheres #reconquistar #casamento#conquistarmulher #conquistarumamor #fabricioacunha #fabricioacunhamentor #machomacho#amor #cortespodcast #mulher #homem #shorts✅👉 SERVIÇOS E CURSOS: Acesse o link abaixo 👇👇👇https://bit.ly/fabriciomentor✅👉 APRENDA O MÉTODO DA OBSESSÃO FEMININA Acesse o link abaixo 👇👇👇https://curso1.fabricioacunha.com.br/✅👉RECONQUISTE A SUA EX DE VOLTAAcesse o link abaixo 👇👇👇https://exdevolta.fabricioacunha.com.br/✅E-BOOK GRÁTIS:  ""COMO SUPERAR UM TÉRMINO EM 8 PASSOS""👇👇👇https://fabricioacunha.com.br/superar-um-terminoVocê será um expert na paquera e sedução. Aprenda a conquistar mulheres em qualquer lugar.Seja um homem atraente e comece agora a conquistar qualquer tipo de mulher!Com essas dicas você pode seduzir qualquer mulher e disparar os gatilhos de atração nela!!Seja um homem de atitude e auto confiante!!#CONQUISTEQUALQUERMULHER#GATILHOS_DA_ATRAÇÃO#SEJA_ATRAENTE#HOMEMATRAENTE",0.029327808,0.0858910083770752,0.029327808,0.0074768066,0.008435511,0.014238917,videos_toxicidade,0,final_toxicidade
video_11581,O que fazer pra fugir das pessoas que pedem dinheiro emprestado? 📕 - AntiOtário 🔱 - Código Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/ComboManual,0,0,O que fazer pra fugir das pessoas que pedem dinheiro emprestado? 📕 - AntiOtário 🔱 - Código Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/ComboManual,0.081625134,0.07201576232910156,0.081625134,0.0059890747,0.010803374,0.019547975,videos_toxicidade,0,final_toxicidade
video_11632,Um homem tem que ter paz no relacionamento 📕 - AntiOtário 🔱 - Código Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/ComboManual,0,0,Um homem tem que ter paz no relacionamento 📕 - AntiOtário 🔱 - Código Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/ComboManual,0.059232414,0.06530976295471191,0.059232414,0.0049209595,0.007954539,0.012680908,videos_toxicidade,0,final_toxicidade
video_11652,Conviver com uma pessoa que te destrói todos os dias 🗿 - Antiotario🔱 - Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/ImperioCombo,0,0,Conviver com uma pessoa que te destrói todos os dias 🗿 - Antiotario🔱 - Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/ImperioCombo,0.25727063,0.03886771202087402,0.25727063,0.023076924,0.029917859,0.0638991,videos_toxicidade,0,final_toxicidade
video_11674,Marido pede pra eu colocar comida no prato dele. Acho o cúmulo sendo que ele sabe fazer. 1- Adquira o Antiotário 📕2- Domine as lições do nosso livro 3- Faça parte do nosso grupo privado.➡️ https://manualantiotario.com/,0,0,Marido pede pra eu colocar comida no prato dele. Acho o cúmulo sendo que ele sabe fazer. 1- Adquira o Antiotário 📕2- Domine as lições do nosso livro 3- Faça parte do nosso grupo privado.➡️ https://manualantiotario.com/,0.017089844,0.05294513702392578,0.017089844,0.001373291,0.0026083488,0.009241886,videos_toxicidade,0,final_toxicidade
