id_comentario_anonimizado,comentario,final_misoginia,final_toxicidade,texto_analise,score_perspective_max,latencia_api,detalhe_toxicity,detalhe_severe,detalhe_identity,detalhe_insult,tipo_origem,unified_label,original_label_column
comentario_2608796,Parabéns pela sua atitude...Um homem de alto valor não fica sem trabalho porque quer.As fazes da vida chega pra todos... não importa se é homem ou mulher.,0,0,Parabéns pela sua atitude...Um homem de alto valor não fica sem trabalho porque quer.As fazes da vida chega pra todos... não importa se é homem ou mulher.,0.02449606,0.09311628341674805,0.02449606,0.0008010864,0.0076215584,0.014238917,comentarios_toxicidade,0,final_toxicidade
comentario_2756954,"HOMENS, não se iludam com essas mulheres/feministas, narcisistas, tóxicas e abusivas atualmente, pois se você quiser ter sérios e graves problemas na sua vida, passar por situações idênticas e muito piores a que outros homens estão passando ou já passaram, se tornar refém, ter a sua vida transformada num caos, num calvário, num inferno, perder a sua paz, a sua sanidade mental, a sua tranquilidade, a sua qualidade de vida, sua saúde, suas forças, suas ótimas noites de sono, seu bem-estar, sua alegria de viver, seu sossego, a sua liberdade, seu dinheiro/patrimônio, sofrer falsas acusações e ainda poder ser preso. É muito fácil: seja mais um a cair no golpe do namoro firme, do ficar noivo, do morar juntos e do casamento. Não tem erro, a sua vida nunca mais será a mesma. Assim, além de sofrer horrores, você descobrirá pela dor o quanto ser um homem solteiro convicto é uma dádiva, é maravilhoso e é acima de tudo a suprema felicidade. A vida é feita de escolhas. Então, faça as suas!!! REDPILL AND MGTOW FOREVER.",1,1,"HOMENS, não se iludam com essas mulheres/feministas, narcisistas, tóxicas e abusivas atualmente, pois se você quiser ter sérios e graves problemas na sua vida, passar por situações idênticas e muito piores a que outros homens estão passando ou já passaram, se tornar refém, ter a sua vida transformada num caos, num calvário, num inferno, perder a sua paz, a sua sanidade mental, a sua tranquilidade, a sua qualidade de vida, sua saúde, suas forças, suas ótimas noites de sono, seu bem-estar, sua alegria de viver, seu sossego, a sua liberdade, seu dinheiro/patrimônio, sofrer falsas acusações e ainda poder ser preso. É muito fácil: seja mais um a cair no golpe do namoro firme, do ficar noivo, do morar juntos e do casamento. Não tem erro, a sua vida nunca mais será a mesma. Assim, além de sofrer horrores, você descobrirá pela dor o quanto ser um homem solteiro convicto é uma dádiva, é maravilhoso e é acima de tudo a suprema felicidade. A vida é feita de escolhas. Então, faça as suas!!! REDPILL AND MGTOW FOREVER.",0.44690517,0.08571982383728027,0.43475235,0.056527592,0.44690517,0.43158367,comentarios_toxicidade,1,final_toxicidade
comentario_2709199,"Enquanto isso, o Vilela do inteligência limitada quer chamar o bonzinho do Edu Guedes. AFF.",0,1,"Enquanto isso, o Vilela do inteligência limitada quer chamar o bonzinho do Edu Guedes. AFF.",0.47357693,0.1478269100189209,0.39021665,0.021419114,0.04177703,0.47357693,comentarios_toxicidade,1,final_toxicidade
comentario_1551226,Tá mas é daí q ela é cristã? Princípios morais existem dentro e fora das crenças.,0,0,Tá mas é daí q ela é cristã? Princípios morais existem dentro e fora das crenças.,0.053295042,0.09316372871398926,0.053295042,0.0020694733,0.044612918,0.018581128,comentarios_toxicidade,0,final_toxicidade
comentario_1351157,"Cheguei conhecer casais idosos quando era criança, segundo os relatos deles a sociedade formada por homens e mulheres eram outro nível, como a socidade está destruída! Lamentável!!!",0,0,"Cheguei conhecer casais idosos quando era criança, segundo os relatos deles a sociedade formada por homens e mulheres eram outro nível, como a socidade está destruída! Lamentável!!!",0.12260055,0.042679548263549805,0.12260055,0.0041770935,0.04435511,0.07301756,comentarios_toxicidade,0,final_toxicidade
comentario_2314280,A decepção do Padrinho no início do vídeo é a mesma que a minha... KKKKKKKKKKKKKKKKKKKKKKK,0,0,A decepção do Padrinho no início do vídeo é a mesma que a minha... KKKKKKKKKKKKKKKKKKKKKKK,0.085582085,0.13135004043579102,0.085582085,0.0017642975,0.004162259,0.03158728,comentarios_toxicidade,0,final_toxicidade
comentario_1002073,"Só não entendi o rapaz com uma taça de vinho na mão, com essa cara sarcástica",0,0,"Só não entendi o rapaz com uma taça de vinho na mão, com essa cara sarcástica",0.067380086,0.09413337707519531,0.067380086,0.0013256073,0.0035702933,0.03768798,comentarios_toxicidade,0,final_toxicidade
comentario_652229,Engole o choro. Assuma as consequências.,0,1,Engole o choro. Assuma as consequências.,0.09958932,0.0914914608001709,0.09958932,0.0016307831,0.0015076627,0.036325075,comentarios_toxicidade,1,final_toxicidade
comentario_34484,"cara, a mulherada de 17-18 aqui na escola tá tudo virada na pomba gira!😂 Elas tão distribuindo..vc nem chega elas que chegam...precisa correr atrás de Tia Neide não",1,1,"cara, a mulherada de 17-18 aqui na escola tá tudo virada na pomba gira!😂 Elas tão distribuindo..vc nem chega elas que chegam...precisa correr atrás de Tia Neide não",0.2540519,0.13576483726501465,0.2540519,0.01483436,0.18391247,0.16780703,comentarios_toxicidade,1,final_toxicidade
comentario_875802,"Ela foi internada, e foi comprovado que ela tem problemas mentais e toma até remédios controlado.Por que vcs estão tratando como se fosse uma falta de caráter  ???? 🤷🏾‍♂️🤷🏾‍♂️🤷🏾‍♂️🤷🏾‍♂️🤷🏾‍♂️🤷🏾‍♂️🤷🏾‍♂️🤷🏾‍♂️ Doença é uma questão de caráter  ?????? Vcs que sujam a imagem da redphill.",0,1,"Ela foi internada, e foi comprovado que ela tem problemas mentais e toma até remédios controlado.Por que vcs estão tratando como se fosse uma falta de caráter  ???? 🤷🏾‍♂️🤷🏾‍♂️🤷🏾‍♂️🤷🏾‍♂️🤷🏾‍♂️🤷🏾‍♂️🤷🏾‍♂️🤷🏾‍♂️ Doença é uma questão de caráter  ?????? Vcs que sujam a imagem da redphill.",0.36798462,0.09016609191894531,0.3260917,0.012833111,0.039714564,0.36798462,comentarios_toxicidade,1,final_toxicidade
comentario_139225,"Rsss! 😂😂😂 ""Você não falou que a gente é só amigo? Moço,  atende ela aqui por favor!""",0,0,"Rsss! 😂😂😂 ""Você não falou que a gente é só amigo? Moço,  atende ela aqui por favor!""",0.04785245,0.1067347526550293,0.04785245,0.0015354156,0.0035702933,0.023608726,comentarios_toxicidade,0,final_toxicidade
comentario_2074455,"Irmão, eu não entendo porque as pessoas acham chocante pessoas do mundo do entretenimento que estão num relacionamento, traírem. Esperam o que?? As pessoas desse meio tem acesso a tudo e todos. Quando se tem poder, se usa. Pode ser músico, digital influencer, youtuber, artista, atleta, já é de se esperar. Segundo ponto: no mundo não existe justiça e nem lógica, e pra você que acredita em Deus, Deus também não tem sentido nenhum. Ele faz um cara de 1,90, branco, olho azul, cabelo dourado liso, forte e ao mesmo tempo um cara deficiente feio e fala que os dois são iguais. Acostume-se que o mundo tem sua base como a lei da selva. Se todos os nossos suprimentos e recursos acabarem, nos tornaremos assassinos, estupradores, ladrões em questao de dias. E não se importem com a moral, ela nunca existiu. É apenas o próprio ser humano",0,1,"Irmão, eu não entendo porque as pessoas acham chocante pessoas do mundo do entretenimento que estão num relacionamento, traírem. Esperam o que?? As pessoas desse meio tem acesso a tudo e todos. Quando se tem poder, se usa. Pode ser músico, digital influencer, youtuber, artista, atleta, já é de se esperar. Segundo ponto: no mundo não existe justiça e nem lógica, e pra você que acredita em Deus, Deus também não tem sentido nenhum. Ele faz um cara de 1,90, branco, olho azul, cabelo dourado liso, forte e ao mesmo tempo um cara deficiente feio e fala que os dois são iguais. Acostume-se que o mundo tem sua base como a lei da selva. Se todos os nossos suprimentos e recursos acabarem, nos tornaremos assassinos, estupradores, ladrões em questao de dias. E não se importem com a moral, ela nunca existiu. É apenas o próprio ser humano",0.28674445,0.0821232795715332,0.28674445,0.018707745,0.23846684,0.16817254,comentarios_toxicidade,1,final_toxicidade
comentario_2988211,Parecem 02 idiotas olhando o prato pelo celular.,0,1,Parecem 02 idiotas olhando o prato pelo celular.,0.6051471,0.09251189231872559,0.54823303,0.023076924,0.020681098,0.6051471,comentarios_toxicidade,1,final_toxicidade
comentario_2104858,"Reparem que o ÚNICO que se da bem nessa história é o cara que não é casado, vai lá, come o abacaxi e vaza,os trouxas que são casado só se lascam.",0,1,"Reparem que o ÚNICO que se da bem nessa história é o cara que não é casado, vai lá, come o abacaxi e vaza,os trouxas que são casado só se lascam.",0.36365277,0.07708096504211426,0.3389984,0.023076924,0.17925262,0.36365277,comentarios_toxicidade,1,final_toxicidade
comentario_420575,"A roupa já define e anuncia que são marmitas, toda vez que aparece mulher com essa falta de pano.",1,1,"A roupa já define e anuncia que são marmitas, toda vez que aparece mulher com essa falta de pano.",0.004817235,0.03568410873413086,0.00014333164,3.5017729e-06,1.7993098e-05,0.004817235,comentarios_toxicidade,1,final_toxicidade
comentario_950371,"Nada a ver ,isso não é verdade ,quase todos os homens tá nem aí, quase todos estão assim no celular, nem tá nem aí pra mulher, nada a ver ..isso vai de caráter,",0,0,"Nada a ver ,isso não é verdade ,quase todos os homens tá nem aí, quase todos estão assim no celular, nem tá nem aí pra mulher, nada a ver ..isso vai de caráter,",0.05725329,0.05872058868408203,0.05725329,0.0016307831,0.028886627,0.02657372,comentarios_toxicidade,0,final_toxicidade
comentario_2990439,Ficar como segunda opção  na vida de alguém  é  terrível! Quem te deixa nessa situação  não  merece nem ser descartado!Olhar pra trás  é  coisas de pessoas fracas!Deus é  a minha melhor opção!❤❤❤❤,0,0,Ficar como segunda opção  na vida de alguém  é  terrível! Quem te deixa nessa situação  não  merece nem ser descartado!Olhar pra trás  é  coisas de pessoas fracas!Deus é  a minha melhor opção!❤❤❤❤,0.103494145,0.09592175483703613,0.103494145,0.0032997131,0.0091384705,0.06302499,comentarios_toxicidade,0,final_toxicidade
comentario_1493220,"Parabéns pelo canal! 1° Sem faculdade ,2°Sem CNH, 3°Sem veículo, 4°Sem residência própria, 5° dependente e tem dependente. #ESTOU FORA",0,1,"Parabéns pelo canal! 1° Sem faculdade ,2°Sem CNH, 3°Sem veículo, 4°Sem residência própria, 5° dependente e tem dependente. #ESTOU FORA",0.10870059,0.08170056343078613,0.10870059,0.00333786,0.0091384705,0.03412145,comentarios_toxicidade,1,final_toxicidade
comentario_2614648,"sim mano, pq mtas mulheres tbm foram violentadas ai procuram o prazer em mulher que tbm é bastante, ai vira uma bola de neve pq a dopamina sobe la em cima",1,1,"sim mano, pq mtas mulheres tbm foram violentadas ai procuram o prazer em mulher que tbm é bastante, ai vira uma bola de neve pq a dopamina sobe la em cima",0.47622904,0.10521888732910156,0.47622904,0.16960317,0.23618884,0.26957804,comentarios_toxicidade,1,final_toxicidade
comentario_1947980,"Concordo plenamente. Um casamento não é feito para Deus, cai inevitavelmente na balança do quero ser feliz a todo custo × não quero ter o trabalho de consertar o que está ruim juntos. É uma ingenuidade achar que o casamento vai ser uma eterna lua de mel.",0,0,"Concordo plenamente. Um casamento não é feito para Deus, cai inevitavelmente na balança do quero ser feliz a todo custo × não quero ter o trabalho de consertar o que está ruim juntos. É uma ingenuidade achar que o casamento vai ser uma eterna lua de mel.",0.05378982,0.10919666290283203,0.05378982,0.0011539459,0.014551271,0.023608726,comentarios_toxicidade,0,final_toxicidade
comentario_1630022,"@  só pq a lei no Brasil é falha que todas as mulheres são ruins? A culpa por acaso é de quem cria as leis ou das mulheres? Se tem homem ruim, tb vai ter mulher ruim que irá se aproveitar das leis, principalmente no Brasil. Isso ñ quer dizer que todas as acusações são falsas ou que ñ tem mulheres que precisam de leis para serem protegidas. Sabemos que essas leis nem ajudam realmente as mulheres que precisam, já que muitas são mortas e o assassino mal fica na cadeia.",0,0,"@  só pq a lei no Brasil é falha que todas as mulheres são ruins? A culpa por acaso é de quem cria as leis ou das mulheres? Se tem homem ruim, tb vai ter mulher ruim que irá se aproveitar das leis, principalmente no Brasil. Isso ñ quer dizer que todas as acusações são falsas ou que ñ tem mulheres que precisam de leis para serem protegidas. Sabemos que essas leis nem ajudam realmente as mulheres que precisam, já que muitas são mortas e o assassino mal fica na cadeia.",0.25462922,0.05029582977294922,0.25462922,0.009422302,0.22063516,0.16846494,comentarios_toxicidade,0,final_toxicidade
comentario_1330622,"É infelizmente existe esse tipo de aceitação, o mundo vai a cada dia ficando pior.",0,0,"É infelizmente existe esse tipo de aceitação, o mundo vai a cada dia ficando pior.",0.10566349,0.07300758361816406,0.10566349,0.0019836426,0.00880549,0.028942931,comentarios_toxicidade,0,final_toxicidade
comentario_1905828,"Quenha assumida , cobrou na lata😅😅",0,1,"Quenha assumida , cobrou na lata😅😅",0.36193377,0.08046913146972656,0.32971194,0.016641939,0.020279141,0.36193377,comentarios_toxicidade,1,final_toxicidade
comentario_64093,Job e trabalho em inglês. Kkkk só que hj em dia em puta kkkkk 😂kkkk ou parado na esquina esperando um otário 😂,1,1,Job e trabalho em inglês. Kkkk só que hj em dia em puta kkkkk 😂kkkk ou parado na esquina esperando um otário 😂,0.6289369,0.12421727180480957,0.6289369,0.35368225,0.094936445,0.5130944,comentarios_toxicidade,1,final_toxicidade
comentario_1600299,"""Nera"" esse jogador que namorava uma trans? Tá solteiro ou pulou a cerca?",0,1,"""Nera"" esse jogador que namorava uma trans? Tá solteiro ou pulou a cerca?",0.46028158,0.10683321952819824,0.40060925,0.02416241,0.46028158,0.39743927,comentarios_toxicidade,1,final_toxicidade
comentario_124366,Kokk .. minha amiga ? Kkkk ta bom eu acredito no papai noel .,0,0,Kokk .. minha amiga ? Kkkk ta bom eu acredito no papai noel .,0.11140333,0.08948540687561035,0.11140333,0.007286072,0.013546381,0.032468732,comentarios_toxicidade,0,final_toxicidade
comentario_2304333,"E isto é porque no casamento é o homem que ainda tem senso de responsabilidade, principalmente se tiver filho, pois é justamente o homem, cuja mente é racional, que consegue ter nocao real da seriedade e da dificuldade de prover. E é tambem o homem que tem de aguentar o tranco de abrir mao de usar sua renda para si mesmo. A donzela joga no modo facil e ainda é a rainha de reclamar. Agora, sobre o video em si: que conversinha mais mole e sem substancia, apenas falas baratas e shaming. É isto o que sobrou vindo de um cara que se acha homem de verdade e se acha mais fiel a Deus do que aqueles para quem fala?",1,1,"E isto é porque no casamento é o homem que ainda tem senso de responsabilidade, principalmente se tiver filho, pois é justamente o homem, cuja mente é racional, que consegue ter nocao real da seriedade e da dificuldade de prover. E é tambem o homem que tem de aguentar o tranco de abrir mao de usar sua renda para si mesmo. A donzela joga no modo facil e ainda é a rainha de reclamar. Agora, sobre o video em si: que conversinha mais mole e sem substancia, apenas falas baratas e shaming. É isto o que sobrou vindo de um cara que se acha homem de verdade e se acha mais fiel a Deus do que aqueles para quem fala?",0.2540519,0.08327913284301758,0.2540519,0.012130737,0.04048799,0.24835461,comentarios_toxicidade,1,final_toxicidade
comentario_1160569,nao importa o que o cara ta conseguindo fazer e sim se esta lutando ou parado,0,0,nao importa o que o cara ta conseguindo fazer e sim se esta lutando ou parado,0.05898502,0.07562875747680664,0.05898502,0.0025177002,0.0055496786,0.013820915,comentarios_toxicidade,0,final_toxicidade
comentario_2550273,Isso é vdd eu te admiro tbm eles amam ouvir eu te respeito acho q é a melhor coisa que um homem em sua masculinidade nata ama ouvir.,0,0,Isso é vdd eu te admiro tbm eles amam ouvir eu te respeito acho q é a melhor coisa que um homem em sua masculinidade nata ama ouvir.,0.042657252,0.08993744850158691,0.042657252,0.0019931793,0.018671319,0.01961243,comentarios_toxicidade,0,final_toxicidade
comentario_2185826,"Sei bem como é esse papo 😂😂😂 todas caem 👏🏻👏🏻👏🏻👏🏻, não que eu não tenha os planos e projetos , mas nunca iria entregar nas mãos dessas oportunistas. Apenas devemos deixar a entender que elas estão inclusas nos planos .",1,1,"Sei bem como é esse papo 😂😂😂 todas caem 👏🏻👏🏻👏🏻👏🏻, não que eu não tenha os planos e projetos , mas nunca iria entregar nas mãos dessas oportunistas. Apenas devemos deixar a entender que elas estão inclusas nos planos .",0.18364124,0.09180331230163574,0.18364124,0.0033950806,0.014953227,0.16809943,comentarios_toxicidade,1,final_toxicidade
comentario_1227448,desde de quando ficar junto o dia inteiro é um benefício para o cara?,0,0,desde de quando ficar junto o dia inteiro é um benefício para o cara?,0.026028076,0.0923311710357666,0.026028076,0.0008392334,0.0019886347,0.011730902,comentarios_toxicidade,0,final_toxicidade
comentario_710799,"Parabéns pela sintonia. Quem achar, achou. Ganhou na loteria. A Exceção só confirma a regra. A regra de que não vale a pena assumir uma mulher hoje em dia.",1,1,"Parabéns pela sintonia. Quem achar, achou. Ganhou na loteria. A Exceção só confirma a regra. A regra de que não vale a pena assumir uma mulher hoje em dia.",0.10956833,0.09680724143981934,0.10956833,0.0030136108,0.08004672,0.036214896,comentarios_toxicidade,1,final_toxicidade
comentario_2314212,pois ela se sente presa é so ele da a carta de alforia pra ela ..que cada um procurar alguem que estar a seu nivel,1,1,pois ela se sente presa é so ele da a carta de alforia pra ela ..que cada um procurar alguem que estar a seu nivel,0.0969861,0.07068490982055664,0.0969861,0.0026512146,0.005919657,0.030265106,comentarios_toxicidade,1,final_toxicidade
comentario_911603,O veneno escorreu no canto da boca!!! KkkJá vi vários amigos se ferrando desse jeito!!!,0,1,O veneno escorreu no canto da boca!!! KkkJá vi vários amigos se ferrando desse jeito!!!,0.4269174,0.0920407772064209,0.4269174,0.02449106,0.010803374,0.26196828,comentarios_toxicidade,1,final_toxicidade
comentario_834587,"O abjeto de estudo de um socialista é o capitalismo. Então não, n são áreas distintas",0,0,"O abjeto de estudo de um socialista é o capitalismo. Então não, n são áreas distintas",0.048842013,0.10303235054016113,0.048842013,0.0013542175,0.020882076,0.024640027,comentarios_toxicidade,0,final_toxicidade
comentario_2558219,Ele ta certo. Eu sou bi e to preferindo femboys. Esses são um amor de pessoa. Me tratam como Deus.,0,0,Ele ta certo. Eu sou bi e to preferindo femboys. Esses são um amor de pessoa. Me tratam como Deus.,0.112953395,0.0818934440612793,0.112953395,0.007095337,0.10221587,0.030485468,comentarios_toxicidade,0,final_toxicidade
comentario_2974321,"Tbm acho, pode ser um filtro sim...se inicialmente o cara ja aceitar dar dinheiro, com certeza ele não serve...pq vai acabar dando dinheiro pra qualquer pessoa que aparecer na vida dele...agora se o cara não der, ja vai ser um bom sinal...sinal que ele sabe o valor do dinheiro e esse dinheiro não é pra qualquer um...",0,0,"Tbm acho, pode ser um filtro sim...se inicialmente o cara ja aceitar dar dinheiro, com certeza ele não serve...pq vai acabar dando dinheiro pra qualquer pessoa que aparecer na vida dele...agora se o cara não der, ja vai ser um bom sinal...sinal que ele sabe o valor do dinheiro e esse dinheiro não é pra qualquer um...",0.03309893,0.07929778099060059,0.03309893,0.00072956085,0.0015446605,0.022899706,comentarios_toxicidade,0,final_toxicidade
comentario_2282703,Realmente! O pai dela tem que pedir desculpas por colocar essa bosta no mundo kkkk,0,1,Realmente! O pai dela tem que pedir desculpas por colocar essa bosta no mundo kkkk,0.4747285,0.10222697257995605,0.4574824,0.08595808,0.12208464,0.4747285,comentarios_toxicidade,1,final_toxicidade
comentario_2994848,"Para mim houve um reset. Algo relacionado ao ciclo solar, o que nos afeta 100%.Corona solar...",0,0,"Para mim houve um reset. Algo relacionado ao ciclo solar, o que nos afeta 100%.Corona solar...",0.009613037,0.10711455345153809,0.009613037,0.0005841255,0.001572409,0.008006879,comentarios_toxicidade,0,final_toxicidade
comentario_662960,Olha isso é verdade parabéns tem que divulgar isso mesmo❤ Maria Timon Maranhão,0,0,Olha isso é verdade parabéns tem que divulgar isso mesmo❤ Maria Timon Maranhão,0.0066958712,0.13338875770568848,0.0058432184,0.0005221367,0.0011746819,0.0066958712,comentarios_toxicidade,0,final_toxicidade
comentario_1243833,"Foi o que eu falei, vou empilhar tantas provas que só os malucos vão continuar teimando",0,0,"Foi o que eu falei, vou empilhar tantas provas que só os malucos vão continuar teimando",0.28312725,0.04349780082702637,0.28312725,0.007095337,0.012240025,0.26957804,comentarios_toxicidade,0,final_toxicidade
comentario_2244751,E quando o cara já comeu todas😅,1,0,E quando o cara já comeu todas😅,0.050078966,0.08254504203796387,0.050078966,0.0022888184,0.0019146391,0.015568925,comentarios_toxicidade,0,final_toxicidade
comentario_1174318,E ainda tem gente que acredita em Janja e Lula no poder... ah ah ah ah ah ah ah ah ah ah ... chupa .,0,1,E ainda tem gente que acredita em Janja e Lula no poder... ah ah ah ah ah ah ah ah ah ah ... chupa .,0.48627716,0.10537147521972656,0.4475325,0.23223771,0.10221587,0.48627716,comentarios_toxicidade,1,final_toxicidade
comentario_1099942,E as evangélicas da sua congregação?,0,0,E as evangélicas da sua congregação?,0.051068526,0.05841517448425293,0.051068526,0.0013828278,0.04512853,0.01648093,comentarios_toxicidade,0,final_toxicidade
comentario_1706755,Fechei o vídeo quando ela falou geração do fim do capitalismo KKKKKKKKKDEUS É MAIS,0,0,Fechei o vídeo quando ela falou geração do fim do capitalismo KKKKKKKKKDEUS É MAIS,0.1641865,0.08833742141723633,0.1641865,0.01159668,0.017967897,0.042665333,comentarios_toxicidade,0,final_toxicidade
comentario_3005457,"Se temos hoje uma mídia que cria caos em relacionamentos nas novelas, isso é perpetuado na nossa sociedade. Taí o BBB que o diga!",0,0,"Se temos hoje uma mídia que cria caos em relacionamentos nas novelas, isso é perpetuado na nossa sociedade. Taí o BBB que o diga!",0.045378547,0.13277411460876465,0.045378547,0.0010156631,0.005660672,0.029273475,comentarios_toxicidade,0,final_toxicidade
comentario_2243266,"Se caísse uA bomba atômica lá, não faria falta.",0,1,"Se caísse uA bomba atômica lá, não faria falta.",0.37458646,0.09533977508544922,0.37458646,0.16960317,0.06431354,0.07523532,comentarios_toxicidade,1,final_toxicidade
comentario_2974988,Esses são os miquenhias 😂😂😂 os que tem amor próprio são chamados de narcisistas por essas mulheres que gostam de se aparecer.,1,1,Esses são os miquenhias 😂😂😂 os que tem amor próprio são chamados de narcisistas por essas mulheres que gostam de se aparecer.,0.34392178,0.052115678787231445,0.3317266,0.018191293,0.25478655,0.34392178,comentarios_toxicidade,1,final_toxicidade
comentario_175955,"Valores, parabéns aos pais e Deus abencoe esse guri.",0,0,"Valores, parabéns aos pais e Deus abencoe esse guri.",0.010618322,0.1465284824371338,0.010618322,0.0006246567,0.0014429165,0.009488888,comentarios_toxicidade,0,final_toxicidade
comentario_540555,esse cara um picareta prega mas nao faz o que prega,0,1,esse cara um picareta prega mas nao faz o que prega,0.40189892,0.08513689041137695,0.39644176,0.018320406,0.039972372,0.40189892,comentarios_toxicidade,1,final_toxicidade
comentario_2554751,"  o kaká? Tu não fala nada né? Um cara bom, evangélico, lindo, família,  bom pai, bom marido e...mesmo assim tomou pé na bunda! Não é desse tipo que as mulheres clamam pra ter? Ou é o bandido tatuado?",1,1,"  o kaká? Tu não fala nada né? Um cara bom, evangélico, lindo, família,  bom pai, bom marido e...mesmo assim tomou pé na bunda! Não é desse tipo que as mulheres clamam pra ter? Ou é o bandido tatuado?",0.6667219,0.08527112007141113,0.6667219,0.35368225,0.2869935,0.5678696,comentarios_toxicidade,1,final_toxicidade
comentario_105691,A única parte ruim do vídeo é que ele acaba.,0,0,A única parte ruim do vídeo é que ele acaba.,0.19314334,0.0661623477935791,0.19314334,0.0041007996,0.005253696,0.03665562,comentarios_toxicidade,0,final_toxicidade
comentario_2053913,Relacionamento é feito de muitas micro coisas e poucas macro coisas.,0,0,Relacionamento é feito de muitas micro coisas e poucas macro coisas.,0.0052566123,0.08249664306640625,0.0017906638,0.00012516975,0.00040466405,0.0052566123,comentarios_toxicidade,0,final_toxicidade
