comentario,final_toxicidade
@  rapaz... Vc falou nada com nada... Tô começando a pensar que vc é do tipo que não gosta de fazer nada e quer tudo na mão... Vc gosta de fazer as pessoas à sua volta de trouxa,1
"😂😂😂😂😂😂😂😂😂😂😂 ""hobbits"" essa foi boa 😂😂",0
"Enquanto nós ( homens) pautarmos nossa vida apenas em mulheres , ficaremos na merda e o mundo estará na merda . Alguém tem que começar a mudança. Porq não os homens ...",0
"Pois é, meu caro! Parece que o youtube começou a me sabotar de novo. Vamos ver",0
Boaaaaa... Toma trouxaaaa... 😂😂😂😂,1
"O cara é bombado, é alto ( 1.96), tem dinheiro, carro bom, paga tudo pra ela e ainda assim, ela não está satisfeita com.ele?Esse mercado sexual tá mais insano do que eu imaginava.",1
Mais Hipocrisias das imputeradas 🤢🤢🤮💸💸💸💸💸💸💸💸💸💸,1
"O cara que se submete a isso já tá morto moralmente. 1 chutando pica de tabela do outro, cada um pegando um tikin de doença do outro, tá maluco!😮😂😂😂",1
Passar o dia inteiro jogando video game no meu pc...,0
Gostava muito dele mas qdo defendeu as vacinas de COVID experimental caiu no meu conceito,0
"estava conversando sobre isso com um amigo ontem, a gente iria descer no carnaval, e acabamos desistindo porque foi acontecendo uma série de imprevistos. E na conversa a gente foi concordando que enquanto a gente corre atrás de mulher elas estão curtindo a vida e você está deixando de viver a sua vida",0
"Ela não abriu igreja , se poupe da ignorância.",0
"E o casal la na frente, - amor esse carro ai atrás da gente - só esperar eles anunciarem o assalto 😂😂😂😂",0
"Não sabe ser esposa, só sabe ser amante, parabéns pra você  trocou o certo pelo duvidoso.",1
"  libertário aqui. Olha, esse é o maior problema que eu vejo: o pessoal encara o Marxismo como análise economica, mas é somente analise social.Luta de classes, teoria dialética, materialismo histórico são sólidos conceitos sociais.Já ""valor-trabalho"", por exemplo, é algo sabidamente incompleto e/ou equivocado para uma analise economica.Marxismo não funciona para explicar economia.",0
"Vamos lá. Mulher em internet não presta. 99% é  só prost. Pediu pix sai, mandou foto pelada sai, perguntou quanto ganha sai. É  fácil Por isso os homens tão assim, olha o nível ridículo das mulheres",1
"Canseira viu, jogos, jogos, jogos",0
Os sapos casadin e namoradin morrem de medo de serem chifrados  levar chute no rabo e sal nas costas! 🤘🏾😂😂 #MGTOW,1
"Essa daí sabe oque é uma mulher de valor, muitas se diz mulher de alto valor mas não sabe nem oque é ser uma.",0
"Eu, eu sou o Senhor, e além de mim não há Salvador. ✨Isaías 43:11",0
Não só por isso por medo de levar processo de assédio pronto falei,0
Mulher com filho…. Nem de graça,1
"Pior que é real essas histórias do Da Vinci, passava a pimenta nos pupilos, Salai e Melzi tinham menos 14 anos quando foram viver com ele, teve até que ir embora da cidade depois de ser acusado de sodomia e envolvimento com prostitutos.",1
"Deus as abençoe, mas que ela nunca esqueça que isso tem a mão divina e o esforço da família.",0
Ei Copini estou aqui!é manos eu não sabia que isso tinha acontecido até eu chegar no trabalho e descobri que agora temos uma tarefa a mais no caso a separação de uma steio sendo dai perguntei pq que ela voltou? me disseram que a friozem do rio grande do sul estava de baixo d agua.,0
"Tolinhos são os homens que acham que os seus ""grandes amigos"" não dão em cima ou oferecem ombro amigo nas discussões e términos mas tolinhas ainda são às manas que acham que são às especiais entre às mulheres e às únicas honestas esquecendo que é benéfico para homens atribuírem esse comportamento desleal apenas às mulheres e não a seres humanos desonestos incluindo homens que sempre fomentaram essa guerrinha entre às mulheres.",1
Boi é bicho valente principalmente se tiver chifres.,0
Renatão se acaba de rir com feno Grego kkkkkk. 😂😂😂,0
e com essa carência de quem tá transando de costas?,1
"Uma vez uma colega veio me perguntar pq todo homem não presta , eu simplesmente respondi que homem que é homem presta sim, quem não presta são os mlks que ela arruma",1
"homens entendam, pra um homem com condicionamento fisico o trabakho domestico parece mais leve etc mas pra mulher nao é cara, raciocina cara, se tem filhos a coisa piora, elas n tem tanto testo ou condicionamento q tu tem.e jamais desmereça ou faça pouco do papel da mulher. ja vi cara falar como se fosse facil ou mais facil etc mas n é, n existe só cansaço fisico, tb cansaço mental meu fi e o mental tb é ruim igual, os filhos por ex podem dar um cansaço mental q...ajude e como recompensa ela estara de melhor humor",0
"Mas também muitos homens estão procurando mulheres perfeitas, velhos procurando novinhas,  acho que a culpa é de todos",0
"Pior que é exatamente assim q muitas vivem ostentando no Instagram. É nítido que tem algum ricaço por trás bancando tudo. Mulheres bonitas já nascem com a vida ganha, se não tiver caráter então... Surfam no dinheiro igual tio patinhas",1
"Desde que o mundo é mundo. Se não fosse assim. As brasileiras não o fariam. Roupas lindas, coladas, mulheres sensuais, cheirosas, plásticas e ponto. Como é vista as mulheres parisienses, fedidas, não tomam banho. Sempre foi isso. Anita a pouco tempo. Homens que aqui postaram. Falam mal aqui no poste. Mãos na rua fica admirando. Qual o mi mi mi de vcs...",1
Muitos filhos que merecem creio mais. . .,0
sabe o que não ta dando um show? essa tua sobrancelha,1
Imagina uma MERDA dessa dando cria!!!!,1
"@  O DESENVOLVIMENTO PESSOAL  SEM DÚVIDA É  IMPORTANTISSÍMO.  UMA COISA NÃO NEGA A OUTRA.  É MUITO TRISTE VER UMA PESSOA BEM SUCEDIDA, MAS FRUSTADA  AFETIVAMENTE. TEMOS QUE CRER E LUTAR PELOS VALORES REAIS  DESSA VIDA.  E  NADA  DEVE  NOS FRUSTAR   QUANDO TEMOS A CONSCIÊNCIA  DE QUE FOMOS DIGNOS.  SE ALGÚÉM ERROU CONOSCO, O PREJUIZO É DELE(A)....",0
"Essas frases de supervalorização só são faladas por pessoas que estão percebendo que a coisas tá indo pro buraco, mas querem de todo jeito se enganar. É possível lutar pelo casamento, mas esse não é o jeito.E,. discordando do dono do vídeo, casamento até que morte os separe ainda existe sim, só que a maioria começa errado e, mesmo percebendo isso, não se esforça pra mudar, pra melhorar. Então, essa conversa é pra gente grande de verdade, gente madura, que sabe que precisa melhorar para e pelo outro e não nem nunca apenas para si.",0
"Sou autista,e a minha esposa fez isso comigo várias vezes,mas sempre a perdoei,estamos casados 40 anos, agora ela tá boazinha. Só ter paciência!😂😂😂😂",0
"Aquele velho papo de vender o estilo de vida com palestras e cursos, para sustentar o próprio estilo de vida.O cristão humilde, que olha os pobres com caridade e realmente eleva sua espiritualidade ao invés da materialidade não condiz com o perfil de 99% desta galera.",1
@ -i5v esse é seu argumento uau🤣🤣🤣🤣🤣🤣,0
"Ficar é coisa de adolescente, tô fora!",0
Seu comentário foi sensacional... Parabéns.,0
"@ japones reclama muito dos mais jovens tb? Imagino que sim, são bem tradicionais. Ta morando em qual cidade? Eu fui de férias lá em 2019 e amei, mas imagino que pra morar a experiência seja outra.",0
Calma aí né…Político não fala da família do outro por que tem caráter…e sim porque sabe que todo o dinheiro sujo está no nome dos familiares.,1
"@ -et8so ele não combina, só pede permissão antes de gravar kkkkkk",0
"Puta mano não sei se tenho dó ou ódio desse sujeito , vira homen porra ...",1
Muita mulher inocente da onde ela tirou essa besteira ... 3las sabem exatamente q os cara querem comer elas de novo mas deixa perto de propósito,1
Também não gosto de muita maquiagem,0
é fácil de resolver é  só ela voltar para o onlytrouxas e ela mesma estudar sobre investimentos. Uma outra coisa importante que aprendi que ela também deveria é nunca confiar em NINGUEM principalmente em parentes que são as pessoas mais falsas que tem,1
Isso é bom demais kkkkkkQue venham mais vídeos deste.,0
📕 - AntiOtário 🔱 - Código Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/ComboManual,0
"  veis , as veis os pais dao tudo o q pede",0
"  sem falar que as mulheres quando conhecem o cara a primeira coisa que ela quer saber é se o imóvel é alugado ou não, falo por experiência própria, quando conheço uma mina e falo que moro no meu AP meu Deus do céu a conversa muda na hora!",1
Amém Jesus Cristo abençoe sempre vcs linda de mais ❤❤🎉,0
Mais uma mal amada e mal comida..É sempre o mesmo papo de quem tem mais horas de cama do que urubu tem de vôo. Mano tu é guerreiro pra ouvir essas lorotas🤮. Mas é bom pra gente saber que essas não são pra relacionamentos!,1
Não muito obrigado e só vou deixa pras vagabundas que gostam mesmo,1
"Pessoa de direita sempre se sentirá no ""dever"" de cutucar quem é de esquerda, é muita doença, tem jeito não!",1
"@  realmente tem muitos como vc disse, mas não me encaixo nessas características. Acho q tem que haver reciprocidade em ônus e bônus (sabendo que o homem acaba fazendo mais, como cavalheirismo). Pagar pra ter uma mulher do lado, tô fora, amor é ajudar o namorado/marido...",0
Porque são tapadas e se acham melhores do que todo mundo!!!,1
"Falo a absoluta verdade O a gente se valora e cria um amor próprio,  o nois sofriremos a vida toda .Mantenha a fé,  que o gran amor da sua vida, ainda está para chegar❤",0
Casadas que querem todos os direitos mas querem ter vida de solteira e privada viva a hipocrisia,1
"Pode acontecer isso ai sim, com muitas mais possibilidades se o convidado não fazer tudo o que ela quer ou não fazer feliz a dama porque o tamanho não é G -GG .",0
"Pavapato: o estado não pode controlar as pessoas, porque isso dá um poder ilegítimo pro estadoSelva: então a mulher pode controlar o próprio corpoPavapato: o estado, vem aqui por favor que eu não tô gostando dessas atitudes",1
exatamente que desprezo por essa mulher que joga a filha no meio dessa situação pra tentar safar as sua escolha de trair,1
Conheço várias mulheres a minha volta que fizeram isso depois de família consolidada e marido bom. Estão na pista e são mais p#tas que muita novinhas modernetes,1
Que nojo..quanto mais eu vejo ais nojo eu pego ..depois vem pra rua chamar de assediador ou de homem pobre...não tem homem empresário pra todas,1
Eu tenho uma casa e dois apartamentos e tenho que vender pra dividir ainda tenho que pagar pensão,0
Que ponha Deus no seu caminho pessoa que  te  respeito e realmente te ame e te uma família amigo amé vc mesmo,0
Ué? Mas rlas não querem que os caras paguem o salão e mandem pix? Como o vagabundo vai bancar elas? Não entendi. Cambada de cabeças ocas.,1
"No final ele perduou ela, e foram viver feliz para mais chifres 😂😂🤣",1
Cabou o dinheiro a mina some😂😂😂😂,1
"Antigamente era assim e as pessoas desse tempo tem educação excelente sabem como entrar e sair de um ambiente e não tinha essa de não pode chamar a atenção dos filhos,o que estraga a educação dos jovens de hoje além da liberdade extrema, é essa lei absurda que você não pôde nem dar um tapa se o filho te ofender ou desobedecer.Mas se eles aprontarem o culpado é você e quem vai sofrer São os  pais e filhos,a lei não ajuda a educar só prejudica infelizmente...😢😢😢😢",1
"A Feminista, peço desculpas, mas não sei o nome dela, pontuou algo muitíssimo verdadeiro: não se consegue clivar quem é a persona Silas do celibatário involuntário. Ir à praia de terno não é razoável, nem mesmo à saúde. Inconscientemente, Silas criou um personagem e se perdeu nele.",1
eu.fiquei com meu esposo att falecer março agora fez 6 anos.ele n era rico mas nossa uniào for por DEUS.E NÃO POR INTERESSE.,0
Traíra não é vencedor é um bobalhão derrotado.,1
Enfim alguém falando a verdade,0
"Verdade amigo, até porque são 50 homens para cada 10 mulheres no brasil são 50 bilhonarios para cada 10 mulheres bem sucedida ok",1
"Quem mora na roça e produz o seu próprio alimento, tem outra vida!",0
"Macaco velho não põe a mão na cumbuca, não pula em galho seco e não entra em arapuca!!!!! Eu estou assim!!!😂😂😂😂",0
Aluga sua casa e vai morar de aluguel,0
Homens solteiros e outro nível e patamar de vida. Essa dai provavelmente morrerá solteira mesmo. Afinal quem disse que isso é problema meu PETER PARKER,1
"Com Certeza temos PAZ. (O mais importante);Fui casado(fui lesado por 8 anos), a 05 estou solteiro. Simplesmente, quintupliquei meus bens.Simples assim.Apenas essa Vantagens já seria o suficiente!!!AVANTE...",0
"O Renan só fala merda, cara. Ele até tem um conteúdo legal, fala das leis e etc, mas o cara é todo arrogante, cheio de caras e bocas. É aquela coisa, pegar o que é bom do conteúdo dele, e o resto ignorar.",1
"O Ricky veio de favela e é um rapaz simples, ele vai melhorar a comunicação com o tempo não precisa tacar hate...",0
Infelizmente nossa justiça a maioria e composta por bandidos,1
"@  Bem que vc fez, essas CUlheres de hoje nem ajuda merecem",1
@  Eu achava que você fosse  pouco mais inteligente. Escrita é uma forma de expressão verbal. Agora entendo porque concorda com ela é falta de qi.,1
"Esse cara deveria estar doente quando se relacionou isso, pqp, olha a voz do demônio! Coisa ridícula! Que Deus abençoe esse guerreiro.",1
"Que conforto! Um Super Nintendo, um Beat 'em up e uma bebida",0
"*Salve Padrinho, salve confrades.**Negar isso seria como negar que o céu é azul. Contra fatos não há argumentos.*",0
Que um Cavaleiro Branco seja o Salvador dessa Balzaca em fim de carreira.,1
"Enquanto isso...o cara trabalhador e honesto,levando chifre. Depois descobri e o pior pode acontecer.",0
O Alexandre tá sofrendo porém se td isso for verdade tenho dó da Ana o retorno só Deus pra ter misericórdia 😢mas oro por eles,0
É assim que eles gostam. Que rasguem o dinheiro deles.,1
Tive uma patroa em Portugal que falava que quando começaram a falar de marido e emptegada ela saia de perto para não ter que dizer nada ja que eu era otima baba e o marido dela era ótimo. Fui muito feliz la.,0
"Entrega o teu caminho ao Senhor, confia nele, e Ele tudo fará” é do Salmo 37:5: DEUS PS ABENÇOE!❤❤❤",0
"""A cada 10 mulheres aqui no Brasil, 8 são bonitas""Acho que ele errou, deve ser o contrário.",0
E pq tem filhas que não concordam com esse pensamento do pai msm o pai ter criado desde pequena ensinando os valores de uma mulher? Será que é por causa de influência da internet? Amizades ou sla?,0
"NÃO FIQUEM COM HOMENS RODADOS!!Nunca dá certo, eles vivem em busca de ""novidades"".",0
"Meu pai um dia me disse nunca coloque um anel de brilhante em uma mão lisa, e cuidado com o sorriso das feras.",0
Eu ja faço isso a uns 8 anos mais ou menos...só não sou de ficar postando nada...é a melhor coisa do mundo a paz q eu tenho..so Deus sabe🙏🙏🫡🫡,0
Eu duvido se algum homem bai querer,0
"As novinhas já estâo no Rivotril,a isanidade ñ para ppr ai,kkkkkkkk🗿🗿🗿💊💊💊",1
sabedoria do don :  uma colher com um enzo pode roubar mais do que um homem armado !!,1
Uma mulher que entendeu o universo masculino😮,0
Ter mulher e assinar falência e atestado de óbito,1
"Faça o seguinte; quando chamar uma ""mulher"" pra sair, fale a ela que vc não é o pai delas e que você vai pagar apenas a sua parte! Assim ela irá levar a parte dela, vocês almoçam, conversam, cada um paga o seu e no fim cada um vai pra sua casa. Ponto! Não tem segredo, é só falar antes de convidar, espero ter ajudado.",0
"Mas se é um homem que fala essas coisas, é massacrado... muitas vezes até pelos próprios homens.",0
O Claytim procurando o motoca até hoje pra arrebentar a cara dele ....😌,1
kkk se der 360º volta pro mesmo lugar pow kkkkk,0
"Isso é mentira desse barbudinho, quero perguntar outros senhores aqui nos comentários, quem de vocês já receberam nudes sem pedir de uma aleatória na internet? Isso só acontece com feios tipo o Neymar mas tem grana e fama ou para os Chads. Esse barbudo aí não é nem um nem outro, só mentira pra polemizar ele podcast.",1
Não ofenda as éguas. Os animais são dignos. Bem diferente desses lixos humanos.,1
"Teve que aumentar o ISO p/ clarear um pouco no vídeo noturno né Copini?! granulou um pouco o fundo; mas não leve esse comentário como crítica irmão, jamais, acompanho desde a Alpha Life quando vc nem aparecia; e sabemos que a qualidade dos seus vídeos são de alto nível, inclusive esse, com um cenário insano tb. Esse tema é muito interessante, assim como os outros; mas esse em específico falou comigo pq eu faço ilustração e história em quadrinhos de temas cotidianos e pessoas comuns com propósitos distintos; desde um adolescente atrás de coisas que só atrasam a vida, até uma senhora que precisa de seus medicamentos, enfim; sei que história em quadrinhos em tempos de ""arte de IA"" é algo improvável hoje em dia, mas pra mim o que me faz continuar é poder ""flertar com o extraordinário"" pq pra mim, viver de uma arte quase esquecida é algo extraordinário, e cada vez que vendo meu material confirma a ideia de que é possível; eu já vendi o suficiente pra mergulhar de cabeça e ficar obcecado nessa fase, estudando desenho, roteiro, cinema, fotografia e pondo referências nas minha HQ""s, e de maneira independente tenho vendido bem, fazendo minha cara na cidade onde moro, conquistando leitores e leitoras que têm acompanhado meu trabalho, e isso é sensacional cara, um por um, na guerrilha; mas saber que a cada lançamento de episódio tem alguém já querendo é incrível; abordo temas cotidianos, personagens que não voam e nem lançam raios dos olhos, mas pessoas comuns que no decorrer da história instiga o leitor a refletir sobre questões que a maioria vivencia nos dias de hoje. Lancei uma serie e até o momento é uma trilogia; e o final do terceiro episódio é basicamente uma pessoa perguntando pra outra...""Mas o que te atrai nele? o moicano?!"" e a outra personagem da uma gargalhada e diz...""Não, o poder!""...nesse momento estou procurando fechar a trama do quarto episódio, buscando inspirações, referências, etc...esse tipo de conteúdo ajuda um tanto.E vc que leu esse texto imenso até aqui, deixo uma singela mensagem...por mais improvável que seja o propósito que vc acredita aos olhos dos outros, não dê ouvidos às críticas, faça o melhor que pode, procure evoluir durante o trajeto, se existir uma fagulha de esperança prossiga, pode ser que um dia dê certo, pode ser que já tenha dado e só vc que não percebeu ainda, mas se não der, tá tudo bem, até pq a caminhada já é fascinante quando se faz algo de coração! Coisas assim aprendemos nesse canal, e se vc está aqui já entendeu isso.  Valeu Copini, sempre por aqui, um abraço.",0
Bule bulé ole oleBilobe bilobe bolé bolé Aihlubule bolé Alalalaialililali bulbuleeee,0
"Acho que esse cara vive em outro planeta pra dizer isso ou então é algum Caio Castro, elas tão é se achando demais com a hipergamia na estratosfera",1
Ela disse que o Kaká não atacava mais kkkkkkk,0
"PERFEITO"" EXCELENTE"" UM VERDADEIRO"" PAI E GUERREIRO""",0
"Que cara de pau, isso é pedófila",1
"Esse tal(Cariani) é o da ""cocaína""?",0
"Errar é  de todos, reconhecer o erro é dos fortes, perdoar é dos melhores",0
"É falta de vergonha sim, mas psicológicamente é por isso, ta carente de validação",1
Será sim 😂😂😂Dezenas de milhões!Que jumento kk,1
"Corrige a fala!!! Minhas inimigas me criticam muito... Invejosas por vc ter um marido maravilhoso, provedor...vc não trabalha fora, trabalha dentro e ainda faz curso...viva sua vida e não ouve as inimigas...e abre seus olhos com elas tbm",1
"Você será o próximo, não chore",0
"Esse Daniel é um mentiroso, daqueles crentes que em tudo vé conspiração",1
"O cara tem medo de se molhar e vai pra chuva,   aí não tem jeito q uma hora ele vai se molhar",0
"Nem deus agradou ao homem, imagine agradar a mulher?",1
"""Onde eu fui amarrar meu bode?""",0
"  isso o que ele disse sim, tu só quer problematizar a parada porque faz parte desse grupinho que ama emascular os homens.",1
"Sou de uma geração que não acompanha influenciadores  e artistas muito menos esses 💩 de reality shows, mas essa daí é meio doida fora da casinha, que é essa doida aí kkkk😅😅😅😅😅",1
"Em fim, essa sociedade de merda está indo pra bosta. Graças a Deus 🙏 Chega!",1
Finalmente uma mulher que me entende! Prefiro uma mulher que me respeita do que uma que me ama.,0
"Surreal bróder, mas essas pessoas que ganham muito dinheiro de maneira repentina acabam não tendo estrutura psicológica e emocional pra fazer bom uso do patrimônio.",0
"Espero em Deus que esse povo vai acordar, o glória.👍👍👍🌹🌹👍👍👍🌹",0
mulher ele não e teu marido pra pagar tudo pra você você não tá querendo conhecer um bom homem você que um caixa eletrônico homem tão ficando esperto ainda bem,1
"@  meu marido me traiu eu estava com bebê de 15 dias peguei minhas coisas e foi embora, assassinar alguém é muito pior que trai  mu alguém muito pior não tem comparação  sim só Deus pode julgar então você não deve julgar alguém pq traiu.",0
"Nãnananananaão é possível, desprovida de bom senso e inteligência 😂😂😂😂😂😂😂",1
"é igual sair num dia chuvoso, só de guarda-chuva e com CAPA DE PROTEÇÂO e lógico, com todo cuidado para não se molhar ou se sujar no trajeto.",0
"   concordo com vc, o problema é que muitas mulheres querem impor esse gasto na conta dos homens e isso eu não acho justo, como muitos não acham.",0
Por curiosidade? Porque você nunca namorou?,0
Só ele separar... A gente não pode conviver com loucos... Sem educação e vsem respeito como está mulher,1
"Tbm acho, pode ser um filtro sim...se inicialmente o cara ja aceitar dar dinheiro, com certeza ele não serve...pq vai acabar dando dinheiro pra qualquer pessoa que aparecer na vida dele...agora se o cara não der, ja vai ser um bom sinal...sinal que ele sabe o valor do dinheiro e esse dinheiro não é pra qualquer um...",0
"Previsível, como sempre achei: pode apertar o torniquete, que sempre vazará. Não adianta.",0
"Concordo plenamente Don Sandro, as atuais mulheres são extremamente perigosas, todo cuidado é pouco . Quanto aos feministos, o lugar deles na história é ó limbo !",1
500 reais da.pra fazer um monte de curriculo e pagar a condução pra ir e voltar pra casa quando for atras de emprego,0
Respondeu perfeitamente esse homem é um louco sete filhos cada um com um pai diferente meu irmão corre como o diabo foge de YAUH e YAUSHA MASHIACH,1
Esse vitimismo das feministas e que me  deixa cheio de ódio,1
"Eles nunca defenderam ciência alguma, só defendem panfletagem barata.",1
"Nada, cuida da tua vida pivete",1
Vai lá seus otários!Casa com mulher moderna que vcs vão se dar bem!,1
@  vc SÓ acusa aquilo que pode fazer. Conheço o seu tipo,1
Golpe aí da evidente. Se o cara cai nele e muito tapado.,1
E ajudar o ajudante a ser pedreiro… casei com um ajudante e de tanto falar na cabeça dele hoje ele é pedreiro e eletricista.,0
Deixa ele ficar na ilusão da black pill man,0
Nao Foi não. Ela tá mais que certa.,0
"A vida é feita de escolhas. E ambos fizeram suas escolhas. E, concordo plenamente com vc, Ricado. Não tem santo nessa história. Ambos erraram. E fica aqui o aprendizado.",0
O nosso mínimo depende do mínimo delas... Coisa mais óbvia...,0
No fundo vc sabe o quão superficial e infantil vc é.,1
Cara que pega mulher casada tem que ter consciência que um dia a conta pode chegar e tenho até o valor e os valores são 38.  380  ponto 40 ou outros calibres então tomem cuidado,1
A queda está prevista para depois de 2030,0
"Poucos raros, por isso não  procede",0
Blogueira preferida et meu ovo,1
Hoje em dia inventaram um monte de nomes diferentes para prostituta.,0
Nenhum nem outro.Neymar n agrega em nada.E ela a mesma coisa.🤷🏻‍♂️,1
Deus abençoe esse homem e sua família 🙏🏽 educação é algo que vem de berço 🎉,0
"Esses trinta dias é pouco, mas são esses dias que vai definir mudanca em sua vida.",0
"É isso mesmo, assisto aquele canal História de divórcio,  e na maioria dos casos, são mulheres incríveis,  trabalham dentro e fora de casa, fazem de tudo pelo seu casamento e os trouxa ao invés de valorizar,  acabam com a autoestima da mulher, por vezes até com violência.  No fim ficam sem essa mulher e ela sai da relação destruída,  e precisando de força pra vencer!😢",1
"@  sou ateu não. 😂. Acredito em Deus. Agora que a Terra tem 6000 anos, que a Bíblia está sempre certa (e não uma alegoria) e que o Universo foi feito pronto, e o pior, esse jeito do Eberlin de debater ofendendo o interlocutor não vai converter ninguém. Inclusive acho que presta um desserviço, pois estimula o materialismo, o que no meu modo de ver é o verdadeiro perigo desse fanatismo dele.",1
😂kkkkk 😅kkkkk kkkkk Tudo mentira?,0
"sabe o que é engraçado? É que eu vejo sinceridade no pensamento de muita deusa rara como essa daí. Elas realmente parece que não fazem a menor ideia do porque do ghosting. Eu achava que era tão óbvio que elas se faziam de desentendidas, mas não, parece que elas realmente ficam pensando que é por algum motivo muitoooo especial quando na verdade é algo tão simples quanto: ""já desbeicei essa, próxima!!!"". Tipo, isso é tão claro como água cristalina pra nós e elas não conseguem nem imaginar, eu te juro que eu achava que no fundo elas sabiam. Talvez saibam né, no fundo talvez saibam, mas ficam usando essas coisas pra tentar amenizar a consciência de si mesmas e umas das outras",1
"@  quem disse que Kaka foi forte? Pelo contrário, dentro do relacionamento ele era submisso.",1
".. Muita sabedoria, só tendo Espírito Santo ... para conseguir assimilar tanta Informação de Qualidade ...",0
