comentario,final_toxicidade
"Parabéns para a "" justiça brasileira "". Vcs são chacota no Brasil. Pior justiça do mundo. Temos leis para serem seguidas, mais no final quem manda em tudo é delegado, Juiz e promotor, ele julgam dão a sentença, sem importar a lei q foi quebrada.",1
O melhor conselho pra quem passa por isso é: Fique sozinho.,0
@  100% … as pessoas esquecem que tudo tem jeito,0
As pessoas perderam a noção meu Deus...,0
"Rapaz eu acho esse idéia de fim dos tempos muito vaga, tendo em vista que catástrofes aconteceram desde a existência humana e muita delas são fruto da natureza amoral. O fato de tu não ter vivido períodos onde ocorreram catástrofes e tragédias vindas da mão do homem, te faz ter um noção distorcida das coisas. Talvez se tu fosse um vampiro não estaria aqui afirmando algo que ninguém tem controle",0
"sim mano, pq mtas mulheres tbm foram violentadas ai procuram o prazer em mulher que tbm é bastante, ai vira uma bola de neve pq a dopamina sobe la em cima",1
Com certeza essa vai brigar com vários,1
"A hipocrisia feminina, como sempre, é muito fácil de se demonstrar. Basta apenas que um homem fizesse algo parecido em relação às despesas de casa e dizer:""Não sou teu pai."" A chuva de ódio feminino em relação ao sujeito seria simplesmente INTERMINÁVEL. Obrigado pelos bons conselhos de sempre, Padrinho.",1
Nojenta essa mulher perdeu totalmente o carater como uma pessoa tem coraven de faser um video falando uma merda dessa deus e mais,1
Aqui em casa é assim não trago amigas e nem meu marido traz amigos dele.nossa casa é nossa privacidade e não a casa da mãe Joana 😂😂.e Também não falo do meu casamento para ninguém nem para parentes próximo tudo oq eu preciso resolver é com meu marido não precisa ninguém saber,0
"Quando é mulher estorquindo não é crime, vai entender 🤦🏻",1
"Não, Don Sandro, eu sou faixa preta de Jiu-jitsu e Red Pill, não generalize, gosto muito dos seus conteúdos e sei que o feminismo está nos prejudicando, grande abraço, continue com o canal para alertar o máximo possível de homens a não serem feitos de bobos pelas dignissimas",1
Ser deus feis porquer cabe kkkk,0
TEM MULHERES SAINDO COM 10 AO MESMO TEMPO CORRAM PARA AS COLINAS!,1
"Valores são relativos, as vezes a mulher que selecionou o cara não vale nada. Afins se atraem.",0
"A mulher casou com um marombadão , achando que ia meter todo dia..😂😂",1
Ela parece a Julia Roberts. Hoje.,0
So fala mal de homens Das mulheres atua ela nao fala Homem não quer namora Casa porque quase não temMulher de valor mas só falá dos homem,1
Esses RedPill parece que acabaram de nascer. PORRA. Essa é a realidade do mundo. Aceita que doi menos,1
"  Ué como eu disse, já dei aula de reforço para Debora acima, e também conheço os filhos dos meus primos, eles são de boaça,  se você tornar algo interessante eles querem.Tenho vários ""testes empíricos"" sobre isso. Celular não é impedimento, pois antes dessa geração existia, tv, console de computador e namorico de rua e o vício era o mesmo. Inclusive se sua sobrinha ainda for muito nova, recomendo usar algum app de controle de idade para bloquear o acesso dela a determinados conteúdos, mas vou logo dizendo isso não é solução a longo prazo e vai dar dor de cabeça a curto, mas é efetivo a médio.",0
"Se ela não consegue sair por dependência emocional, ela precisa de um psicólogo e não de intervenção estatal !",0
Ele não  chorou e sinal que  nunca mais  volta pra ela,0
Enquanto todos homens são um possível abusador  ! Esta aí faz todas mulheres canalhas  ! Só não ver quem eguinora.,1
Aí esse maluco acertou... agora sim🎉,0
"Concordo plenamente com ela, não foi um erro, foi uma escolha. Cuidado guerreiros, caráter não é pra muitas.",1
"Ela nem vergonha tem. Não vale humilhação por nada, muito menos por dinheiro.",1
"Mais claro que essa mensagem impossível, e p fechar com excelência, trecho do clube da luta , forte abraço Thomé , somos nós por nós mesmo!",0
Ninguém mandou criar na mamata fazer oq,0
"A red nunca falha, a casa da dignissima em péssimas condições e falando que não quer homem liso daqui a pouco acaba o gás dela 😂😂 e vem pedir pix.",1
"@  Salvador é diferente do Resto do Nordeste.. Até o interior da Bahia vc consegue enxergar isso. Mas não quer dizer que o racismo seja diferente..  Os lugares de pessoas com melhores condições de vida em Salvador é praticamente dominado por brancos.. Escolas mais caras é difícil vc ter 1 negro na turma...  Mas se vc for em periferias ou favelas, é 99% de negros por lá..",1
"@ -k7r6pentão você mesmo respondeu sua pergunta, É SORTE!!!",0
PERGUNTA 🙋 : EU ENTENDI ERRADO OU ELE DISSE NA CARA QUE ELA NÃO VALIA NADA ?? 😮😊😇🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,1
@  Ignore o passado do homem e destrua o seu futuro.,1
Veremos o que cada um vai receber de Deus diante do seu trono. Pois as pessoas acham que derrubar quem Deus levanta fica desse jeito aqui só. A zombaria tem um preço e muito grande.,0
Faz o L 😂😂😂 nunca mandei essa com tanto gosto 😂😂😂,0
"A punhe..., é literalmente um quebra galho, para quem não tem uma ""parceira"" disponível no momento. Resumindo é o famoso quebra galho.",1
"Nota se que vc vive em uma bolha, não procura a verdade e espalha as narrativas, tem um jornalista investigativo chamado Feltrin, ele fala tudo sobre isso, tem provas, tem diretor, câmeras, tudo comprovando que era ela quem pedia pra que aquela situação fosse assim, pra gerar polêmica, que isso daria mais audiência, mas isso é mentira né kkkkk, sua bolha é mais interessante do que a verdade né",1
Comportamento correto desta jovem mamãe. 🎉😊,0
O veneno escorreu no canto da boca!!! KkkJá vi vários amigos se ferrando desse jeito!!!,1
"Seja membro deste canal e ganhe benefícios:
https://www.youtube.com/channel/UCDrGZXd8k06ifz0-gccIn0w/join",0
"Prêmio Nobel é atribuído pela academia Sueca, não na Suiça.  Paguei uma falha do grande Serjão 😊",0
Voce ainda è jovem  vai conseguir a subir na vida❤,0
"MUITO  CUIDADO,  VCS TRABALHAM NA MESMA EMPRESA E ELE PODE TE USAR A HORA QUE QUISER. VC É MUITO CARENTE E SUA AUTOESTIMA ESTÁ  MUITO BAIXA. SE CUIDE, POR FAVOR!!",1
"Dizer bem , melhor pensar com a cabeça de cima do que com a cabeça de baixa ! E de quebra vai tá com o bolso cheiro !",1
👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻 exatamente isso e com as feministas abortistas. O caminho é um só depressao,1
"Daqui a pouco, a gente precisará pedir para o Juiz consultar o VAR, quase a todo momento.Esperamos também que o Juiz e o VAR, não sejam Cavaleiros Medievais.",0
Se fosse o contrário ela ia brigar enxe o saco e fala que homem não presta,1
tá caro não compra só imbecil pra achar isso certo feito os petistas alienados idiotas,1
Kkkkkkkk acho que tu não sai de casa ou mora na europa,0
Aiai o pessoal pede igualdade mas quando da merda reclama dos homens😑😑😑😑,1
"Um absurdo a lei proteger bandidos, não quer ser exposto é só não roubar.",1
"parece aquela frase, tava ruim agr parece que piorou. por isso cada vez me isolo",0
O que você faz de você não me interessa mas cuidado ao falar que é Cristã.  Respeito muito respeito  ao Cristianismo..,0
"Sou da capital de São Paulo, e penso em sair dessa cidade.",0
"Viva o feminismo , uhuuuuuu llViva Frida",0
É por isso que eu só dou Pau e água 🙌🏼🏖️,1
"Pobre Miquéias... mas isso ele tem mesmo é que comemorar, o livramento",1
"Uma lapada atrás da outra , nas mimizentas abarrotadas de hipocrisia",1
"  é a prova que esse movimento é igual os da feminazes, nem pode reclamar",1
"Se o caminhão estiver em alta velocidade, não vai adiantar nada, isso é física!",0
Nem sempre precisamos de uma porche 😂😂😂😂,0
Ela está falando a mais pura verdade .,0
"Valores, parabéns aos pais e Deus abencoe esse guri.",0
"Tbm estou cansado. Mas não é só o empreendedor que é roubado e injusticado no Brasil.Falar que quem coloca comida na mesa do das pessoas é o empreendedor, e de rir né? Coloca comida na mesa pq ele tem retorno próprio. Nunca vi empreendedor empregar sem necessidade...",0
oque não falta por aí é piriguete que nem essa só esperando um trouxa para se encostar,1
Mulher tá mais fácil que banana 🍌 podre na feira.,1
"É , ÉEEEEEEEEEEEEEEEE ..................................",0
"Na verdade, todo o ser humano depende um do outro. Nós homens gostamos do mais simples, de conversas tranquilas sobre tudo, especialmente se tiver algum humor ou resolver questões. Elas, não. Tentam a todo o custo se exibir para os outros e projetam essa necessidade em nós.",1
"Top, de pessoas com conhecimento, as críticas são bem vindas, vão me fazer aprimorar, agora de Zé Ruela é fda.",1
Mentalidade com raiz comunista,0
"Falo tudo, as mulheres acham que nós homens temos medo de ficar sozinhos, pior que ficar sozinho é viver no inferno dentro de um relacionamento.",1
"Acho que há um tempo mínimo para não correr o risco para anulação, 🤔🤔😂😂😂😂",0
"0:30 - O Thanos da Red Pill: ""O fim é Inevitável""...E realmente, os seres humanos estão caminhando para extinção.",0
A galha cresce para todos os lados 😅,0
Não casem e usem as vagabundas pra diversão. Só isso!!,1
"Duvido uma mulher linda e atlética vc ia querer mesmo treinando junto com seu marido... Aliás,  acho personal inútil,  na academia já tem instrutor/professor, e ao ar livre vc pode praticar uma corrida,  alongamento, barra.... Não vejo o porquê da necessidade de personal, pra fazer exercício complexo?? 🤷🏻‍♀️🤷🏻‍♀️",0
"Homen, no sentido literal, não escolhe qqr uma, principalmente por ter sorriso branco ou mechas loiras. Mulher de valor tá cagando pra sua conta, as garotas não. Elas querem gozar do seu sucesso, mas não querem ajudar no progresso. Fato.",1
problema é ser besta pra homem. Ainda bem que sou vacinada!,0
Difícil opinar já que não conhecemos a história!!,0
Meu Deus lindo demais.  Sensacional. Emocionante.  Guerreiro. Lindo casal.,0
"Lembrando que são palavras dela . Na época do Pânico ela posou nua em uma revista e nesse meio tempo fizeram uma trolagem com a mesma . E chegou uma hora que ela disse o seguinte. "" Vcs estão estragando o melhor dia da minha vida "" . Uma mulher que diz que posar nua é melhor dia da vida dela , vc acha que um homem que se prese , vai dá valor ?",1
Isso só serve para fazer sabão 😂😂😂😂,0
"Tudo isso tem que ser conversado antes de casar esse povo parece mudo, conversa uma coisa aqui e depois é outra ou não tem palavra.🙄Mas tem gente que prefere ter uma vida mais simples mesmo tendo dinheiro só pra ter uma casa e dinheiro pra cuidar da saúde e ta tudo bem, ou realmente é igual esse moço falou. Eu tô numa fase da vida que tudo que eu queria era ter uma casa mais ou menos confortável na roça e nunca mais viver na cidade, correndo atrás de consumir e consumir 😕 Mas não entendo vcs, se fosse ao contrário muitos homens Taria aqui metendo o pau na mulher dizendo que o homem trabalha sozinho a mulher não trabalha pra ajudar.🙄 Vai entender vcs credo",0
O negócio é arrumar uma namorada que trabalhe e pague as contas dela. Dar presente e pagar algumas saídas tá de boa. Mas pagar todos os gastos dela na casa tá errado.,0
*Sério? Aqui no exterior o feminismo está muito mais avançado!*,0
É exatamente o que está acontecendo com muitas.,0
"Cara, uma certa vez uma pessoa , eu pedi pra ela pagar conta de água  o que ela fez, tacou a conta dentro da gaveta, eu confiei que ela pagaria, depois de dois meses , vieram e contaram,  ai ela me fala que eu teria que bancar a casa sozinho, hum depois disso, nao paguei mais nada. Se ela nao pagar a parte dela.",0
"   qualquer religião ou seita onde a palavra de origem não for a Bíblia, onde o único Deus pregado não for Jesus Cristo, onde não se sentir o mover do Espírito Santo, onde o líder confunda chamado com trabalho, onde os dizmos e ofertas são para benefício próprio e não para ajudar os desempregados, viúvas com filhos crianças, enfermos, e passam maior parte do tempo criticando outras denominações, melhor não fazer parte dessa seita. Glorifica a Deus no modo de viver, seja em casa, no trabalho, na rua, no transporte, etc. Livre-se de toda inveja, intriga, falta de amor, inimizade. Busque viver em paz, harmonia, felicidade, sossego, simplicidade, e não deixe que da sua boca saiam palavras torpes. Fica ai a dica. Abraço",1
Essa declaração fala muito mais sobre o caráter dela do que qualquer outra coisa.,0
"Isso só pode ser meme, não é possível que exista uma situação dessas!",0
@ -or9zj ... Oi ! Estou bem e vc ?,0
"Nenhum chad chega nela,egocêntrica que se acha a mais bonita e acha que todo homem vai querer ela não percebe que talvez ela não seja atraente assim para os caras que ela quer,mais se vitimiza e coloca a culpa nos homens dizendo que não tem mais homens ou que estão afeminados como se ela fosse o centro das atenções e só existisse ela de mulher no mundo,os cara bonitos não estão afeminados, se não estão chegando em vc estão chegando nas outras mais bonitas ou mais novas,abaixe teu ego inflado e aceite a realidade.",1
"chama o Rui costa pimenta do pcp, melhor analise geopolitica do mundo",0
O Miquéias não liga pra isso amor,0
Parabéns meu rapaz e assim que se faz com mulheres oferecidas 👏👏👏👏👏👏👏,1
"Esse daí é capaz de se churrascar fácil , ainda mais a sociedade que não tem dó de homem nenhum, principalmente quando se expõe de uma forma tão ridicula assim, não é atoa que sertanojo faz tanto sucesso nesse paíszinho mediocre, cheio de emocionados cornos romantizados.",1
"Pedreiro brincando, por baixo, é 10000 pra cima....bem na manha,,,,kkkk",0
Isso pq diz ser feminista e  diz não depender de homem. Hipocrisia pura.,1
"Pior é que o trouxa vai ter que pagar pensão caso separe da mulher, registrou já era",1
"Amigo, mais da metade da população vive de salário mínimo enquanto o Elon Musk tá viajando de jatinho pra lua cara, cade a igualdade? Cade a dignidade das pessoas trabalhadoras em comparação a esses caras que não fazem nada além de mandar os trabalhadores trabalharem?",0
"Fora a falsidade e a pilantragem não tava tão ruim o trato. Tratando o cara bem, cuidando dele, demonstrando respeito e afeto inclusive publicamente. Se ela fizesse tudo isso que ela disse só que com um cara que ela gosta e admira, estaria super feliz em um relacionamento com todas as regalias. Mas prefere ser uma va****nda.",1
A única mulher que merece o meu choro é a minha mãe.,0
Job e trabalho em inglês. Kkkk só que hj em dia em puta kkkkk 😂kkkk ou parado na esquina esperando um otário 😂,1
"Não sei de nada, mas prometo pensar sobre isso. 😅",0
Ela tem um bom raciocínio! Mas para os homens não tem benefícios e vantagem nenhuma! Mais cedo ou mais tarde o homem se ferra kkkk,0
"Tempos perigosos para os homens. To na maskpill e atento, faz tempo.",1
"MAS ESSA  MULHER  SE  FOR  FEMINISTA, NÃO É A TIPICA  FEMINISTA RAIZ,  EU TÔ ACHANDO  ATÉ  QUE ELA  FOI  BEM  HONESTA,  NÃO VI ELA  INDO A LOUCURA  NÃO,  PELO CONTRÁRIO,  O QUE  VI  FOI O CARA  FORÇANDO  UMA  BARRA  PRA  DESESTABILIZAR  ELA,  SE BEM  QUE  ESSA  É A PROPOSTA  DO  CONTEUDO  DELE  MESMO,  MAS  ELA  ATÉ  QUE  FOI BEM  COERENTE  EM MUITO  DO  QUE  DISSE PORQUE  TEM FEMINISTAS  QUE  SÃO  TOTALMENTE  ANTI  HOMEM  E A IDEIA  DE ATÉ  TER  MARIDO!",0
"Ser prostituta, agora, é luxo?",0
"Cara  eu faço  essas coisas de olhar a natureza , observadora , as vezes a  madrugada,  esse teu vídeo  me fez me  ver e por mais que tenho chatices oara resolver a vida já vem com o preenchimento     Divino o meu  Mestre, meu criador   e  a natureza que fazem bem. As pessoas precisam   de conectar mais com Deus.  Gostei do papo  "" Sem olhar celular  e  beber  um chá, falar  com pessoas sem querer  nada delas apenas  a presença.  Tu eis   muitíssimo inteligente.  Queria saber  dos teus livros e sei que a rua vivência  está   em viajar muito  mas teus  livros  te oferecem essa riqueza   que  com ótima  retórica  nos passa   conhecimento. Chega a ser poético  tua fala 🌸 Obrigado! A 💖💎🌟🌱🌷",0
95%delas selecionam o homem com base nesses critérios,1
"100 mil na conta, do de entrada em um civic 😂E depois pego várias dessa aí ou até melhor 😂",1
Aposto que o sonho do filho é que os pais voltem a ficar juntos e felizes.,0
Academia de linguiça de boa kkkkkkkkkk.,0
Essa mulher não é uma esposa é uma Deusa do lar,0
"@  Aí é que tá, Instituto Mises não é levado mais a sério nem pelos ancaps. Dificilmente alguém hoje em dia usa os artigos de lá como referência.",0
"Otávio Mesquita tem um carro de F1 na parede. É um carro da equipe Jordan, pilotado pelo Fisichella e que ganhou o GP de Interlagos de 2003",0
"O homem tem que ter energia masculina o homem, e a mulher tem que ficar na sua posição da energia feminina",1
"  fico indignada e enojada,  e pensar,  que esse lixo é considerado música.",1
"Pior que ela, é os clientes dela,Lei de mercado: se alguém oferece alguém compra, se alguém quer comprar então alguém oferece",1
Só pelo jeito da digníssima falar já percebeu que ela tem muita energia feminina.,0
"Moro no Norte de Minas e aqui todos sabem, onde morava pessoas que mexia com feitiçaria mesmo depois deles mortos aquele lugar fica aparecendo muita coisa sobrenatural. Aqui nunca vi nenhuma relato de ovini's, agora lobisomem, mula sem cabeça, bruxa que trança as quina de cavalos tem os montes . Vou dá só um exemplo para o texto não ficar grande. Aqui perto de casa tinha uma senhora muito católica, mas com alguma médionidade, um dia ela e toda sua família viu uma tropa de mulas sem cabeça em frente sua casa, todos passaram muito medo.",0
As GP não pedem Pix p cabelo ou p nada só a do frete msm e coisa boa sem muita conversa 😅,1
As futuras esposas de alguém só saem do carrossel acima de 30,1
Depois que ficar bem financeiramente vc acha que vou querer interesseira? Sai pra lá!,1
"Gp é mulher como qualquer outra e se fazer ela GOZ*** come de graça e sem as despesas de uma Horadinha, ja fiz muita GP pagar hotel pra mim, não que eu seja bonito mas minha salsichada valia a pena para elas...e lembrem-se a GP que você ensalsicha pode ser a honradinha de outro. 😂😂",1
Quanto mais safado mais ele atrai a mulherada,1
"Isso prova que a gente não compra nada pra gente, compra pra família, isso é parte do valor do homem.",0
"Três regras para a Vida: Não namorem, não tenham filhos e não cansem. Não explicarei o pq, apenas segue a dica...Se quiserem sabem mais o pq de se livrar deste tipo de BO, procurem o desenvolvimento e conhecimento pessoal. Abraços!",1
"Vce tem uma certa razão,mas o ppr que disso? Homem ganha melhor que a mulher,e  as outras solteiras dão em cima mesmo...",1
"Essa mãe  está  correta, deu conselhos  não quis, está aí as consequências. Só  colhemos o que plantamos",0
"Fazia tempo que não comentava aqui, mas esse vídeo foi muito bom, como a muito tempo não via aqui!",0
Retrato da esquerdista empoderada.,1
E tipo aquilo escolha seu difícil,0
"O que eu vejo nesses videos é um ""declararam guerra entao é guerra"" porque elas estão forçando demais é como se fosse uma resposta pra nossas reclamações e exigencias daí nas entrelinhas desses videos elas estão falando ""é isso mesmo! Vamos continuar exigindo e agora descaradamente, homem liso fica sozinho, vc tem que pagar sim, nós não abaixaremos a regua, continuaremos e ate aumentaremos a exigencia"" mas claro é um grupo nao a sociedade feminina inteira. Digo isso porque reparem nesses videos se não esta uma coisa forçada?",0
"Essa culpa eu não carrego!Mas mesmo quem não não tem culpa , vai tomar no cool igual !!kkkkkkkk😅😅😂😂FAZUÉLI !!!😢😢😅😅😂😂😂🎉🎉",1
"Isso aí! Se quiserem ir no âmago da questão, ouçam Davi Honk. Vamos parar de nos relacionar!",0
"@ .7703  Quem diz que é, não sou eu, já vi o próprio Jordan Peterson falar sobre isso, tem esse tipo de matéria em livros de psicologia, a Dr, Claudia Pacheco que é psiquiatra fala a mesma coisa, a engenharia social pode sim influenciar, através de incentivos e recompensas jogadas no ambiente, mas o que determina é a honra e a virtude que o indivíduo possui.     E como eu escrevi, isso é uma pré disposição da psicologia feminina, algo que se ela não cuida, promiscuidade e prostituição é quase certa.    Tanto que hoje nos EUA já tem faculdades onde 80% das mulheres que estudam lá  possui perfil no onlyngados e tem como renda a prostituição virtual e acham que está tudo ok, que nada está errado nesse comportamento, nem vergonha de admitir possuem.",1
"@  não responde perfis assim. São sempre perfis sem fotos, e muito provavelmente usados por homens muito frustrados que se sentem um pouquinho melhor atacando mulheres. Parabéns pela atitude com o marido.",0
"Prova aí q ele não existe mano,vc acredita em ""filósofos"" e quer menosprezar as crenças dos outros.Tá muito mal  ",0
"Sério isso? Kkk pqp Mas pensando bem, nem tem sentido alguém militar em cima disso, tipo é uma égua que ficou 5h esperando, que nem todo mundo que está esperando essa ajuda que tá vindo majoritariamente dos Homens kkk",1
Eu diria!! A minha principal prioridade sou eu mesmo !! E vc não faz mais parte das minhas estatísticas!! Vc é passado.🫱🏼‍🫲🏻🤗,0
"  com vc, mas se estiver se referindo à mulher, neste caso ela nem deveria sentar para tirar a foto. Então, sim, ela fez feio.",1
"Mas ele realmente te superou garota, você que ainda não conseguiu esquecê-lo.",0
"A pergunta quer ajuda?!Já manda quero aí,  você já mete ajuda é pagar tudo.Pronto.Sem Ego ferido❤😅",0
"Dubai não é islã cara, que merda, quer falar em islã de verdade é Irã, Iraque, onde a lei é a Sharia. Dubai flexibilizou as leis e regras para ocidentais  investir e morar ali, depois que o príncipe herdou o trono ele mudou tudo. Não fale o que não sabe, já disse isso mil vezes. Turquia, Dubai e outros estados que se diz islã mas não é, o islã de verdade é o que segue a Sharia, simples assim, o islã de verdade é o que a mulher quebrou a lei da Sharia é morta ou leva 90 chibatadas. Se você mudar as leis de um país pra possibilitar a entrada de ocidentais visando dinheiro dá nisso mesmo. Você tem que escolher a putaria e dinheiro ou as regras da Sharia e ficar ficar isolado.Se vc flexibilizar ou mudar as leis claro que as mulheres fará merda, não se trata de mulher ocidental e mulher oriental ser boa ou ruim, é as leis meu caro, no Irã ela se comporta porque a lei diz que se não se comportar morre, aqui no Brasil se a lei disse pode roubar, todo mundo vai roubar mesmo quem supostamente é correto, porque quando o correto e roubado a todo tempo ele percebe que ou rouba também ou morrerá de fome, acorda cacete, Dubai não segue mais o islã, islã é as leis da Sharia, não segue as leis da Sharia não é islã.",1
"Um tomando sopinha do outro, mas com muito respeito.😂😂😂😂😂😂😂",0
  os sinais são diferentes. Por isso existe o termo ESPECTRO autista. Mas a grande maioria não consegue segurar sua emoção. Por isso partem pra agressão.,0
Mulher assim é só água e pau guerreiro se vc ainda não aprendeu...paciencia,1
"Tu vai ficar pelancuda bem rapidinho aí tu vai pagar um preço bem alto, .não terás um homem do seu lado prá cuidar de vc , sabe porquê? Porque homens ricos pode escolher uma novinha , então fica tranquila sua hora de ser tratada como luxo vai chegar.😂😂😂😂",1
"Meu saudoso avô tinha um célebre ditado que um dia me passou e agora tenho TODO O PRAZER DE REPASSAR PARA VOCÊS MEUS CAROS:"" - Mulher é a pior parte da buc3ta, abre o olho que o bicho é traiçoeiro!""Ótimo vídeo, depois de assisti-lo, não pago nem 1 bala soft para nenhuma mulher.",1
"Mas não vai adiantar. Vai ser feito de trouxa, infelizmente.",1
Um homem de valor não usa piercing no nariz...tira essa boxxxxta pq tá ridículo,1
"A vovó até casava cedo (14/15/16 anos), mas a paçoca era só depois do casamento. E se qualquer um largasse o outro tinha que devolver o dote. Lembro de outro vídeo em que o cara negociava 100 vacas pela esposa (isso na África). Se no Brasil fosse assim seria difícil achar alguma mulher que valesse 100 vacas.... talvez 1 frango, 1 calango e um copo stanley....",1
"Quer dizer que quem tem dinheiro não tem angústia, medo, insegurança?",0
"Mais pelas palavras dele esse laço de amor parece nem existir, as palavras dele dão a entender que ele não tinha um retorno afetivo",0
