comentario,final_toxicidade
O Pondė é a prova de um Homem contaminado por feminismo hora está na realidade hora está em Nárnia,1
"Honestamente, fiquei deveras puto da cara com este senhor chamado Adrilles, que sinceramente tem uma voz insuportável que parece uma gralha. O mais absurdo foi ele dizer que em um debate interrupções são necessárias e propriamente boas... ou seja, o sujeito defende a histeria ao invés da elegância. Honestamente, a Glenda foi muito mais dominante e adulta nesse ""debate"" do que esse senhor que mais parecia uma garotinha de colégio insuportável.E o mais grave de tudo, o Junior que era quem deveria intermediar e barrar essas histerias do tal do Adrilles, preferiu colocar fogo no parquinho e promover de forma patética o empobrecimento do debate. Foi lamentável.Essa tatica sorrateira do tal de Adrilles de fazer histeria e intereupcoes pra desestabilizar o debatedor que nao permite que ele faça as lacradinhas dele, é suja e patética.",1
Mais fácil ir nas primas fazer a troca de óleo 😅😅😅😅,0
Tua maquiagem é perfeita. Teus Lábios são lindos teus dentinhos maravilhosos d perfeitos. Sou teu fã 👄,0
"Ele deve está querendo  aparecer como um homem romântico na frente das outras pessoas, mas pela reação da mulher, ele deve ser grosso, rude e estúpido! Ou pode ser que ela seja bruta mesmo. Esse relacionamento aí já acabou faz tempo. Só aparência.",1
"Os bovinos agradece pelas referências dos mugidos padrão. MMMúúúúúúúúúúúú... ., 👀🐂🐃🦬🐃🐂😂😂😂😂😂😂",0
Pegou uma foto da dona Joselma que não favorece muito  kkkk porque tem ela na fotoRodou com pneu murcho,1
Meu Deus irmão. Vou ficar no silêncio,0
"Quanto comentário de gente burra. Vcs já viram como funciona a Maria da Penha na verdade? Já viram que o cara aguarda dentro da casa com a mulher? Já pararam pra pesquisar quantas morrem após a denuncia? Cês tem a internet pra buscar informações de qualidade e preferem bostejar. A regra é a msm tanto pro homem quanto pra mulher, vc tem de ter provas, fazer o exame de corpo de delito, o acusado aguarda em liberdade independente de ser homem ou mulher. Nossa é MT burrice, além de que MTS vezes mesmo provado a agressão a única coisa que acontece é o pagamento de uma multa e medida cautelar, mais nada. Vão se informar, Sigma e feminista são uma cambada de idiota destilando ódio ao sexo oposto. Se depender desses dois grupos de babacas os humanos entram em extinção já já, as únicas grávidas vão ser as putas pq Sigma paga de certo mas só gosta de comer vagabunda.",1
"@  Tudo bem, irmão. Sua opinião não importa para mim. Se você acha que eu falei besteira eu não ligo. Eu falo muitas besteiras mesmo e essa pode ter sido mais uma, ou não. As vezes você acha bobeira porque eu mencionei Deus e você não acredita em Deus. Tanto faz. Amanhã é você que vai falar alguma bobeira e alguém vai apontar o dedo na sua cara e falar que você falou besteira. Eu não sou o dono da verdade absoluta mesmo. Sinta-se livre para discordar de mim.",0
Faça isso comigo não? E o que você fez com ele .,0
Qual o nome da músicas do final do video ?????,0
Homens são agressivos sim! Eles matam mulheres então a moça está certa.,1
A real é que todo mundo ta ganhando hype em cima do mlk,0
"Porra, a buceta vai matar a gente 😭",1
Aqui emPelotas Rs esses anciaos se consideram( guris).E nao sentem vergonha do que fazem...os outros ficam com vergonha por eles!!!,1
Muito triste Como faz falta um a.nte querido😢❤,0
@  certeza vc não é muito produtivo no trabalho e trabalha em sub emprego. Quem precisa de mais intelecto e dedicação pro trabalho de fato não tem muito tempo sobrando pra ficar saindo com uma e com outra. A verdade é essa.,1
" -iy2ob  Como personalidade ele realmente é interessante.As ideias dele, discordo aos montes.Ele é inteligente mas 50% do que ele fala faz sentido, os outros 50% são preconceitos que ele tem baseados nas experiências de vida pessoais.Ainda assim, neste episódio ele mais atrapalharia do que somaria.",0
"Cara que lindo, pensei que isso só existia na ficção.",0
Umas boas chineladas resolveria o problema.,1
Mas a culpa é delas mesmo.. burras,1
💖💖💖💖💖ESSE ADVOGADO É FERAAAAA!!!!,0
"Acho que é pior, o Campari ainda era zoado por alguns (devido a aparência) esse é muito elogiado.",0
"Nossa,  mulher tá dando medo.  São exigentes mas tem dinheiro então até demônio é príncipe 😂😂😂😂",1
Só tem duas coisas para tirar esse vazio perdão e Jesus ninguém tampa esse vazio a não ser ele,0
"Essa geração de hoje é podre, fudido vai tá é o pai e essa menina a vergonha dos pais",1
@  pena que hoje em dia é difícil achar homem bonito kkkkk,0
"Hj em dia as pessoas se casam já prevendo uma futura separação dai o homem vive com medo de adquirir  a casa própria e a mulher torcendo para ele adquirir logo essa casa e da o golpe, que triste realidade.",1
Infelizmente essa é a nova geração a geração das drogas da prostituição do mau caratismo da homossexualidade pessoas que nos deixam enojados verdadeiro repúdio,1
"Quem diria, o mendingo vai virar mendingo.",1
nao importa o que o cara ta conseguindo fazer e sim se esta lutando ou parado,0
FILHOS PARA ALIMENTAR A INDÚSTRIA DA PENSÃO ALIMENTÍCIA  E SUSTENTAR O GOVERNO COM IMPOSTOS.,0
Imagina aguentar essa doida berrando no teu ouvido todo santo dia.,1
Vi um comentário dizendo que foi o dono do restaurante aue fez um perfio falso pra fazer ela pagar 😂  (isso é resenha),0
Esse cara é muito grande super pai❤❤❤❤❤,0
"O Chade não foi uma colônia francesa.... hoje, as colônias são os colonizadores. Bastava pedir ajuda a um, mas ficou com medo de passar o telefone? O que era ômega passou a ser alfa.",1
"Se não for ela, vão ser outra. Quem não presta mesmo é o marido, que casou e deixou esposa e filhos pra viajar com amante.",1
"Oque acho insano é a mulher acusar um homem, acabar com a vida dele e mesmo depois descobrindo a vdd que a pessoa  mentiu a ordinaria nao ser punida ... é o cúmulo isso por isso há tantas injustiças contra homens pq elas sempre saem ilesas Mesmo sendo mulher fico indignada com todo esse poderio que envolve as mulheres  atualmente.😢",1
"É muito bonito quando vemos uma esposa quer admira seu marido, e vice-versa. 👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼",0
"Francisco, essa mulher não é exemplo pra nada, Deus manda a gente não errar e sempre erramos, imagina se Ele tivesse esse coração ruim igual dessa mulher? O que seria de nós? O senhor é um Deus de meseruordia não de holocausto.",1
"Os pontos que a Rita Von Hunty intrepretada pelo Guilherme Terreri, debateu neste podcast, codizem com o fator inegável de que a masculinidade e feminilidade foram algo construído pelo Homem ao redor do mundo através das muitas eras desde a pré-história SIM isso se aplica como a virilidade foi sendo construída nas diferentes culturas do mundo, não acho que em nenhum momento a Rita quis desconstruir algo que existe praticamente de mãos dadas com a humanidade, porem ela quis, sim, realçar que a diversidade de gênero hoje em dia é algo que tem sim suas demandas e prioridade nos meios sociais a partir do momento em que um homem se entenda como uma mulher ou uma mulher que se entenda como um homem e que isso em si não é uma desconstrução da virilidade ou feminilidade são conceitos que se vinculam a uma porcentagem de pessoas que sempre existiram desde lá de trás, porem não era algo debatido, mas hoje isso é! Para as pessoas entenderem e compreenderem que existe e que precisa ser respeitado, AGORA acho um absurdo que isso seja tratado como uma reprogramação mental, sendo que o objetivo não tem nada a ver com isso, esse termo condiz com a forma de qualquer ser humano reprogramar sua mente baseada nas ideias e pensamentos que os limitam dentro do meio em que vivem na tentativa de moldarem sua realidade e o meio em que vivem, isso não está relacionado a questão de gênero ou virilidade, ou seja, esse termo foi muito mal colocado ai meu amigo! Revise, compreenda e reflita!",0
A reação do Raphael Ayres é o melhor😂😂😂😂,0
Venha logo asteroide e acaba com essa humanidade doentia e nojenta. Tudo por grana e fama!,1
Vídeo tão real como a luz do dia.,0
"Reparem que o ÚNICO que se da bem nessa história é o cara que não é casado, vai lá, come o abacaxi e vaza,os trouxas que são casado só se lascam.",1
Isso mesmo não vamos deixar nossas crianças ficarem com um monte de problemas psicológicos e dizer: TODES,0
Nem td concordo. Gosto de amigos sim na minha casa . Recebi ajuda de muitos amigos no Hospital. e em casa.Parentes foram poucos,0
Tudo isso é verdade. Mas nenhum homem sério casado dá bola para estas perdidas! Só homens fracos permitem que estas flausinas destruam os seus lares!,1
Minha mãe ia fazer eu comer a embalagem tbm kkkk A bicha era bruta kkk,1
"Cheguei conhecer casais idosos quando era criança, segundo os relatos deles a sociedade formada por homens e mulheres eram outro nível, como a socidade está destruída! Lamentável!!!",0
"Pior que ela tem razão se não for fazer bem feito melhor não fazer, eu no caso só teria limpado o peixe e assado, o problema é que os caras  querem agradar de mais kkkkk",0
"A mulher rodada demais, vai querer estar com algum inocente quando chegar aos 60.",1
"@  Você é gay...  pode até não saber ainda, mas é.",1
"Nossa com tantas mulheres querendo casar assim e essa sendo tão vulgar, ainda bem que fugiu! Livramento para esse Homem!",1
A decepção do Padrinho no início do vídeo é a mesma que a minha... KKKKKKKKKKKKKKKKKKKKKKK,0
"Eu entendi que ela não quer mais ninguém, porque pelo que entendi é que sempre quiz um relacionamento sério porém só encontrou homens ruins e agora já não quer mais saber, foi isso o que entendi. A maioria dos homens querem destruir a vida das mulheres e depois ficam reclamando que só tem Msol, que as mulheres são rodadas, mas mulheres não fazem filhos sozinhas e o filho que tem uma mãe também tem um pai, por isso eu preferi foi investir em carreira, em meu financeiro, não quiz saber de homens, sempre fui muito chata porque nunca gostei do que via as outras mulheres passarem e decidi que não teria filhos e que viveria era sozinha, observo fala, comportamento, até a respiração eu observo, e por conta de ser assim hoje tenho um bom namorado, mas a maioria das mulheres erram porque não observam o comportamento dos homens. Eu, se fosse ela ficaria era sozinha mesmo, a maioria dos homens são Psicopatas, a taxa é em torno de 99,99% que são psicopatas, somente 00,01% é que são bons, isso é assustador, mas é o que vi a minha vida inteira.",1
"Quando o cara asstir muito comedia de traição, stand de comédia que e6de ouratia e nao sabe nada de biologia kkkkNao houve contato físico kkkO cara nao tocou nela kkk",0
"KkkkkkQue negócio é esse que tem enrolado na cabeça? Uma t-shirt? 😂😂😂😂😂😂😂Agora, falando sério... As mulheres no Brasil podem casar com cinco, mas a esposa que procura entre os árabes, pode casar e divorciar várias vezes também... São os chamados casamentos de cariz sexual, fazem luas de mel, enjoam e pedem o divórcio. O importante é estarem casados para não serem acusados de adultério, mas o resultado, vai dar no mesmo.Perdeu a viagem, mas o vídeo está engraçado demais! Não nos cansamos de repetir.",1
"Continue amostradinha ,até outra fazer sua passagem 😂😂😂😂",1
"Abrangente este link Luana.Giovani falou , F...da se se O.Homem.ta desempregado Morrendo em.um Hospital , se está doente ...",0
"Beyoncé, rihanna, kim kardashian etc, vivem semi nuas, e ninguém compara as mulheres Norte Americanas à elas ?",1
"Nossa semana , super certa agora que se ve o povo agora que tirar tudo nas costas dos convidados,  por isso que eu amo meu aconchego do meu lar to gostando de ser desconvidada dos eventos 😂😂😂",0
"Sou fã desse rapaz, ele realmente têm razão",0
Mulher de preço é não de valores,1
E você já deu para quantas 😅😅😅😅,1
Herança não entra no divórcio O sistema trata de Ferrar é quem trabalha,0
"Caraca que eu assisti três vezes pra entender a moral da resenha. Entendi na terceira vez, porque as duas primeiras eu estava admirada com as zureia do cara de baixo 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂   tadin, tamanho das orelhinhas do bichinRéi......  Brincadeira 😊",0
"Se caísse uA bomba atômica lá, não faria falta.",1
Eu tenho a seguinte opinião:a maioria dos psicopatas são dóceis e  educados....,0
"O que você falou a respeito dele não fazer esforço faz todo o sentido.Mas a parte do ""espalhar odio"" você tá parecendo um papagaio de pirata. Você simplesmente fala a frase por falar sem sentido nenhum. É tipo você repetir uma palavra por mais de 8 vezes e ela perde o significado.",1
Mas aí sua irmã é uma vacilona,1
"Se ela está falando a verdade,parabéns para ela🤝👍mais pessoalmente eu já não confio em nenhuma digníssima mais...(prefiro a solitude,paz e liberdade não tem preço que pague)👈🍷",1
Vomita merda pra caramba ein 😂,1
"Sim. Tem muitos brinquedos, de preferência, pedagógicos.",0
"Foi o que eu fiz!! Aos 23 anos meu filho seguiu seu rumo!! Hoje, é bem sucedido!! Não me arrependo de ter sido a mãe do não!! Não pode, não vai, não tem!! Valeu a pena!!",0
"Quase me convenceu ,Continue continue 😂😂",0
tem mais leis vindo    so  esperar pra ver,0
"Mulher tem obrigação de trabalhar, assim como o homem. Ninguém tem obrigação de sustentar ninguém.",0
"O passado importa sim! Inclusive o passado do homem, as mulheres não devem se envolver com homens rodados  que já foram pra cama com várias parceiras.",1
"Quando se tem relacionamento com pessoas que já foram machucadas é preciso muita conversa, diálogo, fazer a mulher entender que o sofrimento acabou e que vc a ama de verdade. As vezes não é a traição e sim a falta de se sentir segura.",0
"Minha mãe é mais homem do que esse pai😂😂😂 quando isso acontecia comigo e com minha irmã, ela já vinha na voadora 😂😂 minha irmã apanhava com o fio do ferro de passar. Eu já ficava pianinho só de ver ela apanhar.😂😂",1
Você quis dizer que uma é muito burra e outra é mais inteligente? Começo titias pobres que estão muito mais bem conservadas que essa bucha de canhão ai,1
"Oi Copini ...seu mão de alface 😂  to aqui ! Curiosamente aplico a maioria das tuas colocações ja bem antes de conhecer seu canal! Parabéns pelo trabalho  ! E o time  segue ganhando,,,valew",0
"Ficou meio confuso... esse parecer. Parecer, é apenas algo relacionado a aparencia ou visual.Talvez,  seria melhor a palavra mostrar.",0
"PORQUE A FEMINISTA NÃO CONVENÇA OS PT E AS PESSOAS COMUNISTAS A ABRIR EMPRESAS, TRABALHAR 36 HRS. SEMANAIS, PAGAR 5 MIL PARA O SALÁRIO MÍNIMO. VAI ENCHER DE TRABALHADORES SAÍNDO DAS OUTRAS INDUSTRIAS PARA TRABALHAR COM ESSES. NO FIM TODOS VÃO COPIAR SE FOR BOM PARA O INDUSTRIAL E O INDUSTRIÁRIO.",0
"@  e como eu já disse em vários comentários: eu duvido que o grau de altruísmo desses rednóia seja tão alto a ponto de eles estarem preocupados se uma total desconhecida (eu) vai casar ou não. Tu acha que esse idiota aí dos comentários tá preocupado se eu sou rodada, se vou morrer sozinha, se vou criar gato...? Fala sério.",1
Isso aí se chama prostituta. A pessoa não faz nada e exige que o homem ganha bem pra sustentala. Deve ser bem pesado carregar essa mala sem alça,1
"O padre me chamou atenção por ir de bermuda na igreja católica mas fora da igreja eu uso bermuda, sou muito infantil pois prefiro comprar action figure do que pagar jantar para futura esposa de alguém",0
"Ainda bem que sou feliz como eu sou,me amo,me aceito como eu sou,❤❤❤,nunca gostei de me comparar com ninguém, nem pretendo mudar nada em mim😊😊😊,meu marido me ama como eu sou,assim como eu o amo como ele eh,sou grata a Deus por tudo que sou, por tudo que tenho ❤❤❤",0
"Vamos lá, ele citou 3 mulheres . Somos em quantas mesmo ? Existe sim , muitas mulheres sacanas por aí, que não valorizam um casamento , que tudo é vaidade . Mas se procurarem nos lugares certos, por exemplo   , achará mulheres de valor ! Não se enganem com vídeos na Internet,  mulheres sábias normalmente não estão neles ....Sejam realistas e saibam valorizar uma mulher de verdade quando emcontrá-la , porque normalmente,  elas não serão padrão como vocês querem .",0
@  onde foi que eu disse que explicar a história do feminismo é ir mal? Tá viajandoFugiu das aulas de português foi?,1
Agora com a gravação  o corno já sabe a catraia kkk,1
"Não precisa ser raparigueiro para cair nesse golpe, basta ter o azar de dar carona para uma vagabunda destas daí, aqui em Brasília muitos coroas caíram nesse golpe de dar carona para certas minas bonitas!",1
Já estou seguindo ambos! 🙋🏻‍♂️🙋🏻‍♂️,0
"Justiça é o que não existe nesse país, basta a mulher chegar chorando na delegacia que passa de agressora a vítima !",1
Infelizmente tem homem q acha q a casa de limpa magicamente e q a comida se faz sozinha.Trabalho de casa é eterno não acaba nunca,0
"@ -gz6yi Se é possível para você, que é homem, é também para uma mulher, aliás pelo tamanho do Brasil e sua quantidade de mulheres, impossível é seguir esse seu ceticismo.",0
"Sempre fui assim, porém fui chamada de chato e com o apoio da ordinária da mãe, preferiram me mandar embora de casa, porém não desisti da minha filha e por amor a ela contínuo cuidando dela mesmo nao morando mais juntos.",1
Kokk .. minha amiga ? Kkkk ta bom eu acredito no papai noel .,0
Que horror! 😱😱😱 Essa moça não teve mãe ou pai?,0
Dessa conversa saiu mentira demais se loko kkk,0
"E AINDA TEM GENTE QUE ACHA QUE ESTAS PR   SÃO UMAS COITADINHAS, SEXO FRÁGIL.PRA MIM O QUE VALE É O CARÁTER DA PESSOA, E NÃO O GÊNERO DELA.MERCADORIA POR MERCADORIA, PREFIRO AS GP, SAI MAIS BARATO E EVITO GRANDES PROBLEMAS.",0
"Canal tem futuro, só evita ficar gaguejando e com vício oratório que soa como insegurança e medo de se expressar kkkkk mas vamo lá ! ótimo cana !",0
"🤔 isso nem mi surpreende pode ser que muitos homens são assim mais isso é característica biologia de toda mulher nunca é bom o suficiente sempre querem mais... podem mi chamar de machista o que quiser, porém mentindo eu não estou.",1
Eu nunca mais voltei mais com a minha avó😢❤,0
"Pensamos em ter uma vida melhor em todos os quesitos como financeiramente, construir uma família, carreira em area pública ou privada e etc (Isso não é ruim, desde que seja feito de modo correto) porém o vazio infinito que existe em cada um de nós só pode ser preenchido com uma única coisa, Jesus.Hey Copini, estou aqui!",0
Vc é gay? = Ser rejeitada é algo impossível pro meu ego aceitar.,1
"Como evangélico q fui por duas décadas e meia, assino em baixo o q vc disse! Hj em dia quero distância dessa galera! É só ego, narcisismo, totalitarismo e individualismo!",1
