id_comentario_anonimizado,comentario,final_misoginia,final_toxicidade,texto_analise,score_perspective_max,latencia_api,detalhe_toxicity,detalhe_severe,detalhe_identity,detalhe_insult,tipo_origem,unified_label,original_label_column
comentario_2838214,"@  entenda uma coisa, em momento algum ele citou o nome de usuário ou o nome da senhora, ele apenas replicou uma piada com um trocadilho. E um detalhe adicional, se não fosse uma piada ele também estaria se referindo a irmã e mãe dele, ou seja, não faz sentido a sua revolta, além do mais, apenas a senhora veio reclamar, e não só reclamar, a senhora veio insinuando coisas de forma direta sobre a mãe dele.Se uma pessoa não se enquadra no que ele diz, não tem motivo algum para vim reclamar, sequer para vim dizer que a mãe dele é aquilo.E vou além, você em momento algum negou que você era aquilo, apenas insinuou que a mãe dele também fosse.😂😂😂😂😂",0,1,"@  entenda uma coisa, em momento algum ele citou o nome de usuário ou o nome da senhora, ele apenas replicou uma piada com um trocadilho. E um detalhe adicional, se não fosse uma piada ele também estaria se referindo a irmã e mãe dele, ou seja, não faz sentido a sua revolta, além do mais, apenas a senhora veio reclamar, e não só reclamar, a senhora veio insinuando coisas de forma direta sobre a mãe dele.Se uma pessoa não se enquadra no que ele diz, não tem motivo algum para vim reclamar, sequer para vim dizer que a mãe dele é aquilo.E vou além, você em momento algum negou que você era aquilo, apenas insinuou que a mãe dele também fosse.😂😂😂😂😂",0.15766735,0.061634063720703125,0.15766735,0.0032806396,0.0093974555,0.08212569,comentarios_misoginia,0,final_misoginia
comentario_1630022,"@  só pq a lei no Brasil é falha que todas as mulheres são ruins? A culpa por acaso é de quem cria as leis ou das mulheres? Se tem homem ruim, tb vai ter mulher ruim que irá se aproveitar das leis, principalmente no Brasil. Isso ñ quer dizer que todas as acusações são falsas ou que ñ tem mulheres que precisam de leis para serem protegidas. Sabemos que essas leis nem ajudam realmente as mulheres que precisam, já que muitas são mortas e o assassino mal fica na cadeia.",0,0,"@  só pq a lei no Brasil é falha que todas as mulheres são ruins? A culpa por acaso é de quem cria as leis ou das mulheres? Se tem homem ruim, tb vai ter mulher ruim que irá se aproveitar das leis, principalmente no Brasil. Isso ñ quer dizer que todas as acusações são falsas ou que ñ tem mulheres que precisam de leis para serem protegidas. Sabemos que essas leis nem ajudam realmente as mulheres que precisam, já que muitas são mortas e o assassino mal fica na cadeia.",0.25462922,0.13750934600830078,0.25462922,0.009307861,0.22261032,0.16853803,comentarios_misoginia,0,final_misoginia
comentario_448463,"Por trás duma armadura de ""virtude"" mangina está um esqueleto misógino",0,0,"Por trás duma armadura de ""virtude"" mangina está um esqueleto misógino",0.25462922,0.1302931308746338,0.25462922,0.016383713,0.07425626,0.24287975,comentarios_misoginia,0,final_misoginia
comentario_2264481,"​ ,  terapeuta é coisa de homem, o que todos precisam é de Cristo em suas vidas, Deus é o sentido da vida.",1,0,"​ ,  terapeuta é coisa de homem, o que todos precisam é de Cristo em suas vidas, Deus é o sentido da vida.",0.054779384,0.1128542423248291,0.054779384,0.002412796,0.021786476,0.018001022,comentarios_misoginia,1,final_misoginia
comentario_1905828,"Quenha assumida , cobrou na lata😅😅",0,1,"Quenha assumida , cobrou na lata😅😅",0.36709076,0.1293776035308838,0.3317266,0.016900165,0.02048012,0.36709076,comentarios_misoginia,0,final_misoginia
comentario_855739,"Vai do marido, isso é um previlégio de poucos.",0,0,"Vai do marido, isso é um previlégio de poucos.",0.0154562555,0.1339893341064453,0.0154562555,0.00054359436,0.0017481487,0.012186904,comentarios_misoginia,0,final_misoginia
comentario_1627045,"""nem tudo o q voce ve na internet é real."" eu diria q quase tudo é ficção. :)",0,0,"""nem tudo o q voce ve na internet é real."" eu diria q quase tudo é ficção. :)",0.027442247,0.16086030006408691,0.027442247,0.00079631805,0.0026823445,0.014086916,comentarios_misoginia,0,final_misoginia
comentario_464118,E você já deu para quantas 😅😅😅😅,0,1,E você já deu para quantas 😅😅😅😅,0.04315203,0.13432598114013672,0.04315203,0.0018692017,0.00207188,0.019354604,comentarios_misoginia,0,final_misoginia
comentario_124366,Kokk .. minha amiga ? Kkkk ta bom eu acredito no papai noel .,0,0,Kokk .. minha amiga ? Kkkk ta bom eu acredito no papai noel .,0.11150667,0.11296772956848145,0.11150667,0.0073242188,0.013646871,0.032028005,comentarios_misoginia,0,final_misoginia
comentario_2106526,Esse pai tem meu respeito. 👏🏻👏🏻👏🏻👏🏻,0,0,Esse pai tem meu respeito. 👏🏻👏🏻👏🏻👏🏻,0.006828872,0.09651589393615723,0.006691428,0.0005531311,0.0017111509,0.006828872,comentarios_misoginia,0,final_misoginia
comentario_106040,"Em que planeta ela vive que não sabe da lei ""Não é Não"" e que isso da até cadeia, nem bom dia dou mais para as digníssimas kkkkkkkk",1,1,"Em que planeta ela vive que não sabe da lei ""Não é Não"" e que isso da até cadeia, nem bom dia dou mais para as digníssimas kkkkkkkk",0.29039988,0.09670710563659668,0.29039988,0.015867263,0.026810925,0.26957804,comentarios_misoginia,1,final_misoginia
comentario_1293498,Gosta sim se nao gostasse nao pagaria para a amante e nao ficaria com uma que usa tudo isso😂😂,0,0,Gosta sim se nao gostasse nao pagaria para a amante e nao ficaria com uma que usa tudo isso😂😂,0.048594624,0.1156005859375,0.048594624,0.0011205673,0.0028118372,0.027730936,comentarios_misoginia,0,final_misoginia
comentario_2367085,Porque a mulher do pastor transo com medigo,0,0,Porque a mulher do pastor transo com medigo,0.47886392,0.12093687057495117,0.47886392,0.16960317,0.34324843,0.40189892,comentarios_misoginia,0,final_misoginia
comentario_131757,"Eu tinha prazer de cuidar da minha mãe, ela se foi aos 93 anos❤❤❤ cuidei até o fim, e hoje sinto muita falta dela",0,0,"Eu tinha prazer de cuidar da minha mãe, ela se foi aos 93 anos❤❤❤ cuidei até o fim, e hoje sinto muita falta dela",0.01017851,0.163621187210083,0.01017851,0.00092983246,0.0026453468,0.0068668723,comentarios_misoginia,0,final_misoginia
comentario_1042943,A mão esquerda do cara....ainda desperta suspeita...,0,0,A mão esquerda do cara....ainda desperta suspeita...,0.07212844,0.11309099197387695,0.07212844,0.0015926361,0.0073625734,0.039444692,comentarios_misoginia,0,final_misoginia
comentario_1227448,desde de quando ficar junto o dia inteiro é um benefício para o cara?,0,0,desde de quando ficar junto o dia inteiro é um benefício para o cara?,0.025792383,0.12065815925598145,0.025792383,0.000834465,0.0019608864,0.011654901,comentarios_misoginia,0,final_misoginia
comentario_2201486,Mulher cheia de amigos e com 500 contatos de homem no zap.  Tem otário que acha normal.  Minha ex tinha uma amiga assim. Um dia ela veio me dizer que amiga é muito comunicativa. Eu respondi: eu sei! Ela deve adorar falar no microfone dos outros. Me poupe por que eu não fui criado na Disney !  Ela até bloqueouu a tal amiga.,1,1,Mulher cheia de amigos e com 500 contatos de homem no zap.  Tem otário que acha normal.  Minha ex tinha uma amiga assim. Um dia ela veio me dizer que amiga é muito comunicativa. Eu respondi: eu sei! Ela deve adorar falar no microfone dos outros. Me poupe por que eu não fui criado na Disney !  Ela até bloqueouu a tal amiga.,0.33896056,0.10988020896911621,0.31825066,0.016319158,0.051808115,0.33896056,comentarios_misoginia,1,final_misoginia
comentario_710799,"Parabéns pela sintonia. Quem achar, achou. Ganhou na loteria. A Exceção só confirma a regra. A regra de que não vale a pena assumir uma mulher hoje em dia.",1,1,"Parabéns pela sintonia. Quem achar, achou. Ganhou na loteria. A Exceção só confirma a regra. A regra de que não vale a pena assumir uma mulher hoje em dia.",0.1100022,0.1386280059814453,0.1100022,0.0030136108,0.08004672,0.036435258,comentarios_misoginia,1,final_misoginia
comentario_2558219,Ele ta certo. Eu sou bi e to preferindo femboys. Esses são um amor de pessoa. Me tratam como Deus.,0,0,Ele ta certo. Eu sou bi e to preferindo femboys. Esses são um amor de pessoa. Me tratam como Deus.,0.112953395,0.09638619422912598,0.112953395,0.007095337,0.10221587,0.030485468,comentarios_misoginia,0,final_misoginia
comentario_257520,"Esses são os dilemas da juventude, depois de adulto piora",0,0,"Esses são os dilemas da juventude, depois de adulto piora",0.012880214,0.12048602104187012,0.012880214,0.00051259995,0.0029228306,0.010400894,comentarios_misoginia,0,final_misoginia
comentario_1069677,Mulherada exigindo respeito sendo que elas não respeitam nem a elas mesmas 😂😂😂😂😂😂😂É. difudê 🤣🤣🤣🤣🤣🤣🤣,1,1,Mulherada exigindo respeito sendo que elas não respeitam nem a elas mesmas 😂😂😂😂😂😂😂É. difudê 🤣🤣🤣🤣🤣🤣🤣,0.37751234,0.10967731475830078,0.37751234,0.023076924,0.36702603,0.36798462,comentarios_misoginia,1,final_misoginia
comentario_662960,Olha isso é verdade parabéns tem que divulgar isso mesmo❤ Maria Timon Maranhão,0,0,Olha isso é verdade parabéns tem que divulgar isso mesmo❤ Maria Timon Maranhão,0.0066958712,0.13402414321899414,0.0058432184,0.0005221367,0.0011746819,0.0066958712,comentarios_misoginia,0,final_misoginia
comentario_1243833,"Foi o que eu falei, vou empilhar tantas provas que só os malucos vão continuar teimando",0,0,"Foi o que eu falei, vou empilhar tantas provas que só os malucos vão continuar teimando",0.28312725,0.1485917568206787,0.28312725,0.007247925,0.012240025,0.26957804,comentarios_misoginia,0,final_misoginia
comentario_1654905,"Meu deus eu tenho eh odio de gnt sem nocao q submete a oripria vida em troca de ser besta na eua dirige mal e ainda quer ter razao e nao sabe se contentar com nada, e fica faznd prezepada nan sinceramente",0,1,"Meu deus eu tenho eh odio de gnt sem nocao q submete a oripria vida em troca de ser besta na eua dirige mal e ainda quer ter razao e nao sabe se contentar com nada, e fica faznd prezepada nan sinceramente",0.35016364,0.12921690940856934,0.3250515,0.019740647,0.10221587,0.35016364,comentarios_misoginia,0,final_misoginia
comentario_1472941,"Falo a absoluta verdade O a gente se valora e cria um amor próprio,  o nois sofriremos a vida toda .Mantenha a fé,  que o gran amor da sua vida, ainda está para chegar❤",0,0,"Falo a absoluta verdade O a gente se valora e cria um amor próprio,  o nois sofriremos a vida toda .Mantenha a fé,  que o gran amor da sua vida, ainda está para chegar❤",0.014890783,0.15446114540100098,0.014890783,0.00082969666,0.0021828737,0.00975489,comentarios_misoginia,0,final_misoginia
comentario_701601,Fudeu a pestinha literalmente 😂,1,1,Fudeu a pestinha literalmente 😂,0.41690505,0.10290694236755371,0.41690505,0.02411546,0.015053716,0.3388922,comentarios_misoginia,1,final_misoginia
comentario_1005281,Eu sou um mistério inrressistvel,0,0,Eu sou um mistério inrressistvel,0.048099842,0.11281275749206543,0.048099842,0.0020122528,0.0057346676,0.016708933,comentarios_misoginia,0,final_misoginia
comentario_540555,esse cara um picareta prega mas nao faz o que prega,0,1,esse cara um picareta prega mas nao faz o que prega,0.40189892,0.16381216049194336,0.39644176,0.018320406,0.039972372,0.40189892,comentarios_misoginia,0,final_misoginia
comentario_1212121,"Rapaz, nem na Globe tem atores tão bons.",0,0,"Rapaz, nem na Globe tem atores tão bons.",0.043646812,0.16209673881530762,0.043646812,0.0010919571,0.004994711,0.028392024,comentarios_misoginia,0,final_misoginia
comentario_1983871,"Aos mais novos, que acreditam no conservadorismo como solução, aconselho-os a procurar o texto acerca da bolha misândrica que saiu até no New York times deve ter mais de 10 anos. O homem conservador é o mais insalubridade e o que mais caga regra aos outros. A pegada desse texto vai na linha de que, por mais que haja um sistema feminista, elas não conseguiriam prejudicar um homem sem o aval e a chancela do homem tradcon e o mesmo faz na intenção de se aparentar cavalheiresco. Recomendo",0,0,"Aos mais novos, que acreditam no conservadorismo como solução, aconselho-os a procurar o texto acerca da bolha misândrica que saiu até no New York times deve ter mais de 10 anos. O homem conservador é o mais insalubridade e o que mais caga regra aos outros. A pegada desse texto vai na linha de que, por mais que haja um sistema feminista, elas não conseguiriam prejudicar um homem sem o aval e a chancela do homem tradcon e o mesmo faz na intenção de se aparentar cavalheiresco. Recomendo",0.32236105,0.13231229782104492,0.32236105,0.019095084,0.23391083,0.26957804,comentarios_misoginia,0,final_misoginia
comentario_1380135,"Na verdade essas véia largadas tão mais pra empoeiradas, o cara que se junta com elas tem q aguentar as crises existenciais",1,1,"Na verdade essas véia largadas tão mais pra empoeiradas, o cara que se junta com elas tem q aguentar as crises existenciais",0.23271075,0.12694215774536133,0.23271075,0.010681152,0.036620867,0.18852992,comentarios_misoginia,1,final_misoginia
comentario_2026152,"@  sim, sempre houve as exceções, inclusive algumas mulheres admiráveis fizeram historia com isso no passado, Marrie Currie por exemplo, entre outras q tiveram destaque no meio academico com pesquisas, não to questionando a capacidade das mulheres mas sim que: se levarmos o modelo conservador a risca temos vantagens e desvantagenspara criação de filhos o modelo de o casal trabalhar fora sempre causou mais restriçção na tarefa de criar filhos e isso a longo prazo causa reduçção populacional, escassez de mao de obra, entre outras coisas, mas desfavorece a procriação o modelo moderno, acredito q é esse ponto que ""preocupa"" os conservadores, pra mim tanto faz kkkkk, ja abracei a modernidade.",1,0,"@  sim, sempre houve as exceções, inclusive algumas mulheres admiráveis fizeram historia com isso no passado, Marrie Currie por exemplo, entre outras q tiveram destaque no meio academico com pesquisas, não to questionando a capacidade das mulheres mas sim que: se levarmos o modelo conservador a risca temos vantagens e desvantagenspara criação de filhos o modelo de o casal trabalhar fora sempre causou mais restriçção na tarefa de criar filhos e isso a longo prazo causa reduçção populacional, escassez de mao de obra, entre outras coisas, mas desfavorece a procriação o modelo moderno, acredito q é esse ponto que ""preocupa"" os conservadores, pra mim tanto faz kkkkk, ja abracei a modernidade.",0.077668175,0.1032249927520752,0.077668175,0.0018405914,0.029402243,0.029493837,comentarios_misoginia,1,final_misoginia
comentario_2403913,Tua maquiagem é perfeita. Teus Lábios são lindos teus dentinhos maravilhosos d perfeitos. Sou teu fã 👄,1,0,Tua maquiagem é perfeita. Teus Lábios são lindos teus dentinhos maravilhosos d perfeitos. Sou teu fã 👄,0.08874765,0.11172723770141602,0.08874765,0.005836487,0.0058456613,0.019354604,comentarios_misoginia,1,final_misoginia
comentario_1214300," O exemplo é correto, se vc quiser seguir o contrário fique a vontade, mais lembre se um dia a conta chega.",0,0," O exemplo é correto, se vc quiser seguir o contrário fique a vontade, mais lembre se um dia a conta chega.",0.009613037,0.10385537147521973,0.009613037,0.0004696846,0.0014521659,0.00815888,comentarios_misoginia,0,final_misoginia
