id_comentario_anonimizado,comentario,final_misoginia,final_toxicidade,texto_analise,score_perspective_max,latencia_api,detalhe_toxicity,detalhe_severe,detalhe_identity,detalhe_insult,tipo_origem
comentario_875802,"Ela foi internada, e foi comprovado que ela tem problemas mentais e toma até remédios controlado.Por que vcs estão tratando como se fosse uma falta de caráter  ???? 🤷🏾‍♂️🤷🏾‍♂️🤷🏾‍♂️🤷🏾‍♂️🤷🏾‍♂️🤷🏾‍♂️🤷🏾‍♂️🤷🏾‍♂️ Doença é uma questão de caráter  ?????? Vcs que sujam a imagem da redphill.",0,1,"Ela foi internada, e foi comprovado que ela tem problemas mentais e toma até remédios controlado.Por que vcs estão tratando como se fosse uma falta de caráter  ???? 🤷🏾‍♂️🤷🏾‍♂️🤷🏾‍♂️🤷🏾‍♂️🤷🏾‍♂️🤷🏾‍♂️🤷🏾‍♂️🤷🏾‍♂️ Doença é uma questão de caráter  ?????? Vcs que sujam a imagem da redphill.",0.36798462,0.2827436923980713,0.3260917,0.012833111,0.039714564,0.36798462,comentarios
comentario_139225,"Rsss! 😂😂😂 ""Você não falou que a gente é só amigo? Moço,  atende ela aqui por favor!""",0,0,"Rsss! 😂😂😂 ""Você não falou que a gente é só amigo? Moço,  atende ela aqui por favor!""",0.049089402,0.26917099952697754,0.049089402,0.0015830994,0.0036627878,0.024124376,comentarios
comentario_2074455,"Irmão, eu não entendo porque as pessoas acham chocante pessoas do mundo do entretenimento que estão num relacionamento, traírem. Esperam o que?? As pessoas desse meio tem acesso a tudo e todos. Quando se tem poder, se usa. Pode ser músico, digital influencer, youtuber, artista, atleta, já é de se esperar. Segundo ponto: no mundo não existe justiça e nem lógica, e pra você que acredita em Deus, Deus também não tem sentido nenhum. Ele faz um cara de 1,90, branco, olho azul, cabelo dourado liso, forte e ao mesmo tempo um cara deficiente feio e fala que os dois são iguais. Acostume-se que o mundo tem sua base como a lei da selva. Se todos os nossos suprimentos e recursos acabarem, nos tornaremos assassinos, estupradores, ladrões em questao de dias. E não se importem com a moral, ela nunca existiu. É apenas o próprio ser humano",0,1,"Irmão, eu não entendo porque as pessoas acham chocante pessoas do mundo do entretenimento que estão num relacionamento, traírem. Esperam o que?? As pessoas desse meio tem acesso a tudo e todos. Quando se tem poder, se usa. Pode ser músico, digital influencer, youtuber, artista, atleta, já é de se esperar. Segundo ponto: no mundo não existe justiça e nem lógica, e pra você que acredita em Deus, Deus também não tem sentido nenhum. Ele faz um cara de 1,90, branco, olho azul, cabelo dourado liso, forte e ao mesmo tempo um cara deficiente feio e fala que os dois são iguais. Acostume-se que o mundo tem sua base como a lei da selva. Se todos os nossos suprimentos e recursos acabarem, nos tornaremos assassinos, estupradores, ladrões em questao de dias. E não se importem com a moral, ela nunca existiu. É apenas o próprio ser humano",0.28674445,0.277651309967041,0.28674445,0.018707745,0.23846684,0.16817254,comentarios
comentario_2988211,Parecem 02 idiotas olhando o prato pelo celular.,0,1,Parecem 02 idiotas olhando o prato pelo celular.,0.6051471,0.22342705726623535,0.54823303,0.023076924,0.020681098,0.6051471,comentarios
comentario_2104858,"Reparem que o ÚNICO que se da bem nessa história é o cara que não é casado, vai lá, come o abacaxi e vaza,os trouxas que são casado só se lascam.",0,1,"Reparem que o ÚNICO que se da bem nessa história é o cara que não é casado, vai lá, come o abacaxi e vaza,os trouxas que são casado só se lascam.",0.36365277,0.31132030487060547,0.3389984,0.023076924,0.17925262,0.36365277,comentarios
comentario_420575,"A roupa já define e anuncia que são marmitas, toda vez que aparece mulher com essa falta de pano.",1,1,"A roupa já define e anuncia que são marmitas, toda vez que aparece mulher com essa falta de pano.",0.004827922,0.254683256149292,0.00015118544,1.1473894e-05,3.3384786e-05,0.004827922,comentarios
comentario_950371,"Nada a ver ,isso não é verdade ,quase todos os homens tá nem aí, quase todos estão assim no celular, nem tá nem aí pra mulher, nada a ver ..isso vai de caráter,",0,0,"Nada a ver ,isso não é verdade ,quase todos os homens tá nem aí, quase todos estão assim no celular, nem tá nem aí pra mulher, nada a ver ..isso vai de caráter,",0.05725329,0.28241729736328125,0.05725329,0.0016307831,0.028886627,0.02657372,comentarios
comentario_2990439,Ficar como segunda opção  na vida de alguém  é  terrível! Quem te deixa nessa situação  não  merece nem ser descartado!Olhar pra trás  é  coisas de pessoas fracas!Deus é  a minha melhor opção!❤❤❤❤,0,0,Ficar como segunda opção  na vida de alguém  é  terrível! Quem te deixa nessa situação  não  merece nem ser descartado!Olhar pra trás  é  coisas de pessoas fracas!Deus é  a minha melhor opção!❤❤❤❤,0.103494145,0.2612285614013672,0.103494145,0.0032997131,0.0091384705,0.06302499,comentarios
comentario_1493220,"Parabéns pelo canal! 1° Sem faculdade ,2°Sem CNH, 3°Sem veículo, 4°Sem residência própria, 5° dependente e tem dependente. #ESTOU FORA",0,1,"Parabéns pelo canal! 1° Sem faculdade ,2°Sem CNH, 3°Sem veículo, 4°Sem residência própria, 5° dependente e tem dependente. #ESTOU FORA",0.10870059,0.29231834411621094,0.10870059,0.00333786,0.0091384705,0.03412145,comentarios
comentario_2614648,"sim mano, pq mtas mulheres tbm foram violentadas ai procuram o prazer em mulher que tbm é bastante, ai vira uma bola de neve pq a dopamina sobe la em cima",1,1,"sim mano, pq mtas mulheres tbm foram violentadas ai procuram o prazer em mulher que tbm é bastante, ai vira uma bola de neve pq a dopamina sobe la em cima",0.47473195,0.2740287780761719,0.47473195,0.16960317,0.23694818,0.26957804,comentarios
comentario_1947980,"Concordo plenamente. Um casamento não é feito para Deus, cai inevitavelmente na balança do quero ser feliz a todo custo × não quero ter o trabalho de consertar o que está ruim juntos. É uma ingenuidade achar que o casamento vai ser uma eterna lua de mel.",0,0,"Concordo plenamente. Um casamento não é feito para Deus, cai inevitavelmente na balança do quero ser feliz a todo custo × não quero ter o trabalho de consertar o que está ruim juntos. É uma ingenuidade achar que o casamento vai ser uma eterna lua de mel.",0.05378982,0.2783651351928711,0.05378982,0.0011539459,0.014551271,0.023608726,comentarios
comentario_1630022,"@  só pq a lei no Brasil é falha que todas as mulheres são ruins? A culpa por acaso é de quem cria as leis ou das mulheres? Se tem homem ruim, tb vai ter mulher ruim que irá se aproveitar das leis, principalmente no Brasil. Isso ñ quer dizer que todas as acusações são falsas ou que ñ tem mulheres que precisam de leis para serem protegidas. Sabemos que essas leis nem ajudam realmente as mulheres que precisam, já que muitas são mortas e o assassino mal fica na cadeia.",0,0,"@  só pq a lei no Brasil é falha que todas as mulheres são ruins? A culpa por acaso é de quem cria as leis ou das mulheres? Se tem homem ruim, tb vai ter mulher ruim que irá se aproveitar das leis, principalmente no Brasil. Isso ñ quer dizer que todas as acusações são falsas ou que ñ tem mulheres que precisam de leis para serem protegidas. Sabemos que essas leis nem ajudam realmente as mulheres que precisam, já que muitas são mortas e o assassino mal fica na cadeia.",0.25462922,0.2698957920074463,0.25462922,0.009422302,0.22063516,0.16846494,comentarios
comentario_1330622,"É infelizmente existe esse tipo de aceitação, o mundo vai a cada dia ficando pior.",0,0,"É infelizmente existe esse tipo de aceitação, o mundo vai a cada dia ficando pior.",0.10566349,0.24127554893493652,0.10566349,0.0019836426,0.00880549,0.028942931,comentarios
comentario_1905828,"Quenha assumida , cobrou na lata😅😅",0,1,"Quenha assumida , cobrou na lata😅😅",0.36709076,0.28559041023254395,0.3317266,0.016900165,0.02048012,0.36709076,comentarios
comentario_64093,Job e trabalho em inglês. Kkkk só que hj em dia em puta kkkkk 😂kkkk ou parado na esquina esperando um otário 😂,1,1,Job e trabalho em inglês. Kkkk só que hj em dia em puta kkkkk 😂kkkk ou parado na esquina esperando um otário 😂,0.6308517,0.26111841201782227,0.6308517,0.35368225,0.09659086,0.5130944,comentarios
comentario_1600299,"""Nera"" esse jogador que namorava uma trans? Tá solteiro ou pulou a cerca?",0,1,"""Nera"" esse jogador que namorava uma trans? Tá solteiro ou pulou a cerca?",0.46028158,0.2759394645690918,0.4013387,0.02416241,0.46028158,0.40189892,comentarios
comentario_124366,Kokk .. minha amiga ? Kkkk ta bom eu acredito no papai noel .,0,0,Kokk .. minha amiga ? Kkkk ta bom eu acredito no papai noel .,0.11140333,0.2791905403137207,0.11140333,0.007286072,0.013546381,0.032468732,comentarios
comentario_2304333,"E isto é porque no casamento é o homem que ainda tem senso de responsabilidade, principalmente se tiver filho, pois é justamente o homem, cuja mente é racional, que consegue ter nocao real da seriedade e da dificuldade de prover. E é tambem o homem que tem de aguentar o tranco de abrir mao de usar sua renda para si mesmo. A donzela joga no modo facil e ainda é a rainha de reclamar. Agora, sobre o video em si: que conversinha mais mole e sem substancia, apenas falas baratas e shaming. É isto o que sobrou vindo de um cara que se acha homem de verdade e se acha mais fiel a Deus do que aqueles para quem fala?",1,1,"E isto é porque no casamento é o homem que ainda tem senso de responsabilidade, principalmente se tiver filho, pois é justamente o homem, cuja mente é racional, que consegue ter nocao real da seriedade e da dificuldade de prover. E é tambem o homem que tem de aguentar o tranco de abrir mao de usar sua renda para si mesmo. A donzela joga no modo facil e ainda é a rainha de reclamar. Agora, sobre o video em si: que conversinha mais mole e sem substancia, apenas falas baratas e shaming. É isto o que sobrou vindo de um cara que se acha homem de verdade e se acha mais fiel a Deus do que aqueles para quem fala?",0.2540519,0.2617642879486084,0.2540519,0.012130737,0.04048799,0.24835461,comentarios
comentario_1160569,nao importa o que o cara ta conseguindo fazer e sim se esta lutando ou parado,0,0,nao importa o que o cara ta conseguindo fazer e sim se esta lutando ou parado,0.05898502,0.28148436546325684,0.05898502,0.0025177002,0.0055496786,0.013820915,comentarios
comentario_2550273,Isso é vdd eu te admiro tbm eles amam ouvir eu te respeito acho q é a melhor coisa que um homem em sua masculinidade nata ama ouvir.,0,0,Isso é vdd eu te admiro tbm eles amam ouvir eu te respeito acho q é a melhor coisa que um homem em sua masculinidade nata ama ouvir.,0.042657252,0.2892184257507324,0.042657252,0.0019931793,0.018671319,0.01961243,comentarios
comentario_2185826,"Sei bem como é esse papo 😂😂😂 todas caem 👏🏻👏🏻👏🏻👏🏻, não que eu não tenha os planos e projetos , mas nunca iria entregar nas mãos dessas oportunistas. Apenas devemos deixar a entender que elas estão inclusas nos planos .",1,1,"Sei bem como é esse papo 😂😂😂 todas caem 👏🏻👏🏻👏🏻👏🏻, não que eu não tenha os planos e projetos , mas nunca iria entregar nas mãos dessas oportunistas. Apenas devemos deixar a entender que elas estão inclusas nos planos .",0.18364124,0.2760181427001953,0.18364124,0.0033950806,0.014953227,0.16809943,comentarios
comentario_1227448,desde de quando ficar junto o dia inteiro é um benefício para o cara?,0,0,desde de quando ficar junto o dia inteiro é um benefício para o cara?,0.025792383,0.2809426784515381,0.025792383,0.000834465,0.0019608864,0.011654901,comentarios
comentario_710799,"Parabéns pela sintonia. Quem achar, achou. Ganhou na loteria. A Exceção só confirma a regra. A regra de que não vale a pena assumir uma mulher hoje em dia.",1,1,"Parabéns pela sintonia. Quem achar, achou. Ganhou na loteria. A Exceção só confirma a regra. A regra de que não vale a pena assumir uma mulher hoje em dia.",0.10956833,0.28636741638183594,0.10956833,0.0030136108,0.08004672,0.036214896,comentarios
comentario_2314212,pois ela se sente presa é so ele da a carta de alforia pra ela ..que cada um procurar alguem que estar a seu nivel,1,1,pois ela se sente presa é so ele da a carta de alforia pra ela ..que cada um procurar alguem que estar a seu nivel,0.09828771,0.2736649513244629,0.09828771,0.0026893616,0.0059936526,0.030485468,comentarios
comentario_911603,O veneno escorreu no canto da boca!!! KkkJá vi vários amigos se ferrando desse jeito!!!,0,1,O veneno escorreu no canto da boca!!! KkkJá vi vários amigos se ferrando desse jeito!!!,0.4269174,0.2974381446838379,0.4269174,0.02449106,0.010803374,0.26196828,comentarios
comentario_834587,"O abjeto de estudo de um socialista é o capitalismo. Então não, n são áreas distintas",0,0,"O abjeto de estudo de um socialista é o capitalismo. Então não, n são áreas distintas",0.048842013,0.26912689208984375,0.048842013,0.0013542175,0.020882076,0.024640027,comentarios
comentario_2558219,Ele ta certo. Eu sou bi e to preferindo femboys. Esses são um amor de pessoa. Me tratam como Deus.,0,0,Ele ta certo. Eu sou bi e to preferindo femboys. Esses são um amor de pessoa. Me tratam como Deus.,0.11347008,0.28087329864501953,0.11347008,0.0074005127,0.10221587,0.030926194,comentarios
comentario_2974321,"Tbm acho, pode ser um filtro sim...se inicialmente o cara ja aceitar dar dinheiro, com certeza ele não serve...pq vai acabar dando dinheiro pra qualquer pessoa que aparecer na vida dele...agora se o cara não der, ja vai ser um bom sinal...sinal que ele sabe o valor do dinheiro e esse dinheiro não é pra qualquer um...",0,0,"Tbm acho, pode ser um filtro sim...se inicialmente o cara ja aceitar dar dinheiro, com certeza ele não serve...pq vai acabar dando dinheiro pra qualquer pessoa que aparecer na vida dele...agora se o cara não der, ja vai ser um bom sinal...sinal que ele sabe o valor do dinheiro e esse dinheiro não é pra qualquer um...",0.033806015,0.2767796516418457,0.033806015,0.00074863434,0.0016094068,0.023479814,comentarios
comentario_2282703,Realmente! O pai dela tem que pedir desculpas por colocar essa bosta no mundo kkkk,0,1,Realmente! O pai dela tem que pedir desculpas por colocar essa bosta no mundo kkkk,0.4747285,0.2683091163635254,0.4574824,0.08595808,0.12208464,0.4747285,comentarios
comentario_2994848,"Para mim houve um reset. Algo relacionado ao ciclo solar, o que nos afeta 100%.Corona solar...",0,0,"Para mim houve um reset. Algo relacionado ao ciclo solar, o que nos afeta 100%.Corona solar...",0.009173225,0.2749032974243164,0.009173225,0.0005578995,0.0015076627,0.007854878,comentarios
comentario_662960,Olha isso é verdade parabéns tem que divulgar isso mesmo❤ Maria Timon Maranhão,0,0,Olha isso é verdade parabéns tem que divulgar isso mesmo❤ Maria Timon Maranhão,0.0066958712,0.26245594024658203,0.0058432184,0.0005221367,0.0011746819,0.0066958712,comentarios
comentario_1243833,"Foi o que eu falei, vou empilhar tantas provas que só os malucos vão continuar teimando",0,0,"Foi o que eu falei, vou empilhar tantas provas que só os malucos vão continuar teimando",0.28312725,0.2874178886413574,0.28312725,0.007095337,0.012240025,0.26957804,comentarios
comentario_2244751,E quando o cara já comeu todas😅,1,0,E quando o cara já comeu todas😅,0.049336795,0.2775418758392334,0.049336795,0.0022506714,0.0018683918,0.015188923,comentarios
comentario_1174318,E ainda tem gente que acredita em Janja e Lula no poder... ah ah ah ah ah ah ah ah ah ah ... chupa .,0,1,E ainda tem gente que acredita em Janja e Lula no poder... ah ah ah ah ah ah ah ah ah ah ... chupa .,0.48627716,0.288693904876709,0.4475325,0.23223771,0.10221587,0.48627716,comentarios
comentario_1099942,E as evangélicas da sua congregação?,0,0,E as evangélicas da sua congregação?,0.051068526,0.2968180179595947,0.051068526,0.0013828278,0.04512853,0.01648093,comentarios
comentario_1706755,Fechei o vídeo quando ela falou geração do fim do capitalismo KKKKKKKKKDEUS É MAIS,0,0,Fechei o vídeo quando ela falou geração do fim do capitalismo KKKKKKKKKDEUS É MAIS,0.1641865,0.2678070068359375,0.1641865,0.01159668,0.017967897,0.042665333,comentarios
comentario_3005457,"Se temos hoje uma mídia que cria caos em relacionamentos nas novelas, isso é perpetuado na nossa sociedade. Taí o BBB que o diga!",0,0,"Se temos hoje uma mídia que cria caos em relacionamentos nas novelas, isso é perpetuado na nossa sociedade. Taí o BBB que o diga!",0.045131154,0.2813093662261963,0.045131154,0.0010061264,0.0056236745,0.029053112,comentarios
comentario_2243266,"Se caísse uA bomba atômica lá, não faria falta.",0,1,"Se caísse uA bomba atômica lá, não faria falta.",0.37340668,0.29347681999206543,0.37340668,0.16960317,0.06340405,0.07428485,comentarios
comentario_2974988,Esses são os miquenhias 😂😂😂 os que tem amor próprio são chamados de narcisistas por essas mulheres que gostam de se aparecer.,1,1,Esses são os miquenhias 😂😂😂 os que tem amor próprio são chamados de narcisistas por essas mulheres que gostam de se aparecer.,0.34548226,0.23210453987121582,0.33421695,0.018836858,0.25986546,0.34548226,comentarios
comentario_175955,"Valores, parabéns aos pais e Deus abencoe esse guri.",0,0,"Valores, parabéns aos pais e Deus abencoe esse guri.",0.010618322,0.27507495880126953,0.010618322,0.0006246567,0.0014429165,0.009488888,comentarios
comentario_540555,esse cara um picareta prega mas nao faz o que prega,0,1,esse cara um picareta prega mas nao faz o que prega,0.40189892,0.2847452163696289,0.39644176,0.018320406,0.039972372,0.40189892,comentarios
comentario_2554751,"  o kaká? Tu não fala nada né? Um cara bom, evangélico, lindo, família,  bom pai, bom marido e...mesmo assim tomou pé na bunda! Não é desse tipo que as mulheres clamam pra ter? Ou é o bandido tatuado?",1,1,"  o kaká? Tu não fala nada né? Um cara bom, evangélico, lindo, família,  bom pai, bom marido e...mesmo assim tomou pé na bunda! Não é desse tipo que as mulheres clamam pra ter? Ou é o bandido tatuado?",0.6667219,0.28782224655151367,0.6667219,0.35368225,0.28622448,0.5678696,comentarios
comentario_105691,A única parte ruim do vídeo é que ele acaba.,0,0,A única parte ruim do vídeo é que ele acaba.,0.19314334,0.27660083770751953,0.19314334,0.004119873,0.0052906936,0.036435258,comentarios
comentario_2053913,Relacionamento é feito de muitas micro coisas e poucas macro coisas.,0,0,Relacionamento é feito de muitas micro coisas e poucas macro coisas.,0.0051806117,0.2743384838104248,0.0015707577,0.00010371208,0.000353792,0.0051806117,comentarios
comentario_1409951,"Sai do emprego! Fica em casa, cuidando do marido e dos filhos se os tiver. Faça um curso de corte e costura e ganha dinheiro sem sair de casa. Pague a Previdência como costureira autonoma. Seja feliz com sua familia, seu marido!",1,1,"Sai do emprego! Fica em casa, cuidando do marido e dos filhos se os tiver. Faça um curso de corte e costura e ganha dinheiro sem sair de casa. Pague a Previdência como costureira autonoma. Seja feliz com sua familia, seu marido!",0.104795754,0.31217026710510254,0.104795754,0.0019359589,0.0042547537,0.04442204,comentarios
comentario_2816441,Mas aí sua irmã é uma vacilona,0,1,Mas aí sua irmã é uma vacilona,0.5678696,0.2588350772857666,0.509388,0.13073033,0.10221587,0.5678696,comentarios
comentario_920111,"  ele precisa fazer continuamente uma terapia intensiva, e ele precisa usar a racionalidade. Se ele continuar desse jeito vão se aproveitar dele, já sabem o ponto fraco dele e manipulam isso.",0,0,"  ele precisa fazer continuamente uma terapia intensiva, e ele precisa usar a racionalidade. Se ele continuar desse jeito vão se aproveitar dele, já sabem o ponto fraco dele e manipulam isso.",0.25727063,0.25632262229919434,0.25727063,0.0064849854,0.02238941,0.17237684,comentarios
comentario_2661397,Tive uma patroa em Portugal que falava que quando começaram a falar de marido e emptegada ela saia de perto para não ter que dizer nada ja que eu era otima baba e o marido dela era ótimo. Fui muito feliz la.,0,0,Tive uma patroa em Portugal que falava que quando começaram a falar de marido e emptegada ela saia de perto para não ter que dizer nada ja que eu era otima baba e o marido dela era ótimo. Fui muito feliz la.,0.01017851,0.2772810459136963,0.01017851,0.00051259995,0.00224762,0.009165886,comentarios
comentario_2403913,Tua maquiagem é perfeita. Teus Lábios são lindos teus dentinhos maravilhosos d perfeitos. Sou teu fã 👄,1,0,Tua maquiagem é perfeita. Teus Lábios são lindos teus dentinhos maravilhosos d perfeitos. Sou teu fã 👄,0.09112182,0.23821353912353516,0.09112182,0.0059890747,0.0061046463,0.019483518,comentarios
