id_comentario_anonimizado,comentario,final_misoginia,final_toxicidade,texto_analise,score_perspective_max,latencia_api,detalhe_toxicity,detalhe_severe,detalhe_identity,detalhe_insult,tipo_origem,unified_label,original_label_column,threshold_aplicado,pred_label
comentario_1710277,"Homens não estão mais chegando nas mulheres por dois motivos:  1- acusações falsas de assédio 2 - O sexo está muito fácil, portanto não vale a pena se arriscar a ser preso por falsa acusação de assédio ou ser ridicularizado por alguma madame com o ego inflado.",1,1,"Homens não estão mais chegando nas mulheres por dois motivos:  1- acusações falsas de assédio 2 - O sexo está muito fácil, portanto não vale a pena se arriscar a ser preso por falsa acusação de assédio ou ser ridicularizado por alguma madame com o ego inflado.",0.15103401,0.1030890941619873,0.15103401,0.013414118,0.08087392,0.07808672,comentarios_toxicidade,1,final_toxicidade,0.2,0
comentario_703163,Isso quer dizer dizer quando a mulher quer traiir ninguém segura,1,1,Isso quer dizer dizer quando a mulher quer traiir ninguém segura,0.17805049,0.0848360061645507,0.17805049,0.008239746,0.11047905,0.07396803,comentarios_toxicidade,1,final_toxicidade,0.2,0
comentario_765909,O contrário tá aq na minha cueca,0,1,O contrário tá aq na minha cueca,0.20839658,0.0937821865081787,0.20839658,0.009346008,0.0045322375,0.033019636,comentarios_toxicidade,1,final_toxicidade,0.2,1
comentario_732794,KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK A FUTURA DONZELA DOS SENHORES 😂😂😂😂😂😂,1,0,KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK A FUTURA DONZELA DOS SENHORES 😂😂😂😂😂😂,0.19029272,0.0943577289581298,0.19029272,0.015479924,0.011691323,0.061976057,comentarios_toxicidade,0,final_toxicidade,0.2,0
comentario_2012710,"Dubai não é islã cara, que merda, quer falar em islã de verdade é Irã, Iraque, onde a lei é a Sharia. Dubai flexibilizou as leis e regras para ocidentais  investir e morar ali, depois que o príncipe herdou o trono ele mudou tudo. Não fale o que não sabe, já disse isso mil vezes. Turquia, Dubai e outros estados que se diz islã mas não é, o islã de verdade é o que segue a Sharia, simples assim, o islã de verdade é o que a mulher quebrou a lei da Sharia é morta ou leva 90 chibatadas. Se você mudar as leis de um país pra possibilitar a entrada de ocidentais visando dinheiro dá nisso mesmo. Você tem que escolher a putaria e dinheiro ou as regras da Sharia e ficar ficar isolado.Se vc flexibilizar ou mudar as leis claro que as mulheres fará merda, não se trata de mulher ocidental e mulher oriental ser boa ou ruim, é as leis meu caro, no Irã ela se comporta porque a lei diz que se não se comportar morre, aqui no Brasil se a lei disse pode roubar, todo mundo vai roubar mesmo quem supostamente é correto, porque quando o correto e roubado a todo tempo ele percebe que ou rouba também ou morrerá de fome, acorda cacete, Dubai não segue mais o islã, islã é as leis da Sharia, não segue as leis da Sharia não é islã.",1,1,"Dubai não é islã cara, que merda, quer falar em islã de verdade é Irã, Iraque, onde a lei é a Sharia. Dubai flexibilizou as leis e regras para ocidentais  investir e morar ali, depois que o príncipe herdou o trono ele mudou tudo. Não fale o que não sabe, já disse isso mil vezes. Turquia, Dubai e outros estados que se diz islã mas não é, o islã de verdade é o que segue a Sharia, simples assim, o islã de verdade é o que a mulher quebrou a lei da Sharia é morta ou leva 90 chibatadas. Se você mudar as leis de um país pra possibilitar a entrada de ocidentais visando dinheiro dá nisso mesmo. Você tem que escolher a putaria e dinheiro ou as regras da Sharia e ficar ficar isolado.Se vc flexibilizar ou mudar as leis claro que as mulheres fará merda, não se trata de mulher ocidental e mulher oriental ser boa ou ruim, é as leis meu caro, no Irã ela se comporta porque a lei diz que se não se comportar morre, aqui no Brasil se a lei disse pode roubar, todo mundo vai roubar mesmo quem supostamente é correto, porque quando o correto e roubado a todo tempo ele percebe que ou rouba também ou morrerá de fome, acorda cacete, Dubai não segue mais o islã, islã é as leis da Sharia, não segue as leis da Sharia não é islã.",0.4810288,0.0978052616119384,0.47323486,0.35112193,0.44690517,0.4810288,comentarios_toxicidade,1,final_toxicidade,0.2,1
comentario_192846,"Eu queria tanto saber as fontes desse Jr... é uma metralhadora de ""fatos"" infundados. Tenho piedade da mulher que tentar ter algo com ele, com certeza será desrespeitada a torto e à direita. Ainda bem que achei meu homem que me respeita e concorda que esse papinho redpill é papo de virjão.",0,1,"Eu queria tanto saber as fontes desse Jr... é uma metralhadora de ""fatos"" infundados. Tenho piedade da mulher que tentar ter algo com ele, com certeza será desrespeitada a torto e à direita. Ainda bem que achei meu homem que me respeita e concorda que esse papinho redpill é papo de virjão.",0.38852,0.0985476970672607,0.3389984,0.008544922,0.021786476,0.38852,comentarios_toxicidade,1,final_toxicidade,0.2,1
comentario_2743962,Quando vc não tem razão tenta calar o opositor 😢,0,0,Quando vc não tem razão tenta calar o opositor 😢,0.11129999,0.0729293823242187,0.11129999,0.0023269653,0.0029598286,0.06669625,comentarios_toxicidade,0,final_toxicidade,0.2,0
comentario_466552,"Se não for ela, vão ser outra. Quem não presta mesmo é o marido, que casou e deixou esposa e filhos pra viajar com amante.",0,1,"Se não for ela, vão ser outra. Quem não presta mesmo é o marido, que casou e deixou esposa e filhos pra viajar com amante.",0.17545098,0.0710349082946777,0.17545098,0.0038909912,0.008583503,0.15556364,comentarios_toxicidade,1,final_toxicidade,0.2,0
comentario_1492776,A mulher ?? Saco !!! Tem que ter saco pravaturar esse bando de.mimizento do caralh@,1,1,A mulher ?? Saco !!! Tem que ter saco pravaturar esse bando de.mimizento do caralh@,0.7570315,0.0941720008850097,0.7570315,0.45895407,0.37361985,0.7065844,comentarios_toxicidade,1,final_toxicidade,0.2,1
comentario_2054586,Parabéns mulheronas empoderadas....,0,0,Parabéns mulheronas empoderadas....,0.069754265,0.0647733211517334,0.069754265,0.0034332275,0.029660052,0.03136692,comentarios_toxicidade,0,final_toxicidade,0.2,0
comentario_956707,"Um homem com medo é como um poço sem fundo de amargura. Engraçado que esta geração de Pills não percebe nem quando homem é elogiado e apoiado. Tudo é manipulação para eles. Homem só pensa em custo - benefício sim. Ele também é interesseiro. E não tem só a ver com a parte financeira. É como ele funciona. Esse canal aqui é a prova disso: um punhado de homem desecantado que não tem onde investir o seu tempo a baixo custo e que acha que mulher deve servir e não exigir, ou seja, homem não quer risco de perder, só tirar vantagem. Eu pergunto, quanta mulher de ""carroucel"" teriam pegado se tivesse oportunidade? Suponho que todas. Aí tiravam vantagem, seriam piranhas mas davam benefícios. Mas como as piranhas estão exigindo algo em troca, aí já é diferente. Elas não merecem porque são piranhas. Não é uma questão de não querer piranha porque ela é imoral, é porque ela não quer ficar na desvantagem que dá jeito ao homem e representa ameaça para bolsa e reputação,  ou seja, dar pouco e receber muito, é a combinação perfeita para eles. Esta é a verdade. Agora, mulher séria também não quer ""chave"" gasta, oportunista, e cheia de vicios e traumas. Nem pensem que com essa atitude atraem alguém decente. Os homens devem preocupar-se em crescer não só a nivel financeiro, devem trabalhar o cérebro, a autoestima e a autonomia também. Deixem de ser emocionados de raiva reprimida e lutem por vocês.",1,1,"Um homem com medo é como um poço sem fundo de amargura. Engraçado que esta geração de Pills não percebe nem quando homem é elogiado e apoiado. Tudo é manipulação para eles. Homem só pensa em custo - benefício sim. Ele também é interesseiro. E não tem só a ver com a parte financeira. É como ele funciona. Esse canal aqui é a prova disso: um punhado de homem desecantado que não tem onde investir o seu tempo a baixo custo e que acha que mulher deve servir e não exigir, ou seja, homem não quer risco de perder, só tirar vantagem. Eu pergunto, quanta mulher de ""carroucel"" teriam pegado se tivesse oportunidade? Suponho que todas. Aí tiravam vantagem, seriam piranhas mas davam benefícios. Mas como as piranhas estão exigindo algo em troca, aí já é diferente. Elas não merecem porque são piranhas. Não é uma questão de não querer piranha porque ela é imoral, é porque ela não quer ficar na desvantagem que dá jeito ao homem e representa ameaça para bolsa e reputação,  ou seja, dar pouco e receber muito, é a combinação perfeita para eles. Esta é a verdade. Agora, mulher séria também não quer ""chave"" gasta, oportunista, e cheia de vicios e traumas. Nem pensem que com essa atitude atraem alguém decente. Os homens devem preocupar-se em crescer não só a nivel financeiro, devem trabalhar o cérebro, a autoestima e a autonomia também. Deixem de ser emocionados de raiva reprimida e lutem por vocês.",0.3389984,0.0719664096832275,0.3389984,0.017481172,0.17847598,0.3388922,comentarios_toxicidade,1,final_toxicidade,0.2,1
comentario_1444128,"Eu já vi video desse cara ai mandando essa mulher embora no Natal...ou estou enganado? As vozes e o Bio tipo é o mesmo, será que o cara perdoou daquela vez? Ou ela meteu chifre em outro? Ou armação?",0,0,"Eu já vi video desse cara ai mandando essa mulher embora no Natal...ou estou enganado? As vozes e o Bio tipo é o mesmo, será que o cara perdoou daquela vez? Ou ela meteu chifre em outro? Ou armação?",0.15987846,0.0774767398834228,0.15987846,0.0075149536,0.01465176,0.07428485,comentarios_toxicidade,0,final_toxicidade,0.2,0
comentario_810882,"Sou fã desse rapaz, ele realmente têm razão",0,0,"Sou fã desse rapaz, ele realmente têm razão",0.0201057,0.0940878391265869,0.0201057,0.0017738342,0.005401687,0.009374888,comentarios_toxicidade,0,final_toxicidade,0.2,0
comentario_1841178,"Ame a a si mesmo, antes de amar qualquer pessoa. O mandamento diz: ""ame ao seu próximo,  COMO A SI MESMO""",0,0,"Ame a a si mesmo, antes de amar qualquer pessoa. O mandamento diz: ""ame ao seu próximo,  COMO A SI MESMO""",0.011246625,0.0460586547851562,0.011246625,0.0004172325,0.0024973555,0.0086718835,comentarios_toxicidade,0,final_toxicidade,0.2,0
comentario_2335171,BOA NOITE PARABENS COLIDER MT ABRACOS  e BEIJOS ❤❤❤,0,0,BOA NOITE PARABENS COLIDER MT ABRACOS  e BEIJOS ❤❤❤,0.005532114,0.0921041965484619,0.0030629775,0.00032901764,0.000638213,0.005532114,comentarios_toxicidade,0,final_toxicidade,0.2,0
comentario_3025063,"Todo mundo aqui nessa comunidade sabe que esse papo de mulher é caro é pra beta, normal e sub-five, quem é CHAD come sem gastar um Real e com poucas ideias.",1,1,"Todo mundo aqui nessa comunidade sabe que esse papo de mulher é caro é pra beta, normal e sub-five, quem é CHAD come sem gastar um Real e com poucas ideias.",0.26859093,0.0859463214874267,0.26859093,0.012962224,0.105836816,0.24928534,comentarios_toxicidade,1,final_toxicidade,0.2,1
comentario_2264481,"​ ,  terapeuta é coisa de homem, o que todos precisam é de Cristo em suas vidas, Deus é o sentido da vida.",1,0,"​ ,  terapeuta é coisa de homem, o que todos precisam é de Cristo em suas vidas, Deus é o sentido da vida.",0.054779384,0.109285831451416,0.054779384,0.002412796,0.021786476,0.018001022,comentarios_toxicidade,0,final_toxicidade,0.2,0
comentario_1513140,"Mulher doida e assim mesmo, ficam de joguinhos",1,1,"Mulher doida e assim mesmo, ficam de joguinhos",0.5678696,0.0757882595062255,0.50789946,0.16960317,0.27914262,0.5678696,comentarios_toxicidade,1,final_toxicidade,0.2,1
comentario_329031,Será sim 😂😂😂Dezenas de milhões!Que jumento kk,0,1,Será sim 😂😂😂Dezenas de milhões!Que jumento kk,0.18459146,0.0832753181457519,0.18459146,0.0075149536,0.012943448,0.11464815,comentarios_toxicidade,1,final_toxicidade,0.2,0
comentario_855739,"Vai do marido, isso é um previlégio de poucos.",0,0,"Vai do marido, isso é um previlégio de poucos.",0.0154562555,0.0950953960418701,0.0154562555,0.00054359436,0.0017481487,0.012186904,comentarios_toxicidade,0,final_toxicidade,0.2,0
comentario_2079518,Então você não saiu com a mulher você saiu com uma boneca Porque se ela teve que botar cílio botar cabelo botar peito botar a bunda botar tudo então não era uma pessoa era uma coisa falsa e dizer que é borrifada do perfume saiu mais caro que o jantar essas piriguete não conhece perfume bom armas conhece o Jequiti Hinode essas porcaria que tá aí na praça geralmente esse tipo de perfume não sai muito caro É quase de graça pensa uma coisinha nojenta Avon Hinode que deve ser esse tipo de coisa que você tá se referindo não é,1,1,Então você não saiu com a mulher você saiu com uma boneca Porque se ela teve que botar cílio botar cabelo botar peito botar a bunda botar tudo então não era uma pessoa era uma coisa falsa e dizer que é borrifada do perfume saiu mais caro que o jantar essas piriguete não conhece perfume bom armas conhece o Jequiti Hinode essas porcaria que tá aí na praça geralmente esse tipo de perfume não sai muito caro É quase de graça pensa uma coisinha nojenta Avon Hinode que deve ser esse tipo de coisa que você tá se referindo não é,0.49139655,0.0923295021057128,0.49139655,0.38274905,0.12440576,0.489133,comentarios_toxicidade,1,final_toxicidade,0.2,1
comentario_267658,"Tbm estou cansado. Mas não é só o empreendedor que é roubado e injusticado no Brasil.Falar que quem coloca comida na mesa do das pessoas é o empreendedor, e de rir né? Coloca comida na mesa pq ele tem retorno próprio. Nunca vi empreendedor empregar sem necessidade...",0,0,"Tbm estou cansado. Mas não é só o empreendedor que é roubado e injusticado no Brasil.Falar que quem coloca comida na mesa do das pessoas é o empreendedor, e de rir né? Coloca comida na mesa pq ele tem retorno próprio. Nunca vi empreendedor empregar sem necessidade...",0.09872158,0.0670886039733886,0.09872158,0.002822876,0.022791367,0.06354945,comentarios_toxicidade,0,final_toxicidade,0.2,0
comentario_1612266,"@  Exatamente, ambos os sexos possuem desejos e necessidades como eu disse, oque vejo é que homens e mulheres não estão sabendo lidar com as dificuldades de se relacionar e estão se tornando cada dia mais egocêntricos e egoístas sempre jogando a culpa no outro, sem assumir seus problemas, erros e defeitos.",0,0,"@  Exatamente, ambos os sexos possuem desejos e necessidades como eu disse, oque vejo é que homens e mulheres não estão sabendo lidar com as dificuldades de se relacionar e estão se tornando cada dia mais egocêntricos e egoístas sempre jogando a culpa no outro, sem assumir seus problemas, erros e defeitos.",0.21776234,0.0995748043060302,0.21776234,0.0074005127,0.18903255,0.14150882,comentarios_toxicidade,0,final_toxicidade,0.2,1
comentario_2201486,Mulher cheia de amigos e com 500 contatos de homem no zap.  Tem otário que acha normal.  Minha ex tinha uma amiga assim. Um dia ela veio me dizer que amiga é muito comunicativa. Eu respondi: eu sei! Ela deve adorar falar no microfone dos outros. Me poupe por que eu não fui criado na Disney !  Ela até bloqueouu a tal amiga.,1,1,Mulher cheia de amigos e com 500 contatos de homem no zap.  Tem otário que acha normal.  Minha ex tinha uma amiga assim. Um dia ela veio me dizer que amiga é muito comunicativa. Eu respondi: eu sei! Ela deve adorar falar no microfone dos outros. Me poupe por que eu não fui criado na Disney !  Ela até bloqueouu a tal amiga.,0.33896056,0.0812304019927978,0.31825066,0.016319158,0.051808115,0.33896056,comentarios_toxicidade,1,final_toxicidade,0.2,1
comentario_176565,"Sugiro um livro libertador para mulheres invertidas: essas mulheres que estão sempre em relacionamentos ruins repetitivos. O nome do livro: Mulheres no Divã, da doutora Cláudia Bernhardt. Esse livro é uma coleção de ensaios clínicos de seus atendimentos dentro da psicanálise.",1,0,"Sugiro um livro libertador para mulheres invertidas: essas mulheres que estão sempre em relacionamentos ruins repetitivos. O nome do livro: Mulheres no Divã, da doutora Cláudia Bernhardt. Esse livro é uma coleção de ensaios clínicos de seus atendimentos dentro da psicanálise.",0.09785384,0.1085219383239746,0.09785384,0.0032997131,0.062039822,0.035333443,comentarios_toxicidade,0,final_toxicidade,0.2,0
comentario_1956329,"Fora a falsidade e a pilantragem não tava tão ruim o trato. Tratando o cara bem, cuidando dele, demonstrando respeito e afeto inclusive publicamente. Se ela fizesse tudo isso que ela disse só que com um cara que ela gosta e admira, estaria super feliz em um relacionamento com todas as regalias. Mas prefere ser uma va****nda.",1,1,"Fora a falsidade e a pilantragem não tava tão ruim o trato. Tratando o cara bem, cuidando dele, demonstrando respeito e afeto inclusive publicamente. Se ela fizesse tudo isso que ela disse só que com um cara que ela gosta e admira, estaria super feliz em um relacionamento com todas as regalias. Mas prefere ser uma va****nda.",0.489133,0.0668797492980957,0.47622904,0.02383376,0.022992345,0.489133,comentarios_toxicidade,1,final_toxicidade,0.2,1
comentario_2520711,"Rapaz eu acho esse idéia de fim dos tempos muito vaga, tendo em vista que catástrofes aconteceram desde a existência humana e muita delas são fruto da natureza amoral. O fato de tu não ter vivido períodos onde ocorreram catástrofes e tragédias vindas da mão do homem, te faz ter um noção distorcida das coisas. Talvez se tu fosse um vampiro não estaria aqui afirmando algo que ninguém tem controle",0,0,"Rapaz eu acho esse idéia de fim dos tempos muito vaga, tendo em vista que catástrofes aconteceram desde a existência humana e muita delas são fruto da natureza amoral. O fato de tu não ter vivido períodos onde ocorreram catástrofes e tragédias vindas da mão do homem, te faz ter um noção distorcida das coisas. Talvez se tu fosse um vampiro não estaria aqui afirmando algo que ninguém tem controle",0.16851899,0.0810635089874267,0.16851899,0.004425049,0.0093974555,0.110259406,comentarios_toxicidade,0,final_toxicidade,0.2,0
comentario_2436351,"Eu acho linda a que gem preenchimento e natural, mais ela fica falando de outras e ta precisando arruma a dela, se fizer natural fica bonito sim",0,0,"Eu acho linda a que gem preenchimento e natural, mais ela fica falando de outras e ta precisando arruma a dela, se fizer natural fica bonito sim",0.069754265,0.0953309535980224,0.069754265,0.0029945374,0.006437627,0.03070583,comentarios_toxicidade,0,final_toxicidade,0.2,0
comentario_752379,"Quer um beijo, em troca de um balde de cerveja, é humilhante de ambas as partes😮",0,1,"Quer um beijo, em troca de um balde de cerveja, é humilhante de ambas as partes😮",0.11036996,0.1123871803283691,0.11036996,0.0041007996,0.0032003147,0.019096779,comentarios_toxicidade,1,final_toxicidade,0.2,0
comentario_2920328,Chocada que ele tem mais de 30,0,0,Chocada que ele tem mais de 30,0.011497946,0.0788111686706543,0.011497946,0.00062942505,0.0015169121,0.00815888,comentarios_toxicidade,0,final_toxicidade,0.2,0
comentario_1738285,E difícil mulher que não presta querer um homem que presta😂😂😂,1,1,E difícil mulher que não presta querer um homem que presta😂😂😂,0.33836752,0.0380399227142334,0.33836752,0.021419114,0.25140062,0.24630153,comentarios_toxicidade,1,final_toxicidade,0.2,1
comentario_1248000,Deus abençoe esse casal nota 100000000,0,0,Deus abençoe esse casal nota 100000000,0.01237757,0.0996444225311279,0.01237757,0.0008535385,0.0024788564,0.008044879,comentarios_toxicidade,0,final_toxicidade,0.2,0
comentario_2728565,"Bom video mano, Ian vc pretende em algum momento fazer uma Live aqui ?",0,0,"Bom video mano, Ian vc pretende em algum momento fazer uma Live aqui ?",0.06184035,0.0423638820648193,0.06184035,0.0052261353,0.009360458,0.020385906,comentarios_toxicidade,0,final_toxicidade,0.2,0
comentario_1654905,"Meu deus eu tenho eh odio de gnt sem nocao q submete a oripria vida em troca de ser besta na eua dirige mal e ainda quer ter razao e nao sabe se contentar com nada, e fica faznd prezepada nan sinceramente",0,1,"Meu deus eu tenho eh odio de gnt sem nocao q submete a oripria vida em troca de ser besta na eua dirige mal e ainda quer ter razao e nao sabe se contentar com nada, e fica faznd prezepada nan sinceramente",0.35016364,0.0792882442474365,0.3250515,0.019740647,0.10221587,0.35016364,comentarios_toxicidade,1,final_toxicidade,0.2,1
comentario_559413,Uma noite com o Neymar Aí daria o golpe da barriga nele 😂😂,1,1,Uma noite com o Neymar Aí daria o golpe da barriga nele 😂😂,0.37795907,0.1059823036193847,0.37795907,0.03680043,0.022791367,0.1823172,comentarios_toxicidade,1,final_toxicidade,0.2,1
comentario_1167591,Se Enéas estivesse vivo ele daria  -30 de QI pra esse entrevistador.. oh cara íngua.. Rubão pode cobrar a aula!,0,1,Se Enéas estivesse vivo ele daria  -30 de QI pra esse entrevistador.. oh cara íngua.. Rubão pode cobrar a aula!,0.40975618,0.0858747959136962,0.36095104,0.014059683,0.01191331,0.40975618,comentarios_toxicidade,1,final_toxicidade,0.2,1
comentario_2649922,"Puta mano não sei se tenho dó ou ódio desse sujeito , vira homen porra ...",0,1,"Puta mano não sei se tenho dó ou ódio desse sujeito , vira homen porra ...",0.8364697,0.0382626056671142,0.8364697,0.50234145,0.32476485,0.6991143,comentarios_toxicidade,1,final_toxicidade,0.2,1
comentario_2444566,"para n entrar mto em detalhes, pois sao meus conhecidos, conheço um pai que precisa viajar 1hr (ida e volta, 2x) todo fds para buscar e levar o filho na casa da mae.",0,0,"para n entrar mto em detalhes, pois sao meus conhecidos, conheço um pai que precisa viajar 1hr (ida e volta, 2x) todo fds para buscar e levar o filho na casa da mae.",0.015896067,0.0861914157867431,0.015896067,0.0008916855,0.0031818156,0.008329881,comentarios_toxicidade,0,final_toxicidade,0.2,0
comentario_308599,"Oi seja, seja o mais canalha possível com sua mulher, porque essa é a verdadeira felicidade delas...",1,1,"Oi seja, seja o mais canalha possível com sua mulher, porque essa é a verdadeira felicidade delas...",0.4977744,0.0831871032714843,0.4977744,0.026936848,0.11512129,0.49151286,comentarios_toxicidade,1,final_toxicidade,0.2,1
comentario_2156395,"Hunn, será que ela ficaria na pior com o dela😊😅 kkkk sei não",0,0,"Hunn, será que ela ficaria na pior com o dela😊😅 kkkk sei não",0.11367676,0.0504007339477539,0.11367676,0.00333786,0.004994711,0.045007613,comentarios_toxicidade,0,final_toxicidade,0.2,0
comentario_1572339,Tempo: 🍆🍆🍆oh baby yeeeaahh oohh fãqui meee,0,1,Tempo: 🍆🍆🍆oh baby yeeeaahh oohh fãqui meee,0.3969567,0.0711596012115478,0.3969567,0.044870634,0.017264472,0.0777699,comentarios_toxicidade,1,final_toxicidade,0.2,1
