id_comentario_anonimizado,comentario,final_misoginia,final_toxicidade,texto_analise,score_perspective_max,latencia_api,detalhe_toxicity,detalhe_severe,detalhe_identity,detalhe_insult,tipo_origem,unified_label,original_label_column,threshold_aplicado,pred_label
comentario_2012710,"Dubai não é islã cara, que merda, quer falar em islã de verdade é Irã, Iraque, onde a lei é a Sharia. Dubai flexibilizou as leis e regras para ocidentais  investir e morar ali, depois que o príncipe herdou o trono ele mudou tudo. Não fale o que não sabe, já disse isso mil vezes. Turquia, Dubai e outros estados que se diz islã mas não é, o islã de verdade é o que segue a Sharia, simples assim, o islã de verdade é o que a mulher quebrou a lei da Sharia é morta ou leva 90 chibatadas. Se você mudar as leis de um país pra possibilitar a entrada de ocidentais visando dinheiro dá nisso mesmo. Você tem que escolher a putaria e dinheiro ou as regras da Sharia e ficar ficar isolado.Se vc flexibilizar ou mudar as leis claro que as mulheres fará merda, não se trata de mulher ocidental e mulher oriental ser boa ou ruim, é as leis meu caro, no Irã ela se comporta porque a lei diz que se não se comportar morre, aqui no Brasil se a lei disse pode roubar, todo mundo vai roubar mesmo quem supostamente é correto, porque quando o correto e roubado a todo tempo ele percebe que ou rouba também ou morrerá de fome, acorda cacete, Dubai não segue mais o islã, islã é as leis da Sharia, não segue as leis da Sharia não é islã.",1,1,"Dubai não é islã cara, que merda, quer falar em islã de verdade é Irã, Iraque, onde a lei é a Sharia. Dubai flexibilizou as leis e regras para ocidentais  investir e morar ali, depois que o príncipe herdou o trono ele mudou tudo. Não fale o que não sabe, já disse isso mil vezes. Turquia, Dubai e outros estados que se diz islã mas não é, o islã de verdade é o que segue a Sharia, simples assim, o islã de verdade é o que a mulher quebrou a lei da Sharia é morta ou leva 90 chibatadas. Se você mudar as leis de um país pra possibilitar a entrada de ocidentais visando dinheiro dá nisso mesmo. Você tem que escolher a putaria e dinheiro ou as regras da Sharia e ficar ficar isolado.Se vc flexibilizar ou mudar as leis claro que as mulheres fará merda, não se trata de mulher ocidental e mulher oriental ser boa ou ruim, é as leis meu caro, no Irã ela se comporta porque a lei diz que se não se comportar morre, aqui no Brasil se a lei disse pode roubar, todo mundo vai roubar mesmo quem supostamente é correto, porque quando o correto e roubado a todo tempo ele percebe que ou rouba também ou morrerá de fome, acorda cacete, Dubai não segue mais o islã, islã é as leis da Sharia, não segue as leis da Sharia não é islã.",0.4810288,0.0780174732208252,0.47323486,0.35112193,0.44690517,0.4810288,comentarios_misoginia,1,final_misoginia,0.2,1
comentario_1493220,"Parabéns pelo canal! 1° Sem faculdade ,2°Sem CNH, 3°Sem veículo, 4°Sem residência própria, 5° dependente e tem dependente. #ESTOU FORA",0,1,"Parabéns pelo canal! 1° Sem faculdade ,2°Sem CNH, 3°Sem veículo, 4°Sem residência própria, 5° dependente e tem dependente. #ESTOU FORA",0.10870059,0.0782279968261718,0.10870059,0.00333786,0.0091384705,0.03412145,comentarios_misoginia,0,final_misoginia,0.2,0
comentario_1385717,"É por isso que eu nunca continuei qmigo de ex em rede social.Terminou,eu não quero nem um bom dia.Ela segue o rumo dela e eu o meu.Quando vi esse post ey lembrei da minha última ex...Teeminou e ainda continuei falando ckm ela quase todo dia..Ela todo momento mandando mensagem,fim de semana fiavava perguntado se wu tava saindo,se ia sair(tipo monitorando) a mina tava manipulando,a ponto de wu mesmo ser ter mais poha nemhuma com ela,eu ripo nao saia com ninguém,nao flertava com ninguém..Um belo dia eu acordei de amanhã,dei um block nela em todas redes sociais e fyi vivwr minha vida.Puts ,parece que eu tinha tirado uma bola de ferro dos pés.",0,0,"É por isso que eu nunca continuei qmigo de ex em rede social.Terminou,eu não quero nem um bom dia.Ela segue o rumo dela e eu o meu.Quando vi esse post ey lembrei da minha última ex...Teeminou e ainda continuei falando ckm ela quase todo dia..Ela todo momento mandando mensagem,fim de semana fiavava perguntado se wu tava saindo,se ia sair(tipo monitorando) a mina tava manipulando,a ponto de wu mesmo ser ter mais poha nemhuma com ela,eu ripo nao saia com ninguém,nao flertava com ninguém..Um belo dia eu acordei de amanhã,dei um block nela em todas redes sociais e fyi vivwr minha vida.Puts ,parece que eu tinha tirado uma bola de ferro dos pés.",0.2854971,0.0541398525238037,0.2854971,0.02406851,0.035589635,0.16831873,comentarios_misoginia,0,final_misoginia,0.2,1
comentario_273860,Olha a porcaria que esse país está se tornando bicho. Esses infelizes que fizeram o L ferrou todo mundo 🤦🏽‍♂️🤬,0,1,Olha a porcaria que esse país está se tornando bicho. Esses infelizes que fizeram o L ferrou todo mundo 🤦🏽‍♂️🤬,0.64447093,0.0855922698974609,0.64447093,0.35368225,0.46028158,0.6261769,comentarios_misoginia,0,final_misoginia,0.2,1
comentario_1014542,"Cara, uma certa vez uma pessoa , eu pedi pra ela pagar conta de água  o que ela fez, tacou a conta dentro da gaveta, eu confiei que ela pagaria, depois de dois meses , vieram e contaram,  ai ela me fala que eu teria que bancar a casa sozinho, hum depois disso, nao paguei mais nada. Se ela nao pagar a parte dela.",0,0,"Cara, uma certa vez uma pessoa , eu pedi pra ela pagar conta de água  o que ela fez, tacou a conta dentro da gaveta, eu confiei que ela pagaria, depois de dois meses , vieram e contaram,  ai ela me fala que eu teria que bancar a casa sozinho, hum depois disso, nao paguei mais nada. Se ela nao pagar a parte dela.",0.033334624,0.0863454341888427,0.033334624,0.0015830994,0.0024048607,0.018967867,comentarios_misoginia,0,final_misoginia,0.2,0
comentario_101540,"O Raiam deveria assistir o episódio inteiro... Vai entender pq ela não é casada e pq ela foi levantada por Deus para aconselhar os jovens a casarem certo e não serem promíscuos... Ou seja, era um café com teu pai/tua mãe antes da modinha.",0,0,"O Raiam deveria assistir o episódio inteiro... Vai entender pq ela não é casada e pq ela foi levantada por Deus para aconselhar os jovens a casarem certo e não serem promíscuos... Ou seja, era um café com teu pai/tua mãe antes da modinha.",0.15711457,0.0849659442901611,0.15711457,0.0064849854,0.026609946,0.08831572,comentarios_misoginia,0,final_misoginia,0.2,0
comentario_889789,Concordo plenamente com você....é bem isso mesmo.,0,0,Concordo plenamente com você....é bem isso mesmo.,0.0059833666,0.0804502964019775,0.0043667066,0.00033855438,0.000776955,0.0059833666,comentarios_misoginia,0,final_misoginia,0.2,0
comentario_2050012,"Beyoncé, rihanna, kim kardashian etc, vivem semi nuas, e ninguém compara as mulheres Norte Americanas à elas ?",1,1,"Beyoncé, rihanna, kim kardashian etc, vivem semi nuas, e ninguém compara as mulheres Norte Americanas à elas ?",0.30439767,0.0910494327545166,0.30439767,0.018320406,0.22261032,0.25998658,comentarios_misoginia,1,final_misoginia,0.2,1
comentario_1330622,"É infelizmente existe esse tipo de aceitação, o mundo vai a cada dia ficando pior.",0,0,"É infelizmente existe esse tipo de aceitação, o mundo vai a cada dia ficando pior.",0.10566349,0.0465857982635498,0.10566349,0.0019836426,0.00880549,0.028942931,comentarios_misoginia,0,final_misoginia,0.2,0
comentario_104489,Eu acho que ela esta zuando! Foi ela que cagou no feio quando ele foi embora...,0,1,Eu acho que ela esta zuando! Foi ela que cagou no feio quando ele foi embora...,0.45757914,0.1010413169860839,0.45757914,0.02439716,0.020178653,0.40420914,comentarios_misoginia,0,final_misoginia,0.2,1
comentario_194284,Eu te raspo já raspei minha esposa,1,1,Eu te raspo já raspei minha esposa,0.4977744,0.0820062160491943,0.4977744,0.2391185,0.08004672,0.27146968,comentarios_misoginia,1,final_misoginia,0.2,1
comentario_329031,Será sim 😂😂😂Dezenas de milhões!Que jumento kk,0,1,Será sim 😂😂😂Dezenas de milhões!Que jumento kk,0.18459146,0.0971026420593261,0.18459146,0.0075149536,0.012943448,0.11464815,comentarios_misoginia,0,final_misoginia,0.2,0
comentario_1051446,Estão destruído o bem privado de alguém!!!,0,0,Estão destruído o bem privado de alguém!!!,0.09394901,0.0783970355987548,0.09394901,0.0027656555,0.00414376,0.032028005,comentarios_misoginia,0,final_misoginia,0.2,0
comentario_1632082,"Prêmio Nobel é atribuído pela academia Sueca, não na Suiça.  Paguei uma falha do grande Serjão 😊",0,0,"Prêmio Nobel é atribuído pela academia Sueca, não na Suiça.  Paguei uma falha do grande Serjão 😊",0.054531995,0.0990984439849853,0.054531995,0.0011444092,0.010063417,0.029273475,comentarios_misoginia,0,final_misoginia,0.2,0
comentario_64093,Job e trabalho em inglês. Kkkk só que hj em dia em puta kkkkk 😂kkkk ou parado na esquina esperando um otário 😂,1,1,Job e trabalho em inglês. Kkkk só que hj em dia em puta kkkkk 😂kkkk ou parado na esquina esperando um otário 😂,0.6289369,0.086210012435913,0.6289369,0.35368225,0.094936445,0.5130944,comentarios_misoginia,1,final_misoginia,0.2,1
comentario_1674094,Desculpa fajuta pra ser kenga e se mostrar pra macho.,1,1,Desculpa fajuta pra ser kenga e se mostrar pra macho.,0.032156147,0.0694108009338378,0.032156147,0.0019359589,0.0047727237,0.025413504,comentarios_misoginia,1,final_misoginia,0.2,0
comentario_1676693,"Eu acho que o Gustavo é demi-sexual,pesquisem sobre,é interessante,eu também sou e tem muitas pessoas que são mas não sabem,é legal saber sobre isso.",0,0,"Eu acho que o Gustavo é demi-sexual,pesquisem sobre,é interessante,eu também sou e tem muitas pessoas que são mas não sabem,é legal saber sobre isso.",0.25462922,0.0944952964782714,0.25462922,0.015350811,0.1232452,0.16868424,comentarios_misoginia,0,final_misoginia,0.2,1
comentario_770830,"a mesma conversinha de sempre""sertanejo faz apologia a bebida""MAS BEBER NAO É CRIME PORRA, puta que pariu... é dificil de entender, é dificil demais",0,1,"a mesma conversinha de sempre""sertanejo faz apologia a bebida""MAS BEBER NAO É CRIME PORRA, puta que pariu... é dificil de entender, é dificil demais",0.5559701,0.1019890308380127,0.5559701,0.23223771,0.039456755,0.43158367,comentarios_misoginia,0,final_misoginia,0.2,1
comentario_1407990,📕 - AntiOtário 🔱 - Código Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/ComboManual,0,0,📕 - AntiOtário 🔱 - Código Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/ComboManual,0.16158698,0.0856568813323974,0.16158698,0.012283325,0.017163984,0.032909457,comentarios_misoginia,0,final_misoginia,0.2,0
comentario_2304333,"E isto é porque no casamento é o homem que ainda tem senso de responsabilidade, principalmente se tiver filho, pois é justamente o homem, cuja mente é racional, que consegue ter nocao real da seriedade e da dificuldade de prover. E é tambem o homem que tem de aguentar o tranco de abrir mao de usar sua renda para si mesmo. A donzela joga no modo facil e ainda é a rainha de reclamar. Agora, sobre o video em si: que conversinha mais mole e sem substancia, apenas falas baratas e shaming. É isto o que sobrou vindo de um cara que se acha homem de verdade e se acha mais fiel a Deus do que aqueles para quem fala?",1,1,"E isto é porque no casamento é o homem que ainda tem senso de responsabilidade, principalmente se tiver filho, pois é justamente o homem, cuja mente é racional, que consegue ter nocao real da seriedade e da dificuldade de prover. E é tambem o homem que tem de aguentar o tranco de abrir mao de usar sua renda para si mesmo. A donzela joga no modo facil e ainda é a rainha de reclamar. Agora, sobre o video em si: que conversinha mais mole e sem substancia, apenas falas baratas e shaming. É isto o que sobrou vindo de um cara que se acha homem de verdade e se acha mais fiel a Deus do que aqueles para quem fala?",0.2540519,0.1091425418853759,0.2540519,0.012130737,0.04048799,0.24835461,comentarios_misoginia,1,final_misoginia,0.2,1
comentario_2913908,"Infelizmente tem pessoas com autotima muito baixoQue tem que chamar antenção.Ela precisa de ajuda,Não de critica.🙏",0,0,"Infelizmente tem pessoas com autotima muito baixoQue tem que chamar antenção.Ela precisa de ajuda,Não de critica.🙏",0.09611836,0.0770211219787597,0.09611836,0.0012302399,0.0051797,0.071116626,comentarios_misoginia,0,final_misoginia,0.2,0
comentario_2055055,"Isso vem bem antes da Anitta, antigamente eles faziam aqueles cartões de turismo com imagens de brasileiras ao invés das paisagens... E mas dessas brasileiras eram enganadas pq eles diziam q ia tirar fotos dos rostos dela e no fim tiravam mais dos p3it  do q do rosto",0,0,"Isso vem bem antes da Anitta, antigamente eles faziam aqueles cartões de turismo com imagens de brasileiras ao invés das paisagens... E mas dessas brasileiras eram enganadas pq eles diziam q ia tirar fotos dos rostos dela e no fim tiravam mais dos p3it  do q do rosto",0.15600902,0.0797793865203857,0.15600902,0.006942749,0.04667538,0.08410009,comentarios_misoginia,0,final_misoginia,0.2,0
comentario_1407510,Ela parece a Julia Roberts. Hoje.,0,0,Ela parece a Julia Roberts. Hoje.,0.009738698,0.0765397548675537,0.009738698,0.0003170967,0.0009896926,0.009279887,comentarios_misoginia,0,final_misoginia,0.2,0
comentario_2936392,Mn ????? Q poha foi essa que aconteceu aqui?,0,0,Mn ????? Q poha foi essa que aconteceu aqui?,0.37751234,0.0952327251434326,0.37751234,0.02167734,0.008102531,0.11797678,comentarios_misoginia,0,final_misoginia,0.2,1
comentario_2585774,Mulher de preço é não de valores,1,1,Mulher de preço é não de valores,0.48915586,0.0881268978118896,0.43720075,0.024678862,0.48915586,0.41767508,comentarios_misoginia,1,final_misoginia,0.2,1
comentario_518498,Disse ele que está namorando 🤣,0,0,Disse ele que está namorando 🤣,0.010743983,0.1122548580169677,0.010743983,0.00046253204,0.00094344537,0.008424882,comentarios_misoginia,0,final_misoginia,0.2,0
comentario_2790237,"sou de goias e direto ouço os vizinhos aqui com uma que diz, ""a mulher que ele ama esta casando outro msm assim que ele é  homen da vida dela é ele"" e o cara ainda chora por ela kkkkkk, dá nao vei ouvir essas musicas, intankável",0,0,"sou de goias e direto ouço os vizinhos aqui com uma que diz, ""a mulher que ele ama esta casando outro msm assim que ele é  homen da vida dela é ele"" e o cara ainda chora por ela kkkkkk, dá nao vei ouvir essas musicas, intankável",0.14256015,0.094851016998291,0.14256015,0.006828308,0.038425524,0.06794841,comentarios_misoginia,0,final_misoginia,0.2,0
comentario_2974321,"Tbm acho, pode ser um filtro sim...se inicialmente o cara ja aceitar dar dinheiro, com certeza ele não serve...pq vai acabar dando dinheiro pra qualquer pessoa que aparecer na vida dele...agora se o cara não der, ja vai ser um bom sinal...sinal que ele sabe o valor do dinheiro e esse dinheiro não é pra qualquer um...",0,0,"Tbm acho, pode ser um filtro sim...se inicialmente o cara ja aceitar dar dinheiro, com certeza ele não serve...pq vai acabar dando dinheiro pra qualquer pessoa que aparecer na vida dele...agora se o cara não der, ja vai ser um bom sinal...sinal que ele sabe o valor do dinheiro e esse dinheiro não é pra qualquer um...",0.03309893,0.0966637134552002,0.03309893,0.00072956085,0.0015446605,0.022899706,comentarios_misoginia,0,final_misoginia,0.2,0
comentario_2282703,Realmente! O pai dela tem que pedir desculpas por colocar essa bosta no mundo kkkk,0,1,Realmente! O pai dela tem que pedir desculpas por colocar essa bosta no mundo kkkk,0.4747285,0.0848891735076904,0.4574824,0.08595808,0.12208464,0.4747285,comentarios_misoginia,0,final_misoginia,0.2,1
comentario_2523908,"Essa mulher foi justa, flw tudo...",0,0,"Essa mulher foi justa, flw tudo...",0.10870059,0.0763311386108398,0.10870059,0.0060272217,0.013244915,0.027218282,comentarios_misoginia,0,final_misoginia,0.2,0
comentario_1572164,Não!! É psicopata mesmo. Ela tem que tomar cuidado,0,0,Não!! É psicopata mesmo. Ela tem que tomar cuidado,0.47630358,0.0838816165924072,0.42568782,0.015867263,0.037394293,0.47630358,comentarios_misoginia,0,final_misoginia,0.2,1
comentario_213311,"  Isso que é foda cara, a MULHER QUE DEVE SER SUBMISSA AO HOMEM, É BÍBLICO CARA!",1,1,"  Isso que é foda cara, a MULHER QUE DEVE SER SUBMISSA AO HOMEM, É BÍBLICO CARA!",0.7998551,0.0704030990600586,0.7998551,0.53082085,0.4887047,0.5130944,comentarios_misoginia,1,final_misoginia,0.2,1
comentario_3024894,Como se beleza fosse tudo não tendo caráter a beleza não significa nada acorda pra vida,0,0,Como se beleza fosse tudo não tendo caráter a beleza não significa nada acorda pra vida,0.0665887,0.0538372993469238,0.0665887,0.0019264221,0.005253696,0.03136692,comentarios_misoginia,0,final_misoginia,0.2,0
comentario_315413,"Isso msm , eles não merecem sua amizade amém  !",0,0,"Isso msm , eles não merecem sua amizade amém  !",0.112436704,0.0863540172576904,0.112436704,0.003452301,0.009212466,0.059061307,comentarios_misoginia,0,final_misoginia,0.2,0
comentario_2879275,"É isso aí.escolhem tanto que no final, acabam ficando com o pior de todos",1,1,"É isso aí.escolhem tanto que no final, acabam ficando com o pior de todos",0.16158698,0.1001272201538086,0.16158698,0.0027656555,0.006511623,0.06372428,comentarios_misoginia,1,final_misoginia,0.2,0
comentario_639116,É melhor sozinho do que mal acompanhado com a digníssima dessa aí toda chata😂😂😂😂😂😂,1,1,É melhor sozinho do que mal acompanhado com a digníssima dessa aí toda chata😂😂😂😂😂😂,0.4596616,0.0910460948944091,0.4269174,0.023076924,0.023595277,0.4596616,comentarios_misoginia,1,final_misoginia,0.2,1
comentario_559413,Uma noite com o Neymar Aí daria o golpe da barriga nele 😂😂,1,1,Uma noite com o Neymar Aí daria o golpe da barriga nele 😂😂,0.37795907,0.0912346839904785,0.37795907,0.03680043,0.022791367,0.1823172,comentarios_misoginia,1,final_misoginia,0.2,1
